"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action"
0,0,0,0,0,0
0,123.112932171646,0,0,0,0
0,0,1007.44235510298,0,0,0
0,562.124224436311,1123.89266494501,0,0,0
0,0,0,2812.74568686084,0,0
0,0,123.112932171646,562.124224436311,0,0
0,0,0,0,69.4731558359334,0
0,0,562.124224436311,0,123.112932171646,0
69.4731558359334,2812.74568686084,1007.44235510298,0,2812.74568686084,0
0,0,0,123.112932171646,562.124224436311,0
2812.74568686084,0,0,2812.74568686084,1007.44235510298,0
0,1123.89266494501,123.112932171646,562.124224436311,1123.89266494501,0
1007.44235510298,69.4731558359334,2812.74568686084,1007.44235510298,69.4731558359334,0
0,0,0,0,0,562.124224436311
69.4731558359334,0,0,0,0,1007.44235510298
0,0,1123.89266494501,0,0,1123.89266494501
0,1007.44235510298,69.4731558359334,0,0,69.4731558359334
562.124224436311,1123.89266494501,123.112932171646,0,0,123.112932171646
1007.44235510298,0,0,1007.44235510298,0,2812.74568686084
1123.89266494501,123.112932171646,0,1123.89266494501,0,562.124224436311
69.4731558359334,0,1007.44235510298,69.4731558359334,0,1007.44235510298
123.112932171646,562.124224436311,1123.89266494501,123.112932171646,0,1123.89266494501
0,0,0,0,1007.44235510298,69.4731558359334
0,0,123.112932171646,0,1123.89266494501,123.112932171646
1007.44235510298,0,2812.74568686084,0,69.4731558359334,2812.74568686084
0,123.112932171646,562.124224436311,0,123.112932171646,562.124224436311
69.4731558359334,2812.74568686084,1007.44235510298,0,2812.74568686084,1007.44235510298
0,0,0,123.112932171646,562.124224436311,1123.89266494501
2812.74568686084,1007.44235510298,0,2812.74568686084,1007.44235510298,69.4731558359334
562.124224436311,0,123.112932171646,562.124224436311,1123.89266494501,123.112932171646
0,69.4731558359334,2812.74568686084,1007.44235510298,69.4731558359334,2812.74568686084
1123.89266494501,0,0,0,0,0
