"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,0,1,0,0,0,"dry",0,0,1502.20700313119,0,0,0,4
1,1,1,1,0,0,"wet",0,3742.9676508044,0,0,0,0,15
0,0,0,0,1,0,"wet",0,0,0,0,8614.48470697596,0,16
1,0,0,0,1,0,"dry",0,0,0,0,5072.11153581888,0,17
1,1,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,31
0,0,0,0,0,1,"wet",0,0,0,0,0,8130.19921373607,32
0,1,0,0,0,1,"dry",0,2441.95832048756,0,0,0,3600.73608868887,34
1,1,0,0,0,1,"wet",0,3742.9676508044,0,0,0,0,35
1,0,1,0,0,1,"wet",10074.5770975921,0,0,0,0,69.3071942792377,37
1,1,1,0,0,1,"dry",5357.77775471681,0,0,0,0,3267.30581840922,39
0,1,0,1,0,1,"dry",0,2058.02976968146,0,460.046093961935,0,3167.5274791838,42
1,1,0,1,0,1,"dry",4922.35590061265,0,0,278.821257961258,0,3027.14141695288,43
1,1,1,1,0,1,"dry",4922.35590061265,0,0,278.821257961258,0,3027.14141695288,47
0,0,0,0,1,1,"wet",0,0,0,0,8541.21650090317,177.448724115955,48
1,0,0,0,1,1,"wet",2953.3891618733,0,0,0,8391.21142810233,0,49
1,1,0,0,1,1,"dry",0,0,0,0,5072.11153581888,0,51
0,0,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,52
0,1,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,54
0,1,1,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,62
1,0,0,0,0,0,"dry",5976.62903988232,0,0,0,0,0,1
1,0,1,1,0,0,"dry",5487.54449852134,0,0,283.560254190435,0,0,13
