"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,0,0,0,0,0,"dry",0,0,0,0,0,0,64
0,0,1,1,0,0,"dry",0,0,0,855.75979903007,0,0,12
0,0,0,0,1,0,"wet",0,0,0,0,8614.48470697596,0,16
0,1,0,0,1,0,"wet",0,2701.35187468276,0,0,4176.34574853526,0,18
1,1,1,0,1,0,"dry",0,0,0,0,5072.11153581888,0,23
1,1,0,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,27
0,0,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,28
1,1,1,1,1,0,"wet",0,2701.35187468275,0,0,4176.34574853526,0,31
1,0,0,0,0,1,"dry",5357.77775471681,0,0,0,0,3267.30581840922,33
0,1,0,0,0,1,"dry",0,2441.95832048756,0,0,0,3600.73608868887,34
1,1,0,0,0,1,"dry",5357.77775471681,0,0,0,0,3267.30581840922,35
0,0,0,1,0,1,"dry",0,0,0,790.526527876695,0,3101.34032038135,40
0,1,0,1,0,1,"wet",0,3742.9676508044,0,0,0,0,42
0,0,1,1,0,1,"wet",0,0,0,1661.90085269464,0,5415.10438963565,44
0,1,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,54
1,1,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,55
0,0,0,1,1,1,"wet",0,0,0,0,8541.2176436367,177.445992113222,56
1,0,0,1,1,1,"wet",2953.38916187329,0,0,0,8391.21142810233,0,57
0,1,0,1,1,1,"wet",0,2701.35187468276,0,0,4176.34574853526,0,58
1,0,1,0,0,0,"dry",5976.62903988232,0,0,0,0,0,5
1,0,1,1,0,0,"dry",5487.54449852134,0,0,283.560254190435,0,0,13
