"ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome"
0,3984.60549420017,0,0,0,0
0,0,587.968966142561,0,0,0
7112.15017041877,0,0,0,0,0
5254.76970303639,0,0,282.312943446525,0,0
0,0,0,1776.56098299421,0,0
0,1776.56098299421,0,587.968966142561,0,0
0,3984.60549420017,0,0,0,0
3015.83350744481,0,0,0,7112.15017041877,0
0,0,0,0,7112.15017041877,0
0,0,0,0,5254.76970303639,0
0,0,0,0,5254.76970303639,0
0,0,0,282.312943446525,4800.81447110115,0
0,0,0,282.312943446525,4800.81447110115,0
0,1776.56098299421,0,0,3984.60549420017,0
3015.83350744481,0,0,0,7112.15017041877,0
0,1776.56098299421,0,0,3984.60549420017,0
0,0,0,282.312943446525,4800.81447110115,0
5254.76970303639,0,0,0,0,3015.83350744481
5254.76970303639,0,0,0,0,3015.83350744481
0,3984.60549420017,0,0,0,0
0,0,0,1776.56098299421,0,3015.83350744481
0,1776.56098299421,0,587.968966142561,0,3015.83350744481
5254.76970303639,0,0,282.312943446525,0,3015.83350744481
0,0,0,0,7112.15017041877,0
0,0,0,282.312943446525,4800.81447110115,0
0,0,0,282.312943446525,4800.81447110115,0
0,0,0,282.312943446525,4800.81447110115,0
0,1776.56098299421,0,0,3984.60549420017,0
0,0,0,282.312943446525,4800.81447110115,0
7112.15017041877,0,0,0,0,0
7112.15017041877,0,0,0,0,0
5254.76970303639,0,0,282.312943446525,0,0
