"V1","V2","V3","V4","V5","V6"
3.41060513164848e-12,4485.21855317563,0,0,0,0
0,0,0,697.130951266569,2063.87271320541,0
0,1.54614099301398e-11,1.63646012467573e-11,387.177199999998,4877.09199999998,0
0,4137.03902050447,0,0,0,108.539078134719
4922.35600000003,0,0,278.821300000003,0,3027.14100000002
4.20641299569979e-12,1219.85531207386,0,0,4667.6090276087,0
0,1.22781784739345e-11,0,387.177199999999,4877.09199999998,2.72848410531878e-12
0,0,0,387.1772,4877.09199999999,4.09272615797818e-12
0,0,0,697.13095126657,2063.87271320542,0
6.25277607468888e-13,1.20508047984913e-11,0,387.177199999998,4877.09199999999,0
