"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
1,1,0,0,0,0,"wet",0,3742.9676508044,0,0,0,0,3
0,1,1,1,0,0,"wet",0,3742.9676508044,0,0,0,0,14
0,1,0,0,0,1,"dry",0,2441.95832048756,0,0,0,3600.73608868887,34
0,0,0,1,0,1,"dry",0,0,0,790.526527876695,0,3101.34032038135,40
1,0,0,1,0,1,"dry",4922.35590061265,0,0,278.821257961259,0,3027.14141695288,41
0,0,1,1,0,1,"dry",0,0,0,790.526527876695,0,3101.34032038135,44
0,0,1,0,1,1,"wet",0,0,0,0,8541.21672277401,177.448193675883,52
0,0,0,1,1,1,"wet",0,0,0,0,8541.2176436367,177.445992113222,56
1,0,1,0,0,0,"dry",5976.62903988232,0,0,0,0,0,5
1,0,0,1,0,0,"dry",5487.54449852134,0,0,283.560254190435,0,0,9
