"ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome"
0,0,0,0,5010.30986717655,0
5010.30986717655,0,0,228.211914419138,0,2864.24664581782
0,1544.26451872992,0,0,4310.02964730706,0
6233.06924454214,0,0,0,0,0
