"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action"
0,0,0,0,0,0
0,0,280.346993692305,0,0,0
0,548.754449852134,0,150.220700313119,0,0
0,0,1063.85237458892,280.346993692305,0,0
994.920317962861,0,0,0,150.220700313119,0
0,0,0,1063.85237458892,280.346993692305,0
0,0,0,0,0,150.220700313119
0,1063.85237458892,0,0,0,280.346993692305
0,0,0,150.220700313119,0,994.920317962861
280.346993692305,0,0,280.346993692305,0,0
