"V1","V2","V3","V4","V5","V6"
0,3488.29778317137,1.20395774265399e-12,0,0,0
0,0,4.81782419348819e-14,904.227743664448,0,0
0,1037.10696480747,1.5527174823733e-13,693.551237894577,0,0
1241.70198626621,1270.25300483442,0,0,6527.54505266147,0
0,0,2.01381776993131e-12,0,8614.48500000001,0
0,1229.50272833605,0,352.367601792776,3193.11649451111,0
0,2441.95800000161,0,0,0,3600.73599999538
1912.49637109472,2441.95800000167,0,0,0,3600.73599999526
0,2441.95800000006,2.559537336707e-12,0,0,3600.73599999974
5487.544,0,0,283.560300000001,0,0
