"ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome"
0,2934.43967693328,0,0,0,0
0,3455.2475649941,0,0,0,0
0,3455.2475649941,0,0,0,0
0,0,0,1580.69898432234,0,0
0,3455.2475649941,0,0,0,0
0,0,0,1580.69898432234,0,0
0,3455.2475649941,0,0,0,0
0,0,0,0,4624.22864217707,0
0,0,0,0,4624.22864217707,0
0,1580.69898432234,0,0,3959.65669966983,0
0,0,0,0,6986.13123084638,0
0,2934.43967693328,0,0,3959.65669966983,0
0,0,0,318.747409038945,4624.22864217707,0
0,0,0,318.747409038945,4624.22864217707,0
0,2934.43967693328,0,0,3959.65669966983,0
0,0,0,0,6986.13123084638,0
0,0,0,0,0,6986.13123084638
5214.94464526784,0,0,0,0,3455.2475649941
0,3455.2475649941,0,0,0,0
5214.94464526784,0,0,0,0,3455.2475649941
5214.94464526784,0,0,0,0,3455.2475649941
0,3455.2475649941,0,0,0,0
0,0,0,1580.69898432234,0,2934.43967693328
4624.22864217707,0,0,318.747409038945,0,2934.43967693328
0,1580.69898432234,0,318.747409038945,0,2934.43967693328
0,0,0,1580.69898432234,0,6986.13123084638
0,0,0,0,6986.13123084638,0
0,0,0,0,4624.22864217707,0
0,0,0,0,4624.22864217707,0
0,0,0,0,4624.22864217707,0
0,0,0,318.747409038945,4624.22864217707,0
6986.13123084638,0,0,318.747409038945,0,0
