"V1","V2","V3","V4","V5","V6"
0,0,0,0,0,0
0,3923.39409150086,0,0,0,0
0,0,786.995,0,0,0
0,3923.39409150086,0,0,0,0
0,3923.39409150086,0,0,0,0
0,0,0,1600.73362979767,0,0
0,3097.13556827589,0,249.057381154509,0,0
0,3304.78707247621,0,186.465421888457,0,0
0,0,0,1600.73362979767,0,0
0,0,0,0,6229.4625300952,0
1118.76244449592,0,0,0,7048.34653168659,0
0,0,0,0,6435.48444351894,0
3889.1519126969,0,0,0,12076.5911180408,0
0,0,162.989645073638,0,6229.4625300952,0
1118.76244449593,0,0,0,7048.34653168659,0
0,0,199.347439572539,0,6435.48444351894,0
0,0,0,1163.56513838561,2165.24799732094,0
660.661442289356,0,0,213.875507054245,5965.99175036209,0
0,0,0,1163.56513838561,2165.24799732093,0
0,0,0,0,0,5380.958674112
0,3718.91624198741,0,0,0,496.997986055367
154.02442930565,3778.5736575951,0,0,0,351.996385731204
6061.74463306298,0,98.8621649238286,0,0,2757.70245113076
5772.74067312262,0,0,42.4179465226831,0,2882.68685542793
0,3666.86340909042,0,7.21429874271598,0,565.343433442323
0,0,0,1665.43591512366,0,5377.66899084241
0,0,0,0,6381.27948472956,11.6531837743022
2505.72356257058,0,0,0,5353.60147570444,0
0,0,148.120609112332,0,6381.27948472956,11.6531837743038
0,0,0,333.255599298323,6283.2513047139,93.477314170087
6689.97530904036,0,0,0,0,0
6689.97530904036,0,0,0,0,0
