"ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome"
0,3348.17840633885,0,0,0,0
5824.26556646655,0,0,230.504223933159,0,0
5824.26556646655,0,0,230.504223933159,0,0
2827.37051827802,0,0,0,7558.81815994411,0
0,0,0,0,4668.02526063172,0
2827.37051827802,0,0,0,7558.81815994411,0
0,0,0,1492.45606443659,4668.02526063172,0
0,1492.45606443659,0,0,4003.45331812448,0
2827.37051827802,0,0,0,7558.81815994411,0
0,3348.17840633885,0,0,0,0
0,3348.17840633885,0,0,0,0
0,0,0,1492.45606443659,0,5824.26556646655
4668.02526063172,0,0,230.504223933159,0,3348.17840633885
0,0,0,0,7558.81815994411,230.504223933159
0,0,0,0,4668.02526063172,0
0,0,0,0,7558.81815994411,0
0,2827.37051827802,0,0,4003.45331812448,0
0,0,0,1492.45606443659,4668.02526063172,0
0,2827.37051827802,0,0,4003.45331812448,0
0,1492.45606443659,0,0,4003.45331812448,0
5824.26556646655,0,0,230.504223933159,0,0
