"ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome"
0,0,0,0,0,0
0,2959.38426173963,0,0,0,0
5524.3702878506,0,0,0,0,0
0,0,1663.31909280103,0,0,0
0,3480.19214980045,0,0,0,0
5524.3702878506,0,0,347.253002319357,0,0
0,3480.19214980045,0,0,0,0
0,0,0,0,4407.53959331164,0
0,0,0,0,4407.53959331164,0
0,0,0,0,4407.53959331164,0
0,1663.31909280103,0,0,4407.53959331164,0
0,0,0,0,4407.53959331164,0
0,0,0,0,4407.53959331164,0
0,2959.38426173963,0,0,4407.53959331164,0
0,0,0,347.253002319357,4407.53959331164,0
0,0,0,0,0,8025.62169210961
5524.3702878506,0,0,0,0,3480.19214980045
0,1663.31909280103,0,0,0,3480.19214980045
0,3480.19214980045,0,0,0,0
0,0,0,0,0,8025.62169210961
0,3480.19214980045,0,0,0,0
0,0,0,1663.31909280103,0,5524.3702878506
8025.62169210961,0,0,0,0,0
0,1663.31909280103,0,347.253002319357,0,2959.38426173963
0,0,0,1663.31909280103,0,2959.38426173963
0,0,0,0,4407.53959331164,0
2959.38426173963,0,0,0,8025.62169210961,0
0,0,0,0,4407.53959331164,0
0,0,0,0,4407.53959331164,0
0,0,0,0,8025.62169210961,347.253002319357
5524.3702878506,0,0,0,0,0
5524.3702878506,0,0,347.253002319357,0,0
