"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,0,0,0,0,0,"dry",0,0,0,0,0,0,64
0,1,0,0,0,0,"wet",0,3742.9676508044,0,0,0,0,2
1,1,0,0,0,0,"dry",5976.62903988232,0,0,0,0,0,3
0,0,1,0,0,0,"dry",0,0,1502.20700313119,0,0,0,4
0,0,0,1,0,0,"dry",0,0,0,855.75979903007,0,0,8
0,1,1,1,0,0,"dry",0,2309.58830101005,0,486.446193048757,0,0,14
0,0,0,0,1,0,"dry",0,0,0,0,5072.11153581888,0,16
0,1,0,0,1,0,"wet",0,2701.35187468276,0,0,4176.34574853526,0,18
1,1,0,0,1,0,"wet",0,2701.35187468275,0,0,4176.34574853526,0,19
0,0,1,0,1,0,"wet",0,0,0,0,8614.48470697596,0,20
1,0,1,0,1,0,"wet",2953.3891618733,0,0,0,8391.21142810233,0,21
0,1,1,0,1,0,"dry",0,0,0,0,5072.11153581888,0,22
1,0,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,29
1,1,1,1,1,0,"dry",0,0,0,387.177162777096,4877.09164380973,0,31
0,0,0,0,0,1,"dry",0,0,0,0,0,3936.44733681903,32
1,1,0,0,0,1,"wet",0,3742.9676508044,0,0,0,0,35
0,0,1,0,0,1,"dry",0,0,720.933983618679,0,0,3494.1090391444,36
1,0,1,0,0,1,"dry",5357.77775471681,0,0,0,0,3267.30581840922,37
0,1,0,1,0,1,"dry",0,2058.02976968146,0,460.046093961935,0,3167.5274791838,42
0,0,1,1,0,1,"dry",0,0,0,790.526527876695,0,3101.34032038135,44
1,1,1,1,0,1,"wet",0,3742.9676508044,0,0,0,0,47
1,1,0,0,1,1,"dry",0,0,0,0,5072.11153581888,0,51
1,1,1,0,1,1,"dry",0,0,0,0,5072.11153581888,0,55
1,0,0,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,57
0,1,0,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,58
1,1,0,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,59
0,0,1,1,1,1,"wet",0,0,0,0,8541.21768214909,177.445900039294,60
1,0,1,1,1,1,"wet",2953.38916187329,0,0,0,8391.21142810233,0,61
0,1,1,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,62
1,1,1,1,1,1,"dry",0,0,0,387.177162777096,4877.09164380973,0,63
1,0,0,0,0,0,"dry",5976.62903988232,0,0,0,0,0,1
1,0,1,0,0,0,"dry",5976.62903988232,0,0,0,0,0,5
