"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action"
0,0,0,0,0,0
649.839452508172,349.41090391444,0,0,0,0
0,1146.41735384037,2009.34262512664,0,0,0
0,0,0,0,649.839452508172,0
2009.34262512664,0,0,0,72.0933983618679,0
0,0,0,349.41090391444,67.0737416967531,0
0,0,72.0933983618679,0,0,72.0933983618679
0,0,0,0,349.41090391444,67.0737416967531
72.0933983618679,0,2009.34262512664,0,0,0
67.0737416967531,0,0,67.0737416967531,0,0
