"ACWR.action","FEMI.action","HOMU.action","PLER.action","SACO.action","URLI.action","treatment.initial","ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome","state_idx"
0,0,0,0,0,0,"dry",0,0,0,0,0,0,64
0,1,1,0,0,0,"dry",0,2755.42687427732,0,0,0,0,6
0,1,0,1,0,0,"wet",0,3742.9676508044,0,0,0,0,10
0,1,0,0,0,1,"wet",0,3742.9676508044,0,0,0,0,34
1,1,0,0,0,1,"dry",5357.77775471681,0,0,0,0,3267.30581840922,35
0,1,1,0,0,1,"wet",0,3742.9676508044,0,0,0,0,38
0,0,0,1,0,1,"dry",0,0,0,790.526527876695,0,3101.34032038135,40
1,1,0,1,0,1,"wet",0,3742.9676508044,0,0,0,0,43
1,0,0,0,1,1,"wet",2953.3891618733,0,0,0,8391.21142810233,0,49
0,0,1,1,1,1,"wet",0,0,0,0,8541.21768214909,177.445900039294,60
