"ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome"
0,0,0,0,0,0
0,3624.05219270561,0,0,0,0
0,0,1031.05804552342,0,0,0
0,3103.24430464479,0,0,0,0
0,3624.05219270561,0,0,0,0
0,0,0,1031.05804552342,0,0
0,3624.05219270561,0,0,0,0
0,3624.05219270561,0,0,0,0
0,0,0,0,5117.43469926327,0
0,0,0,0,5117.43469926327,0
0,0,0,0,6986.13123084638,0
0,2239.95385576959,0,0,3959.65669966983,0
0,2239.95385576959,0,0,3959.65669966983,0
0,0,0,1031.05804552342,4526.71869617249,0
0,2239.95385576959,0,0,3959.65669966983,0
0,0,0,0,0,3959.65669966983
0,3624.05219270561,0,0,0,0
5117.43469926327,0,0,0,0,3103.24430464479
5117.43469926327,0,0,0,0,3103.24430464479
0,3624.05219270561,0,0,0,0
0,3624.05219270561,0,0,0,0
0,2239.95385576959,0,0,3959.65669966983,0
0,0,0,0,5117.43469926327,0
0,2239.95385576959,0,0,3959.65669966983,0
0,2239.95385576959,0,0,3959.65669966983,0
0,2239.95385576959,0,0,3959.65669966983,0
0,0,0,1031.05804552342,4526.71869617249,0
0,2239.95385576959,0,0,3959.65669966983,0
6986.13123084638,0,0,0,0,0
6986.13123084638,0,0,0,0,0
6986.13123084638,0,0,0,0,0
6986.13123084638,0,0,0,0,0
