"V1","V2","V3","V4","V5","V6"
0,0,0,2030.6784,0,0
0,0,0,0,5072.112,0
3.18323145620525e-12,2701.35199999999,2.2579121114322e-12,1.47792889038101e-12,4176.346,0
0,0,0,0,0,3936.447
4922.35599999998,8.32756086310837e-12,2.03366917434069e-12,278.8213,0,3027.141
0,2701.35199999999,0,0,4176.346,2.63753463514149e-11
0,2701.352,0,0,4176.34599999999,2.27373675443232e-11
2953.38899999998,0,0,0,8391.21099999997,4.54747350886464e-11
0,2701.35199999997,0,1.36424205265939e-11,4176.346,3.45607986673713e-11
5976.629,0,0,0,0,0
