"V1","V2","V3","V4","V5","V6"
0,0,0,0,0,0
0,4651.02519151282,0,0,0,0
25517.2133035384,0,0,0,0,0
0,0,857.036566605365,0,0,0
0,0,0,1519.37320416938,0,0
0,24477.3002919449,0,0,0,0
3022.90962300986,1687.69373099797,0,307.856756833113,0,0
0,0,176.722009384805,1519.37320416938,0,0
3022.90962300985,1687.69373099797,253.495695667882,307.856756833112,0,0
0,0,0,0,5692.45886671848,0
1162.73082465575,0,0,0,6754.94074549296,0
0,599.988264049662,0,0,5355.72010516287,0
0,0,88.8511407297817,0,5692.45886671848,0
0,52229.6428791034,2991.03490576702,0,0,0
0,0,0,3320.17273450854,2036.60619931522,0
0,0,0,3320.17273450855,2036.60619931521,0
0,2878.81727617231,203.177277162518,397.528375592084,2084.12146780655,0
0,0,0,0,0,3598.5475760521
0,0,643.794531561407,0,0,3505.28385961426
0,27446.1703638315,0,0,0,15406.719330447
3262.75517629427,486.326160550253,0,407.391734533043,0,3149.04187847021
3261.32371509602,493.496237453341,126.222912071938,406.797683667835,0,3130.24757022095
0,0,0,0,5692.45886671848,222.97409140208
1193.10465330676,0,0,0,6782.69578719855,0
73168.0310538971,0,0,0,159271.738673325,0
0,0,75.9560202647688,0,5692.45886671847,211.970672782566
0,481.786106542075,55.8900394002178,0,5422.06014965582,281.329075427114
79963.7076838487,0,0,0,173826.882798611,0
0,2561.5994581767,0,429.312393861306,2145.00027881382,922.697490784729
2883.89333904533,0,0,0,9490.77428532706,0
0,0,0,2990.06784513928,1914.36152488366,0
7643.84713058801,0,0,0,0,0
