"ACWR.outcome","FEMI.outcome","HOMU.outcome","PLER.outcome","SACO.outcome","URLI.outcome"
0,2941.55069955529,0,0,0,0
5426.86034184603,0,0,0,0,0
0,0,1235.11826119917,0,0,0
5426.86034184603,0,0,0,0,0
0,0,0,1235.11826119917,0,0
0,2393.09188847936,0,1235.11826119917,0,0
0,0,0,0,5426.86034184603,0
0,0,0,0,8025.60306873721,0
0,2393.09188847936,0,0,3655.38982415892,0
2941.55069955529,0,0,0,8025.60306873721,0
0,0,0,251.013719523429,4526.71869617249,0
0,0,0,0,8025.60306873721,0
2941.55069955529,0,0,0,8025.60306873721,0
0,2393.09188847936,0,0,3655.38982415892,0
0,0,0,251.013719523429,4526.71869617249,0
0,3655.38982415892,0,0,0,0
0,0,1235.11826119917,0,0,3655.38982415892
8025.60306873721,0,0,0,0,0
0,3655.38982415892,0,0,0,0
5426.86034184603,0,0,0,0,3655.38982415892
0,0,0,1235.11826119917,0,2941.55069955529
0,2393.09188847936,0,1235.11826119917,0,3655.38982415892
0,0,0,1235.11826119917,0,2941.55069955529
5426.86034184603,0,0,251.013719523429,0,2941.55069955529
0,3655.38982415892,0,0,0,0
5426.86034184603,0,0,251.013719523429,0,2941.55069955529
0,2393.09188847936,0,0,3655.38982415892,0
0,0,0,251.013719523429,4526.71869617249,0
0,0,0,251.013719523429,4526.71869617249,0
0,2393.09188847936,0,0,3655.38982415892,0
5426.86034184603,0,0,0,0,0
5426.86034184603,0,0,0,0,0
