"Ea.action","Pa.action","Pch.action","Pci.action","Pf.action","Pp.action","Pv.action","Sm.action"
0.0220718647920392,0,0,0,0,0,0,0
0.020085566148125,0,0,0,0,0,0,0
0,0.0253181380374984,0,0,0,0,0,0
0,0.00480323773559696,0,0,0,0,0,0
0,0,0,0,0.0104361894757632,0,0,0
0,0,0,0,0.0285327305955215,0,0,0
0,0,0,0,0,0,0.0103012612273979,0
0,0,0,0,0,0,0.0114511682380386,0
0.0220718647920392,0.0220718647920392,0,0,0,0,0,0
0.020085566148125,0.020085566148125,0,0,0,0,0,0
0.0253181380374984,0,0.0253181380374984,0,0,0,0,0
0.00480323773559696,0,0.00480323773559696,0,0,0,0,0
0.0104361894757632,0,0,0.0104361894757632,0,0,0,0
0.0285327305955215,0,0,0.0285327305955215,0,0,0,0
0.0103012612273979,0,0,0,0,0,0,0.0103012612273979
0.0114511682380386,0,0,0,0,0,0,0.0114511682380386
0,0.0220718647920392,0,0,0,0.0220718647920392,0,0
0,0.020085566148125,0,0,0,0.020085566148125,0,0
0,0,0.0253181380374984,0,0.0253181380374984,0,0,0
0,0,0.00480323773559696,0,0.00480323773559696,0,0,0
0,0,0.0104361894757632,0,0,0,0.0104361894757632,0
0,0,0.0285327305955215,0,0,0,0.0285327305955215,0
0,0,0,0.0103012612273979,0,0,0,0.0103012612273979
0,0,0,0.0114511682380386,0,0,0,0.0114511682380386
0,0,0,0,0.0220718647920392,0,0,0.0220718647920392
0,0,0,0,0.020085566148125,0,0,0.020085566148125
0,0,0,0,0,0.0253181380374984,0.0253181380374984,0
0,0,0,0,0,0.00480323773559696,0.00480323773559696,0
0,0,0,0,0,0.0104361894757632,0,0.0104361894757632
0,0,0,0,0,0.0285327305955215,0,0.0285327305955215
0.0103012612273979,0.0103012612273979,0,0.0103012612273979,0,0,0,0
0.0114511682380386,0.0114511682380386,0,0.0114511682380386,0,0,0,0
0.0220718647920392,0.0220718647920392,0,0,0.0220718647920392,0,0,0
0.020085566148125,0.020085566148125,0,0,0.020085566148125,0,0,0
0.0253181380374984,0.0253181380374984,0,0,0,0,0,0.0253181380374984
0.00480323773559696,0.00480323773559696,0,0,0,0,0,0.00480323773559696
0.0104361894757632,0,0.0104361894757632,0,0,0,0.0104361894757632,0
0.0285327305955215,0,0.0285327305955215,0,0,0,0.0285327305955215,0
0.0103012612273979,0,0,0.0103012612273979,0,0,0,0.0103012612273979
0.0114511682380386,0,0,0.0114511682380386,0,0,0,0.0114511682380386
0.0220718647920392,0,0,0,0.0220718647920392,0.0220718647920392,0,0
0.020085566148125,0,0,0,0.020085566148125,0.020085566148125,0,0
0,0.0253181380374984,0,0.0253181380374984,0.0253181380374984,0,0,0
0,0.00480323773559696,0,0.00480323773559696,0.00480323773559696,0,0,0
0,0.0104361894757632,0,0.0104361894757632,0,0,0,0.0104361894757632
0,0.0285327305955215,0,0.0285327305955215,0,0,0,0.0285327305955215
0,0.0103012612273979,0,0,0,0.0103012612273979,0.0103012612273979,0
0,0.0114511682380386,0,0,0,0.0114511682380386,0.0114511682380386,0
0,0,0.0220718647920392,0.0220718647920392,0,0,0,0.0220718647920392
0,0,0.020085566148125,0.020085566148125,0,0,0,0.020085566148125
0,0,0.0253181380374984,0,0.0253181380374984,0.0253181380374984,0,0
0,0,0.00480323773559696,0,0.00480323773559696,0.00480323773559696,0,0
0,0,0.0104361894757632,0,0,0.0104361894757632,0.0104361894757632,0
0,0,0.0285327305955215,0,0,0.0285327305955215,0.0285327305955215,0
0,0,0.0103012612273979,0,0,0.0103012612273979,0,0.0103012612273979
0,0,0.0114511682380386,0,0,0.0114511682380386,0,0.0114511682380386
0,0,0,0.0220718647920392,0.0220718647920392,0.0220718647920392,0,0
0,0,0,0.020085566148125,0.020085566148125,0.020085566148125,0,0
0,0,0,0.0253181380374984,0,0.0253181380374984,0.0253181380374984,0
0,0,0,0.00480323773559696,0,0.00480323773559696,0.00480323773559696,0
0,0,0,0,0.0104361894757632,0.0104361894757632,0.0104361894757632,0
0,0,0,0,0.0285327305955215,0.0285327305955215,0.0285327305955215,0
0.0103012612273979,0.0103012612273979,0.0103012612273979,0,0.0103012612273979,0.0103012612273979,0.0103012612273979,0.0103012612273979
0.0114511682380386,0.0114511682380386,0.0114511682380386,0,0.0114511682380386,0.0114511682380386,0.0114511682380386,0.0114511682380386
