"Ea.action.outcome","Pa.action.outcome","Pch.action.outcome","Pci.action.outcome","Pf.action.outcome","Pp.action.outcome","Pv.action.outcome","Sm.action.outcome"
0.810089700167022,0.112177651287691,0.182333598026405,0.161123308238473,0.262536152439953,0.144403958491004,0.239822363568692,0.233787388073561
0.810089700167022,0.112177651287691,0.182333598026405,0.161123308238473,0.262536152439953,0.144403958491004,0.239822363568692,0.233787388073561
0.250763780341302,0.0817030328027477,0.102224619807854,0.205040653422875,0.750239745657374,0.243051931729008,0.237321926366836,0.307516071277169
0.250763780341302,0.0817030328027477,0.102224619807854,0.205040653422875,0.750239745657374,0.243051931729008,0.237321926366836,0.307516071277169
0.113549267067714,0.118817262333897,0.144214933335141,0.187292220052071,0.222319579684293,0.865212246453193,0.251354666648555,0.305424878433836
0.113549267067714,0.118817262333897,0.144214933335141,0.187292220052071,0.222319579684293,0.865212246453193,0.251354666648555,0.305424878433836
0.172912910791897,0.180895428712027,0.134378215458566,0.201309224032338,0.245255990546266,0.232869034578629,0.142547945852176,0.875798754410891
0.172912910791897,0.180895428712027,0.134378215458566,0.201309224032338,0.245255990546266,0.232869034578629,0.142547945852176,0.875798754410891
0.633163453535778,0.108718103702677,0.269122322638262,0.146819368554108,0.249134541199155,0.127438347586176,0.660435841388811,0.160046340285275
0.633163453535778,0.108718103702677,0.269122322638262,0.146819368554108,0.249134541199155,0.127438347586176,0.660435841388811,0.160046340285275
0.166102838954711,0.824651649791953,0.657327153426111,0.194753864762695,0.0480764593456853,0.120394005226103,0.188996625521616,0.238088891570642
0.166102838954711,0.824651649791953,0.657327153426111,0.194753864762695,0.0480764593456853,0.120394005226103,0.188996625521616,0.238088891570642
0.0603289480616642,0.900639795694438,0.158496369226139,0.545765440132113,0.0739326757059072,0.131958264501882,0.27277692166951,0.258461996805339
0.0603289480616642,0.900639795694438,0.158496369226139,0.545765440132113,0.0739326757059072,0.131958264501882,0.27277692166951,0.258461996805339
0.0425458281829455,0.78853750986389,0.134666780125254,0.188961333100142,0.081442536831594,0.616929382037935,0.317003397734994,0.191354824213849
0.0425458281829455,0.78853750986389,0.134666780125254,0.188961333100142,0.081442536831594,0.616929382037935,0.317003397734994,0.191354824213849
0.0843054086951937,0.881206991364671,0.169599747297328,0.293244015445921,0.0777078449925879,0.18640949582844,0.637809334403545,0.158717590901714
0.0843054086951937,0.881206991364671,0.169599747297328,0.293244015445921,0.0777078449925879,0.18640949582844,0.637809334403545,0.158717590901714
0.0348751238948743,0.886944220198193,0.178947205161449,0.267847393938607,0.154104437706705,0.0921896961220867,0.118510358510478,0.728239699854383
0.0348751238948743,0.886944220198193,0.178947205161449,0.267847393938607,0.154104437706705,0.0921896961220867,0.118510358510478,0.728239699854383
0.139743110054669,0.0547156823016898,0.0459246056642958,0.177854524205391,0.159916990486559,0.836060094252997,0.173155631392341,0.791343484657102
0.139743110054669,0.0547156823016898,0.0459246056642958,0.177854524205391,0.159916990486559,0.836060094252997,0.173155631392341,0.791343484657102
0.524433167873548,0.693272565202805,0.696094139252948,0.123532822488073,0.0638976733803658,0.0837342986160035,0.193612281159679,0.170019967493213
0.524433167873548,0.693272565202805,0.696094139252948,0.123532822488073,0.0638976733803658,0.0837342986160035,0.193612281159679,0.170019967493213
0.551421049223239,0.127974485438153,0.650060517000313,0.195217437908718,0.185473149635054,0.129306264074855,0.689837331964634,0.0953696406481018
0.551421049223239,0.127974485438153,0.650060517000313,0.195217437908718,0.185473149635054,0.129306264074855,0.689837331964634,0.0953696406481018
0.621719144457542,0.0665097141592462,0.125821709329516,0.428597415136069,0.63346694365649,0.18150199720738,0.169170614829136,0.238760154435121
0.621719144457542,0.0665097141592462,0.125821709329516,0.428597415136069,0.63346694365649,0.18150199720738,0.169170614829136,0.238760154435121
0.594706897352066,0.0919128018413067,0.0606115302420384,0.15620858012095,0.656996447866054,0.164510198163715,0.146106588214339,0.612703820748782
0.594706897352066,0.0919128018413067,0.0606115302420384,0.15620858012095,0.656996447866054,0.164510198163715,0.146106588214339,0.612703820748782
0.442094684554516,0.0462696863493037,0.0558338491686833,0.148268360481037,0.192501823866256,0.717334526925034,0.15462842599577,0.721386779452918
0.442094684554516,0.0462696863493037,0.0558338491686833,0.148268360481037,0.192501823866256,0.717334526925034,0.15462842599577,0.721386779452918
0.106670818373934,0.78774269530317,0.609507393416097,0.19243694983974,0.101782917227293,0.055072243631953,0.0667480007765144,0.671735821555394
0.106670818373934,0.78774269530317,0.609507393416097,0.19243694983974,0.101782917227293,0.055072243631953,0.0667480007765144,0.671735821555394
0.0643908957553039,0.866805462230245,0.147432019193531,0.505874650007243,0.0667909462922072,0.146538184275808,0.61058380907604,0.148826215291776
0.0643908957553039,0.866805462230245,0.147432019193531,0.505874650007243,0.0667909462922072,0.146538184275808,0.61058380907604,0.148826215291776
0.0224580597552993,0.857186741202955,0.157552784815489,0.502469301955504,0.124642563957948,0.0687419660046016,0.127608228263318,0.696161075947944
0.0224580597552993,0.857186741202955,0.157552784815489,0.502469301955504,0.124642563957948,0.0687419660046016,0.127608228263318,0.696161075947944
0.0792723794580655,0.695213640704803,0.116427123260893,0.203772548142625,0.48042743918993,0.107551578578186,0.135208071512035,0.745280892867417
0.0792723794580655,0.695213640704803,0.116427123260893,0.203772548142625,0.48042743918993,0.107551578578186,0.135208071512035,0.745280892867417
0.0304213958301832,0.719538815804887,0.120642709823977,0.166911482544868,0.078254129752267,0.738433083010846,0.572464546303563,0.123492075088272
0.0304213958301832,0.719538815804887,0.120642709823977,0.166911482544868,0.078254129752267,0.738433083010846,0.572464546303563,0.123492075088272
0.0716769485327895,0.105375821694743,0.622443593311935,0.832315336888646,0.143188885780223,0.623913536671862,0.289666886375339,0.204707265978579
0.0716769485327895,0.105375821694743,0.622443593311935,0.832315336888646,0.143188885780223,0.623913536671862,0.289666886375339,0.204707265978579
0.174581610209813,0.142817701439253,0.738112147252093,0.457222951898794,0.183303852939182,0.236358600014791,0.725929960809131,0.144098464296277
0.174581610209813,0.142817701439253,0.738112147252093,0.457222951898794,0.183303852939182,0.236358600014791,0.725929960809131,0.144098464296277
0.101711864591224,0.20274548920161,0.655770505822279,0.541385781011528,0.123696760330264,0.227919754215202,0.195801129378218,0.633841179214942
0.101711864591224,0.20274548920161,0.655770505822279,0.541385781011528,0.123696760330264,0.227919754215202,0.195801129378218,0.633841179214942
0.186532035455744,0.0805283194328004,0.645328254689088,0.224766064213899,0.506180415337242,0.213931909921414,0.747365785363232,0.166791516500578
0.186532035455744,0.0805283194328004,0.645328254689088,0.224766064213899,0.506180415337242,0.213931909921414,0.747365785363232,0.166791516500578
0.0972808024841027,0.128335762564785,0.687713003243458,0.223299683683212,0.187414520181854,0.624948424110619,0.692580593881884,0.114471653491156
0.0972808024841027,0.128335762564785,0.687713003243458,0.223299683683212,0.187414520181854,0.624948424110619,0.692580593881884,0.114471653491156
0.120430915959067,0.0551363337542426,0.122758324755778,0.58035089706723,0.688010834603163,0.657831090700111,0.18344576117954,0.235991642959849
0.120430915959067,0.0551363337542426,0.122758324755778,0.58035089706723,0.688010834603163,0.657831090700111,0.18344576117954,0.235991642959849
0.105729975616565,0.0568806656712532,0.122182189230949,0.452805446327034,0.18050899803782,0.965274368532152,0.119205652155612,0.723124618037492
0.105729975616565,0.0568806656712532,0.122182189230949,0.452805446327034,0.18050899803782,0.965274368532152,0.119205652155612,0.723124618037492
0.0758591659345726,0.0842728456752862,0.16008993663968,0.136406760761912,0.629810418650598,0.716704003190221,0.595586430277429,0.241753833857378
0.0758591659345726,0.0842728456752862,0.16008993663968,0.136406760761912,0.629810418650598,0.716704003190221,0.595586430277429,0.241753833857378
0.145830090781034,0.046838352155565,0.0196517972730752,0.168143696907483,0.58121866059227,0.734386274678691,0.199232623922883,0.705686798246805
0.145830090781034,0.046838352155565,0.0196517972730752,0.168143696907483,0.58121866059227,0.734386274678691,0.199232623922883,0.705686798246805
0.166330064689877,0.115926598259015,0.140149765607208,0.102324843821871,0.66596918028683,0.218812901127738,0.612468249721438,0.60716678984924
0.166330064689877,0.115926598259015,0.140149765607208,0.102324843821871,0.66596918028683,0.218812901127738,0.612468249721438,0.60716678984924
0.111594004361138,0.0816166871424033,0.0962170777345356,0.123196954733328,0.201773856203362,0.857927183117844,0.500286651193876,0.689261930720674
0.111594004361138,0.0816166871424033,0.0962170777345356,0.123196954733328,0.201773856203362,0.857927183117844,0.500286651193876,0.689261930720674
