"Ea.action.outcome","Pa.action.outcome","Pch.action.outcome","Pci.action.outcome","Pf.action.outcome","Pp.action.outcome","Pv.action.outcome","Sm.action.outcome"
0.720552236851402,0.296708325397098,0.210644287418448,0.0856449010387421,0.343100355544164,0.153622385867697,0.0822847934386549,0.214122560936145
0.720552236851402,0.296708325397098,0.210644287418448,0.0856449010387421,0.343100355544164,0.153622385867697,0.0822847934386549,0.214122560936145
0.148667267683445,0.739692398195862,0.270758430071739,0.0525943418995364,0.175058995873845,0.140576570556329,0.141123978746701,0.164801474290939
0.148667267683445,0.739692398195862,0.270758430071739,0.0525943418995364,0.175058995873845,0.140576570556329,0.141123978746701,0.164801474290939
0.0971707109589746,0.251413789481104,0.700319817842902,0.0461538289508026,0.239652022701709,0.0863525158775111,0.126674618376046,0.243678532484228
0.0971707109589746,0.251413789481104,0.700319817842902,0.0461538289508026,0.239652022701709,0.0863525158775111,0.126674618376046,0.243678532484228
0.115466759420931,0.143941377955365,0.144079852375388,0.688390353513901,0.265346987396417,0.0891297721784269,0.361095203075433,0.145456963843227
0.115466759420931,0.143941377955365,0.144079852375388,0.688390353513901,0.265346987396417,0.0891297721784269,0.361095203075433,0.145456963843227
0.211920254273622,0.163257120348654,0.271732178829943,0.0569528147026017,0.783017629638904,0.0868755486228859,0.055905765270691,0.29106136116518
0.211920254273622,0.163257120348654,0.271732178829943,0.0569528147026017,0.783017629638904,0.0868755486228859,0.055905765270691,0.29106136116518
0.173986519311079,0.329175658151272,0.172106616376244,0.0671960920333397,0.220208602196458,0.749273375482975,0.238666832210154,0.203244111141312
0.173986519311079,0.329175658151272,0.172106616376244,0.0671960920333397,0.220208602196458,0.749273375482975,0.238666832210154,0.203244111141312
0.0538568136799007,0.193494611054905,0.238154362244852,0.196663379406784,0.125727570535548,0.19598103015261,0.832974593463987,0.231625446226975
0.0538568136799007,0.193494611054905,0.238154362244852,0.196663379406784,0.125727570535548,0.19598103015261,0.832974593463987,0.231625446226975
0.114348577530509,0.171843895539981,0.25579332685675,0.0610493969966875,0.261316773492202,0.0997400602698746,0.149071682178702,0.673726520401563
0.114348577530509,0.171843895539981,0.25579332685675,0.0610493969966875,0.261316773492202,0.0997400602698746,0.149071682178702,0.673726520401563
0.120137654226377,0.660922810276638,0.680522382273861,0.0345563581790389,0.190504400260866,0.106119493726239,0.128964218787134,0.2317087065493
0.120137654226377,0.660922810276638,0.680522382273861,0.0345563581790389,0.190504400260866,0.106119493726239,0.128964218787134,0.2317087065493
0.0994490100565742,0.577136679654443,0.259626088043436,0.166314791316234,0.148785250676399,0.19594971784279,0.707916628233885,0.201553672723763
0.0994490100565742,0.577136679654443,0.259626088043436,0.166314791316234,0.148785250676399,0.19594971784279,0.707916628233885,0.201553672723763
0.189467432939704,0.160451456793486,0.686825364169176,0.0362351330994614,0.742127473638196,0.062147293445943,0.0661450230767478,0.303094578827992
