"Ea.action","Pa.action","Pch.action","Pci.action","Pf.action","Pp.action","Pv.action","Sm.action"
0,0,0,0,0,0,0.0269820204760846,0
0,0,0,0,0,0,0.00198389130435,0
0.00842095341151386,0,0,0.0251507660791802,0,0,0,0
0.0155234780678042,0,0,0.0141839510432364,0,0,0,0
0,0,0.0142967012156928,0,0,0.0269820204760846,0,0
0,0,0.0181332384021379,0,0,0.00198389130435,0,0
0,0,0,0.00842095341151386,0,0,0,0.00842095341151386
0,0,0,0.0155234780678042,0,0,0,0.0155234780678042
0.0269820204760846,0.0142967012156928,0,0,0.0269820204760846,0,0,0
0.00198389130435,0.0181332384021379,0,0,0.00198389130435,0,0,0
0.00842095341151386,0,0,0.0251507660791802,0,0,0,0.0251507660791802
0.0155234780678042,0,0,0.0141839510432364,0,0,0,0.0141839510432364
0.0142967012156928,0,0,0,0.0142967012156928,0,0.0142967012156928,0
0.0181332384021379,0,0,0,0.0181332384021379,0,0.0181332384021379,0
0,0.00842095341151386,0,0.00842095341151386,0,0.00842095341151386,0,0
0,0.0155234780678042,0,0.0155234780678042,0,0.0155234780678042,0,0
0,0,0,0.0142967012156928,0,0,0.0269820204760846,0.0142967012156928
0,0,0,0.0181332384021379,0,0,0.00198389130435,0.0181332384021379
0,0,0,0,0.00842095341151386,0.0251507660791802,0.00842095341151386,0
0,0,0,0,0.0155234780678042,0.0141839510432364,0.0155234780678042,0
