"V1","V2","V3","V4","V5","V6","V7","V8"
0.128359065107212,0,0,0,0,0,0,0
0.128359065107212,0,0,0,0,0,0,0
0,0.0737609634551495,0,0,0,0,0,0
0,0.0737609634551495,0,0,0,0,0,0
0,0,0.0807460929165354,0,0,0,0,0
0,0,0.0807460929165354,0,0,0,0,0
0,0,0,0.00313634768740031,0,0,0,0
0,0,0,0.00313634768740031,0,0,0,0
0,0,0,0,0.059524311047081,0,0,0
0,0,0,0,0.059524311047081,0,0,0
0,0,0,0,0,0,0.107229902966075,0
0,0,0,0,0,0,0.107229902966075,0
0,0,0,0,0,0,0,0.142970478438779
0,0,0,0,0,0,0,0.142970478438779
0,3.98986399474666e-17,0.0886986891264074,0,0.00545936935648361,0.0183642283793032,0.0245884068003863,0.00366790583263946
0,3.98986399474666e-17,0.0886986891264074,0,0.00545936935648361,0.0183642283793032,0.0245884068003863,0.00366790583263946
0,2.1786428542123e-16,0.0892623915794725,0,0.00342196460829421,0.0296384014211835,0.0148942257289793,0.00160848972773129
0,2.1786428542123e-16,0.0892623915794725,0,0.00342196460829421,0.0296384014211835,0.0148942257289793,0.00160848972773129
0.0309266666666972,0,0.0618533333333041,0,0.0154633333332985,0.0251279166666958,0.00579875000000696,0
0.0309266666666972,0,0.0618533333333041,0,0.0154633333332985,0.0251279166666958,0.00579875000000696,0
