"V1","V2","V3","V4","V5","V6","V7","V8"
0.139439470734693,0,0,0,0,0,0,0
0.139439470734693,0,0,0,0,0,0,0
0,0,0,0.00376981336401892,0,0,0,0
0,0,0,0.00376981336401892,0,0,0,0
0,0,0,0,0,0.140815653597004,0,0
0,0,0,0,0,0.140815653597004,0,0
0.00627371287456879,0,0,0,0,0,0.108112543685792,0
0.00627371287456879,0,0,0,0,0,0.108112543685792,0
0,0.0740948234382476,0,1.1615256708127e-05,0,0,0,0
0,0.0740948234382476,0,1.1615256708127e-05,0,0,0,0
0,0.0588480944818249,0,0,0,0,0,0.054082725046228
0,0.0588480944818249,0,0,0,0,0,0.054082725046228
0,0,0.0850655470141681,0,0,0.065087437227766,0,0
0,0,0.0850655470141681,0,0,0.065087437227766,0,0
0,0,0,0.000843701286754732,0,0,0.104010008092084,0
0,0,0,0.000843701286754732,0,0,0.104010008092084,0
0,0,0,0,0,0.140815653597004,0,0
0,0,0,0,0,0.140815653597004,0,0
0,0,0,0,0,0.142731138667724,0,0.000806174538614054
0,0,0,0,0,0.142731138667724,0,0.000806174538614054
