"V1","V2","V3","V4","V5","V6","V7","V8"
0,0,0,0,0.0600196250624896,0,0,0
0,0,0,0,0.0600196250624896,0,0,0
0.0506814565811363,0.115480007117921,0,0,0,0,0,0
0.0506814565811363,0.115480007117921,0,0,0,0,0,0
0,0,0.0994235748316051,0,0,0.0599080602397079,0,0
0,0,0.0994235748316051,0,0,0.0599080602397079,0,0
0,0.00422830870300111,0.0994235748316053,0,0,0.0599080602397076,0,0
0,0.00422830870300111,0.0994235748316053,0,0,0.0599080602397076,0,0
0,0.00720848076966515,0,0,0.0423083540405476,0,0,0.0900365117114577
0,0.00720848076966515,0,0,0.0423083540405476,0,0,0.0900365117114577
0,0,0,4.2291526006558e-16,0,0.144472405923481,0.00304859854777916,0
0,0,0,4.2291526006558e-16,0,0.144472405923481,0.00304859854777916,0
0,0,0,2.09568721700113e-15,0,0.141299393096068,0,0.00204198677434693
0,0,0,2.09568721700113e-15,0,0.141299393096068,0,0.00204198677434693
0,0,0,0,0.0418527897291994,0.087554957441941,0.0126050143042288,0
0,0,0,0,0.0418527897291994,0.087554957441941,0.0126050143042288,0
0,0,0,0,0,0.104731291779455,0.00729147131257004,0.00938197089300944
0,0,0,0,0,0.104731291779455,0.00729147131257004,0.00938197089300944
0.0268174558760129,6.75331024511516e-05,0.128247050082471,1.00059826196661e-14,0.00569641768395602,0.00729106261361939,0,0.000485668461878537
0.0268174558760129,6.75331024511516e-05,0.128247050082471,1.00059826196661e-14,0.00569641768395602,0.00729106261361939,0,0.000485668461878537
