"Ea.action","Pa.action","Pch.action","Pci.action","Pf.action","Pp.action","Pv.action","Sm.action"
0,0,0,0.00699520342504125,0,0,0,0
0,0,0,0.0130650648067033,0,0,0,0
0,0,0,0,0,0.0251060673122674,0,0
0,0,0,0,0,0.000345659579953642,0,0
0,0,0,0,0,0,0.0148346352499252,0
0,0,0,0,0,0,0.0357078705777837,0
0.0210778941552011,0,0.0210778941552011,0,0,0,0,0
0.0103652611431278,0,0.0103652611431278,0,0,0,0,0
0,0.00699520342504125,0,0,0.00699520342504125,0,0,0
0,0.0130650648067033,0,0,0.0130650648067033,0,0,0
0,0.0251060673122674,0,0,0,0,0.0251060673122674,0
0,0.000345659579953642,0,0,0,0,0.000345659579953642,0
0,0.0148346352499252,0,0,0,0,0,0.0148346352499252
0,0.0357078705777837,0,0,0,0,0,0.0357078705777837
0,0,0.0210778941552011,0.0210778941552011,0,0,0,0
0,0,0.0103652611431278,0.0103652611431278,0,0,0,0
0,0,0.00699520342504125,0,0,0.00699520342504125,0,0
0,0,0.0130650648067033,0,0,0.0130650648067033,0,0
0,0,0.0251060673122674,0,0,0,0,0.0251060673122674
0,0,0.000345659579953642,0,0,0,0,0.000345659579953642
0,0,0,0,0.0148346352499252,0.0148346352499252,0,0
0,0,0,0,0.0357078705777837,0.0357078705777837,0,0
0,0,0,0,0.0210778941552011,0,0.0210778941552011,0
0,0,0,0,0.0103652611431278,0,0.0103652611431278,0
0,0,0,0,0,0.00699520342504125,0.00699520342504125,0
0,0,0,0,0,0.0130650648067033,0.0130650648067033,0
0,0,0,0,0,0.0251060673122674,0,0.0251060673122674
0,0,0,0,0,0.000345659579953642,0,0.000345659579953642
0.0148346352499252,0.0148346352499252,0,0,0.0148346352499252,0,0,0
0.0357078705777837,0.0357078705777837,0,0,0.0357078705777837,0,0,0
0.0210778941552011,0,0.0210778941552011,0,0.0210778941552011,0,0,0
0.0103652611431278,0,0.0103652611431278,0,0.0103652611431278,0,0,0
0.00699520342504125,0,0.00699520342504125,0,0,0.00699520342504125,0,0
0.0130650648067033,0,0.0130650648067033,0,0,0.0130650648067033,0,0
0.0251060673122674,0,0.0251060673122674,0,0,0,0.0251060673122674,0
0.000345659579953642,0,0.000345659579953642,0,0,0,0.000345659579953642,0
0.0148346352499252,0,0,0,0.0148346352499252,0.0148346352499252,0,0
0.0357078705777837,0,0,0,0.0357078705777837,0.0357078705777837,0,0
0.0210778941552011,0,0,0,0,0,0.0210778941552011,0.0210778941552011
0.0103652611431278,0,0,0,0,0,0.0103652611431278,0.0103652611431278
0,0.00699520342504125,0.00699520342504125,0.00699520342504125,0,0,0,0
0,0.0130650648067033,0.0130650648067033,0.0130650648067033,0,0,0,0
0,0.0251060673122674,0.0251060673122674,0,0.0251060673122674,0,0,0
0,0.000345659579953642,0.000345659579953642,0,0.000345659579953642,0,0,0
0,0.0148346352499252,0,0.0148346352499252,0,0,0,0.0148346352499252
0,0.0357078705777837,0,0.0357078705777837,0,0,0,0.0357078705777837
0,0.0210778941552011,0,0,0.0210778941552011,0.0210778941552011,0,0
0,0.0103652611431278,0,0,0.0103652611431278,0.0103652611431278,0,0
0,0.00699520342504125,0,0,0,0.00699520342504125,0.00699520342504125,0
0,0.0130650648067033,0,0,0,0.0130650648067033,0.0130650648067033,0
0,0.0251060673122674,0,0,0,0.0251060673122674,0,0.0251060673122674
0,0.000345659579953642,0,0,0,0.000345659579953642,0,0.000345659579953642
0,0.0148346352499252,0,0,0,0,0.0148346352499252,0.0148346352499252
0,0.0357078705777837,0,0,0,0,0.0357078705777837,0.0357078705777837
0,0,0.0210778941552011,0,0,0,0.0210778941552011,0.0210778941552011
0,0,0.0103652611431278,0,0,0,0.0103652611431278,0.0103652611431278
0,0,0,0.00699520342504125,0.00699520342504125,0,0,0.00699520342504125
0,0,0,0.0130650648067033,0.0130650648067033,0,0,0.0130650648067033
0,0,0,0.0251060673122674,0,0.0251060673122674,0,0.0251060673122674
0,0,0,0.000345659579953642,0,0.000345659579953642,0,0.000345659579953642
0,0,0,0.0148346352499252,0,0,0.0148346352499252,0.0148346352499252
0,0,0,0.0357078705777837,0,0,0.0357078705777837,0.0357078705777837
0,0,0,0,0.0210778941552011,0.0210778941552011,0,0.0210778941552011
0,0,0,0,0.0103652611431278,0.0103652611431278,0,0.0103652611431278
