"Ea.outcome","Pa.outcome","Pch.outcome","Pci.outcome","Pf.outcome","Pp.outcome","Pv.outcome","Sm.outcome"
0.13306,0,0,0,0,0,0,0
0.13199,0,0,0,0,0,0,0
0,0.07209,0,0,0,0,0,0
0,0.07353,0,0,0,0,0,0
0,0,0,0,0.05343,0,0,0
0,0,0,0,0.06077,0,0,0
0,0,0,0,0,0.14184,0,0
0,0,0,0,0,0.13934,0,0
0,0,0,0,0,0,0,0.14208
0,0,0,0,0,0,0,0.14385
0,0,0.0994333333333,0,0.00414305555556,0.00414305555556,0.0414305555556,0
0,0,0.0797053846154,0,0,0,0.0632146153846,0
0.00923581081081,0,0,0,0.0443318918919,0.0812751351351,0.00184716216216,0
0.0114602298851,0,0,0,0.0343806896552,0.0787890804598,0,0
0,0,0.0833505882353,0,0.00208376470588,0,0.0916856470588,0
0,0,0.110089350649,0,0,0,0.0741906493506,0
0.0587530188679,0,0.105136981132,0,0,0,0,0
0,0,0.106135714286,0,0,0.0405245454545,0,0.00192974025974
0,0,0.103753157895,0,0,0,0.0754568421053,0
0,0,0.064,0,0.014,0.048,0.016,0
