"Ea.action","Pa.action","Pch.action","Pci.action","Pf.action","Pp.action","Pv.action","Sm.action"
0.0422509934655707,0,0,0,0,0,0,0
0.003131281733745,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0.000136263854079643,0,0
0.0087571847537102,0,0.0087571847537102,0,0,0,0,0
0.0494812472330835,0,0.0494812472330835,0,0,0,0,0
0,0,0,0.0173797665484634,0,0,0,0
0.000136263854079643,0,0,0.00499476241134752,0,0,0,0
0.0422509934655707,0,0,0,0,0.0087571847537102,0,0
0.003131281733745,0,0,0,0,0.0494812472330835,0,0
0.0173797665484634,0,0,0,0,0,0,0
0.00499476241134752,0,0,0,0,0,0,0.000136263854079643
0,0.0422509934655707,0.0087571847537102,0,0,0,0,0
0,0.003131281733745,0.0494812472330835,0,0,0,0,0
0,0.0173797665484634,0,0,0,0,0,0
0,0.00499476241134752,0,0,0.000136263854079643,0,0,0
0,0,0,0,0.0422509934655707,0.0087571847537102,0,0
0,0,0,0,0.003131281733745,0.0494812472330835,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0.000136263854079643,0,0.000136263854079643
