"V1","V2","V3","V4","V5","V6","V7","V8"
0.127769938115788,0,0,0,0,0,0,0
0.127769938115788,0,0,0,0,0,0,0
0,0.0715742676578539,0,0,0,0,0,0
0,0.0715742676578539,0,0,0,0,0,0
0,0,0.107711909533115,0,0,0,0,0
0,0,0.107711909533115,0,0,0,0,0
0,0,0,0.0294937252771322,0,0,0,0
0,0,0,0.0294937252771322,0,0,0,0
0,0,0,0,0.0861533757168387,0,0,0
0,0,0,0,0.0861533757168387,0,0,0
0,0,0,0,0,0.131326112855093,0,0
0,0,0,0,0,0.131326112855093,0,0
0,0,0,0,0,0,0.110715897452436,0
0,0,0,0,0,0,0.110715897452436,0
0,0,0,0,0,0,0,0.142767666067278
0,0,0,0,0,0,0,0.142767666067278
0.112773555978,0,0,0.0482497994655035,0,0,0,0
0.112773555978,0,0,0.0482497994655035,0,0,0,0
0.0652617785120367,0,0,0,0.0576767600330209,0,0,0
0.0652617785120367,0,0,0,0.0576767600330209,0,0,0
0.123030487776807,0,0,0,0,0,0,0.00273709164263047
0.123030487776807,0,0,0,0,0,0,0.00273709164263047
0,0.0382954827499083,0,0,0,0.0893579348084538,0,0
0,0.0382954827499083,0,0,0,0.0893579348084538,0,0
0,0,0,0.0389109212412399,0,0,0,0
0,0,0,0.0389109212412399,0,0,0,0
0,0,0,0,0.0504450488527559,0.0830340821859207,0,0
0,0,0,0,0.0504450488527559,0.0830340821859207,0,0
0.0397207945108976,0.00932663626300213,0.105813993682799,0,0,0,0,0
0.0397207945108976,0.00932663626300213,0.105813993682799,0,0,0,0,0
0.0403887170730088,0.0714233879251711,0,0,0,0,0.0255903480847224,0
0.0403887170730088,0.0714233879251711,0,0,0,0,0.0255903480847224,0
0.0464759148620606,0,0.0842313375697167,0,0.0169304700239473,0,0,0
0.0464759148620606,0,0.0842313375697167,0,0.0169304700239473,0,0,0
0.0281121428484688,0,0.090722253248329,0,0,0.0287766421686381,0,0
0.0281121428484688,0,0.090722253248329,0,0,0.0287766421686381,0,0
0,0,0.090555518480215,0,0,0,0.0991158428925432,0
0,0,0.090555518480215,0,0,0,0.0991158428925432,0
0,0.00415043900757607,0.107711909533116,0.00938199183509376,0,0,0,0
0,0.00415043900757607,0.107711909533116,0.00938199183509376,0,0,0,0
0,0.000552685046917243,0.095414517823524,0,0,0,0.0687227017987045,0
0,0.000552685046917243,0.095414517823524,0,0,0,0.0687227017987045,0
0,0,0.0903967227249206,0,0.00401653629124368,0,0.0685782994818739,0
0,0,0.0903967227249206,0,0.00401653629124368,0,0.0685782994818739,0
0,0,0.0749310987576231,0,0.00989706312283384,0,0,0.0706304324136564
0,0,0.0749310987576231,0,0.00989706312283384,0,0,0.0706304324136564
0,0,0.108755343795675,0,0,0,0.099147289107024,0
0,0,0.108755343795675,0,0,0,0.099147289107024,0
0,0.000326032184250461,0.0818772337773861,0,0.00669356245734221,0.0161425324286436,0.0412663165903933,0.00440087835076673
0,0.000326032184250461,0.0818772337773861,0,0.00669356245734221,0.0161425324286436,0.0412663165903933,0.00440087835076673
0.00961214944245171,0,0.0665245164950466,0,0.0186953035073096,0.0192927554661362,0.0377574169038161,2.03054230978744e-05
0.00961214944245171,0,0.0665245164950466,0,0.0186953035073096,0.0192927554661362,0.0377574169038161,2.03054230978744e-05
0,0.00282773383042283,0,0.00889825104660438,0.0369862258720878,0.116400338704673,0,0.0415216425700967
0,0.00282773383042283,0,0.00889825104660438,0.0369862258720878,0.116400338704673,0,0.0415216425700967
0.00901692267514131,0.0018133523188799,0.0270629637193968,0,0.0375652718424866,0.0832483532138126,0,0.0244636129191694
0.00901692267514131,0.0018133523188799,0.0270629637193968,0,0.0375652718424866,0.0832483532138126,0,0.0244636129191694
0.0309146828934855,0,0.104899041335069,0,0,0,0.125035028379266,0
0.0309146828934855,0,0.104899041335069,0,0,0,0.125035028379266,0
0.000438267488863692,0,0.0898848143537904,0,0.00310763367966473,0,0.0740238039119232,0.00228297011205925
0.000438267488863692,0,0.0898848143537904,0,0.00310763367966473,0,0.0740238039119232,0.00228297011205925
0.012388553722864,0.000526468858568423,0.0657305400532019,0.00423030190251943,0.0183590589371281,0.0303869522220622,0,0.00629392742204844
0.012388553722864,0.000526468858568423,0.0657305400532019,0.00423030190251943,0.0183590589371281,0.0303869522220622,0,0.00629392742204844
0.00411412340934494,0.000190716732212516,0.0814973489803182,0,0.00458017683909288,0.0220587489256402,0.0462317118258234,0
0.00411412340934494,0.000190716732212516,0.0814973489803182,0,0.00458017683909288,0.0220587489256402,0.0462317118258234,0
