"V1","V2","V3","V4","V5","V6","V7","V8"
0,0,0,0,0.0717917820896675,0,0,0
0,0,0,0,0.0717917820896675,0,0,0
0.0438801338183891,0,0.0905443281496216,0,0,0,0,0
0.0438801338183891,0,0.0905443281496216,0,0,0,0,0
0.00533749554497579,0,0,0,0,0,0.108933169508174,0
0.00533749554497579,0,0,0,0,0,0.108933169508174,0
0,0.00273838478079977,0.0806021699747154,0,0,0,0,0
0,0.00273838478079977,0.0806021699747154,0,0,0,0,0
0,0.0742089705078968,0,0,0,0,0,0
0,0.0742089705078968,0,0,0,0,0,0
0,0.0588510364102484,0,0,0,0,0,0.0540722895287806
0,0.0588510364102484,0,0,0,0,0,0.0540722895287806
0,0,0.0806021699747156,0,0,0,0,0
0,0,0.0806021699747156,0,0,0,0,0
0,0,0.103177452208811,0,0,0,0.0591078354149851,0
0,0,0.103177452208811,0,0,0,0.0591078354149851,0
0,0,0,0,0.0531701893174087,0.0870318047642201,0,0
0,0,0,0,0.0531701893174087,0.0870318047642201,0,0
0,0,0,0,0,0.13603435671812,0.000977438262670244,0
0,0,0,0,0,0.13603435671812,0.000977438262670244,0
