"rep","method","richness_mae_test","feasible_and_stable_balanced_accuracy_test","composition_balanced_accuracy_mean_test","abundance_mae_mean_test","richness_mae_train","feasible_and_stable_balanced_accuracy_train","composition_balanced_accuracy_mean_train","abundance_mae_mean_train","experimental_design","num_train","num_species_dataset","num_replicates_dataset","num_cases_dataset","num_losses_mean_train","abundance_q95_dataset","abundance_skewness_dataset","abundance_skewness_nonzero_dataset","abundance_final_skewness_mean_train","abundance_final_skewness_nonzero_mean_train"
2,"love + reshuffle",1.27584056338861,NA,0.574010542303225,0.0221429394097342,1.20472206349206,NA,0.755,0.00958699304544081,"high-1",10,8,2,547,4.2,0.0939466666666667,1.86272452479151,0.0521244964932161,1.43810078253844,-0.0624707040199491
3,"love + reshuffle",0.912001133575714,NA,0.576021045122169,0.0202305324098078,1.01936888888889,NA,0.759259259259259,0.0168793461809013,"high-1",10,8,2,547,4,0.0939466666666667,1.86272452479151,0.0521244964932161,1.62915114636148,0.220582600085388
4,"love + reshuffle",0.91609488930271,NA,0.575518181005986,0.0199678753329671,0.705877222222222,NA,0.869166666666667,0.00397441040543701,"high-1",10,8,2,547,4.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.3104021812245,-0.442625280212831
5,"love + reshuffle",0.996470992580769,NA,0.605615748171928,0.0211559104399033,1.5740896031746,NA,0.808333333333333,0.0108428710977148,"high-1",10,8,2,547,4.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.58933293180421,0.0751890496956339
6,"love + reshuffle",1.00766939788951,NA,0.560455680399501,0.0205992865463616,1.52247317460317,NA,0.707407407407407,0.0168421070504739,"high-1",10,8,2,547,4.1,0.0939466666666667,1.86272452479151,0.0521244964932161,1.59196614775321,0.128216140412409
7,"love + reshuffle",1.40429953740652,NA,0.548496828374877,0.0232715727410277,0.793700873015872,NA,0.790833333333333,0.0123475006352756,"high-1",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.52651791796621,0.306530524480642
8,"love + reshuffle",1.1768472879903,NA,0.593473599571161,0.0219768762169039,0.920564841269841,NA,0.823333333333333,0.0123527283376448,"high-1",10,8,2,547,3.5,0.0939466666666667,1.86272452479151,0.0521244964932161,1.46643866719261,0.385225347736014
9,"love + reshuffle",1.02963317962815,NA,0.599258465112124,0.0197970101614043,0.961207698412699,NA,0.798333333333333,0.0159678580153591,"high-1",10,8,2,547,4,0.0939466666666667,1.86272452479151,0.0521244964932161,1.46926294179408,0.086032242619754
10,"love + reshuffle",1.31028685820697,NA,0.624137854015903,0.020839855737637,1.11845349206349,NA,0.755833333333333,0.0120855668449375,"high-1",10,8,2,547,4.1,0.0939466666666667,1.86272452479151,0.0521244964932161,1.39982478922853,-0.133438965182138
1,"love",1.02377024031214,NA,0.63172965246136,0.0209920021214372,0.755935634920635,NA,0.98,0.00360128256716705,"high-1",10,8,2,547,4.1,0.0939466666666667,1.86272452479151,0.0521244964932161,1.39309020122125,-0.0690082562918354
2,"love",1.34814953001685,NA,0.660010720986331,0.0180438411109659,0.430190317460317,NA,0.98,0.00390519785569222,"high-1",10,8,2,547,3.5,0.0939466666666667,1.86272452479151,0.0521244964932161,1.47736313269336,0.41270321011276
3,"love",0.900377867931779,NA,0.677833511681826,0.0149120965590619,0.98858119047619,NA,0.956481481481481,0.00317023792498098,"high-1",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.64387062832815,0.385647766930968
4,"love",1.17664231326298,NA,0.662597158938622,0.0156106995184989,0.674259047619048,NA,0.973333333333333,0.00302576212971206,"high-1",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.52048600566849,0.15836505961203
5,"love",0.89029524844078,NA,0.664057893326186,0.0170374764824077,0.494666904761905,NA,0.948333333333333,0.00341815552323028,"high-1",10,8,2,547,4.2,0.0939466666666667,1.86272452479151,0.0521244964932161,1.43705972912498,0.0325078390411255
6,"love",1.23981630013893,NA,0.641347270615563,0.0177255200641998,0.53174753968254,NA,0.991666666666667,0.0028260760912525,"high-1",10,8,2,547,4.1,0.0939466666666667,1.86272452479151,0.0521244964932161,1.5509097580541,0.174709622565735
7,"love",1.0414847181579,NA,0.685658447243813,0.0156754337360726,0.867468571428571,NA,0.9425,0.00517817336356275,"high-1",10,8,2,547,3.8,0.0939466666666667,1.86272452479151,0.0521244964932161,1.6477386642021,0.55527470444269
8,"love",1.14280589695841,NA,0.639674350040204,0.0201364499005998,0.736215,NA,0.950833333333333,0.00478935590992813,"high-1",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.34425363322234,0.0221287710626679
9,"love",0.964010543584286,NA,0.662854015902796,0.0134627467438703,0.462138650793651,NA,0.950833333333333,0.004208587261751,"high-1",10,8,2,547,4,0.0939466666666667,1.86272452479151,0.0521244964932161,1.55305634626956,0.320955932205586
10,"love",1.31996133280128,NA,0.682250067006165,0.0142767041579629,0.565320158730159,NA,0.9875,0.00300530232889669,"high-1",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.44428380144577,0.168057041286815
1,"naive",1.25698324022346,NA,0.882278847868736,0.0173039955876586,4,NA,0.613888888888889,0.0268275791790383,"high-2",10,8,2,547,4,0.0939466666666667,1.86272452479151,0.0521244964932161,1.71504014899915,0.338059734163736
2,"naive",1.25139664804469,NA,0.883418207808452,0.016574676177914,4.3,NA,0.58,0.0251695896481011,"high-2",10,8,2,547,4.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.59686687147024,0.0759048040749076
3,"naive",1.25139664804469,NA,0.88334003394979,0.0170358785881976,4.3,NA,0.584166666666667,0.0261210857941668,"high-2",10,8,2,547,4.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.46131595054439,0.0167098823781634
4,"naive",1.25512104283054,NA,0.88313678191727,0.0171220827682615,4.1,NA,0.595,0.023158520547464,"high-2",10,8,2,547,4.1,0.0939466666666667,1.86272452479151,0.0521244964932161,1.52523030023267,0.124458776420159
5,"naive",1.25884543761639,NA,0.882528535758873,0.0168845753580221,3.9,NA,0.599074074074074,0.0236484335886693,"high-2",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.62453933046212,0.423854652397932
6,"naive",1.25884543761639,NA,0.882700196183342,0.0171441455817882,3.9,NA,0.588888888888889,0.0263661660546118,"high-2",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.62132809476957,0.376464848092509
7,"naive",1.25884543761639,NA,0.883168051460734,0.0170445713478572,3.9,NA,0.593333333333333,0.0224465637518426,"high-2",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.42344806727767,0.124759985739252
8,"naive",1.25512104283054,NA,0.883168051460734,0.0175596697799714,4.1,NA,0.593333333333333,0.0278527490023682,"high-2",10,8,2,547,4.1,0.0939466666666667,1.86272452479151,0.0521244964932161,1.45486648477162,0.0733382715635496
9,"naive",1.25139664804469,NA,0.883293129634593,0.0176801143761352,4.3,NA,0.586666666666667,0.0283162033672954,"high-2",10,8,2,547,4.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.34356723168403,-0.382682951315349
10,"naive",1.25139664804469,NA,0.883418207808452,0.0171963419473633,4.3,NA,0.58,0.027790735321895,"high-2",10,8,2,547,4.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.4150648964156,-0.055171598585272
1,"love + reshuffle",0.783588868197807,NA,0.593294916465648,0.0212454439999961,0.573796428571429,NA,0.845,0.00980011526118546,"high-2",10,8,2,547,4.6,0.0939466666666667,1.86272452479151,0.0521244964932161,1.37146857601102,-0.735275426439017
2,"love + reshuffle",1.02783535810351,NA,0.623809523809524,0.0198570661156623,0.516427777777777,NA,0.736666666666667,0.0202737805366228,"high-2",10,8,2,547,4.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.50749123489455,0.01708598829109
3,"love + reshuffle",1.32616772338979,NA,0.595564191905655,0.0227149122820471,1.01531349206349,NA,0.736666666666667,0.0122187521315305,"high-2",10,8,2,547,3.7,0.0939466666666667,1.86272452479151,0.0521244964932161,1.6533115771814,0.543639920596228
4,"love + reshuffle",1.35611883036268,NA,0.595622263914947,0.0201824430309004,0.977046031746031,NA,0.788333333333333,0.0177357979617588,"high-2",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.79842467463882,0.61179328133609
5,"love + reshuffle",0.906699562531406,NA,0.610234074868221,0.0201210144877231,0.640546428571428,NA,0.78,0.0133592960801523,"high-2",10,8,2,547,4.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.39351243326608,-0.101457005899854
6,"love + reshuffle",1.14555127102362,NA,0.598825158581256,0.0192012803551033,1.13294150793651,NA,0.805,0.011570587351934,"high-2",10,8,2,547,4.5,0.0939466666666667,1.86272452479151,0.0521244964932161,1.32278299741963,-0.537778398166315
7,"love + reshuffle",1.28935007833053,NA,0.605901009559546,0.0177742289061623,0.964599047619046,NA,0.838333333333333,0.00747062574911399,"high-2",10,8,2,547,3.7,0.0939466666666667,1.86272452479151,0.0521244964932161,1.38529729551987,0.102284435342225
8,"love + reshuffle",1.42725961691939,NA,0.631662646296793,0.0150186096914224,1.15402555555556,NA,0.891666666666667,0.00725435252319241,"high-2",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.57463379456376,0.247751175720009
9,"love + reshuffle",1.32416697407703,NA,0.594822657017779,0.024003965056805,1.05035722222222,NA,0.866666666666667,0.0105182356827381,"high-2",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.49360501986976,0.163706940862201
10,"love + reshuffle",1.24575267949514,NA,0.590145626730993,0.0257020672679815,0.967857460317461,NA,0.61,0.0211379444499075,"high-2",10,8,2,547,3.6,0.0939466666666667,1.86272452479151,0.0521244964932161,1.56539560636688,0.422465839563459
1,"love",1.15443772871035,NA,0.667620387742339,0.0167191439094159,0.661647777777778,NA,0.9625,0.00438881381317339,"high-2",10,8,2,547,3.6,0.0939466666666667,1.86272452479151,0.0521244964932161,1.65995434484597,0.679688105482516
2,"love",0.912496640655021,NA,0.618540605735728,0.0219469646090517,0.449003968253968,NA,0.970833333333333,0.00237290477352328,"high-2",10,8,2,547,4.4,0.0939466666666667,1.86272452479151,0.0521244964932161,1.4875890579738,-0.13227677211582
3,"love",0.75684869793976,NA,0.632806218172072,0.0135789059608009,0.984945476190478,NA,1,0.00297093737599713,"high-2",10,8,2,547,4.6,0.0939466666666667,1.86272452479151,0.0521244964932161,1.4497789727781,-0.30600349148064
4,"love",1.35743942390116,NA,0.679723934601983,0.0166636636142784,0.634262857142857,NA,0.925,0.00504530660903544,"high-2",10,8,2,547,3.8,0.0939466666666667,1.86272452479151,0.0521244964932161,1.62757309494871,0.426757817256469
5,"love",1.18134172356714,NA,0.671841776110069,0.0185768044517176,0.765436984126984,NA,0.9675,0.00361927859591513,"high-2",10,8,2,547,3.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.61695509938946,0.358402341248348
6,"love",0.820225464810381,NA,0.684084626359907,0.0151415728917704,0.681055793650794,NA,0.947222222222222,0.0045527999101961,"high-2",10,8,2,547,4.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.71852371481541,0.246372168980702
7,"love",1.1733738908102,NA,0.687757973733583,0.0147938736690879,0.814831428571429,NA,0.960833333333333,0.00392634428913466,"high-2",10,8,2,547,4,0.0939466666666667,1.86272452479151,0.0521244964932161,1.41860816874113,0.0249523493538979
8,"love",1.45531824214478,NA,0.676596980255517,0.0126530484867934,0.530534365079365,NA,0.956666666666667,0.003103291123635,"high-2",10,8,2,547,3.7,0.0939466666666667,1.86272452479151,0.0521244964932161,1.47335020584728,0.279108088318034
9,"love",1.33816298513198,NA,0.653618332886626,0.0162518256217233,0.867021984126984,NA,0.928333333333333,0.00555733211769738,"high-2",10,8,2,547,4.2,0.0939466666666667,1.86272452479151,0.0521244964932161,1.44100050009853,-0.0738744583736765
10,"love",1.22820379829151,NA,0.671406236040382,0.0141140356469309,0.581648015873016,NA,0.941666666666667,0.00324420446822081,"high-2",10,8,2,547,3.7,0.0939466666666667,1.86272452479151,0.0521244964932161,1.65522175698015,0.466971276384374
1,"naive",1.32960893854749,NA,0.87567229518449,0.0164541241120199,0.1,NA,0.992857142857143,0.00962396351010101,"low-2",10,8,2,547,0.1,0.0939466666666667,1.86272452479151,0.0521244964932161,2.1901038537392,-0.684523587037314
2,"naive",1.32960893854749,NA,0.87567229518449,0.0164480081726426,0.1,NA,0.992857142857143,0.0110991358991625,"low-2",10,8,2,547,0.1,0.0939466666666667,1.86272452479151,0.0521244964932161,2.13327164314878,0.752843105605607
3,"naive",1.32588454376164,NA,0.875940319842759,0.0163127388121698,0.3,NA,0.978571428571429,0.0117457322247198,"low-2",10,8,2,547,0.3,0.0939466666666667,1.86272452479151,0.0521244964932161,2.39924019168579,-0.162700019541465
4,"naive",1.32960893854749,NA,0.87567229518449,0.0164464723494351,0.1,NA,0.992857142857143,0.0117018454807401,"low-2",10,8,2,547,0.1,0.0939466666666667,1.86272452479151,0.0521244964932161,2.50790390523364,0.0699187669312928
5,"naive",1.33147113594041,NA,0.875538282855356,0.0163804842446085,0,NA,1,0.011576286235599,"low-2",10,8,2,547,0,0.0939466666666667,1.86272452479151,0.0521244964932161,2.19666048602221,-0.218634275882187
6,"naive",1.32588454376164,NA,0.875940319842759,0.016294144899284,0.3,NA,0.978571428571429,0.0121367967000664,"low-2",10,8,2,547,0.3,0.0939466666666667,1.86272452479151,0.0521244964932161,2.34193601069445,0.773097687776796
7,"naive",1.32402234636872,NA,0.876074332171893,0.016518415214038,0.4,NA,0.971428571428571,0.0119316637586714,"low-2",10,8,2,547,0.4,0.0939466666666667,1.86272452479151,0.0521244964932161,2.32546231030178,-0.344927088426289
8,"naive",1.32588454376164,NA,0.875940319842759,0.0163287745542018,0.3,NA,0.978571428571429,0.0118593170218163,"low-2",10,8,2,547,0.3,0.0939466666666667,1.86272452479151,0.0521244964932161,2.66074267544766,-0.00546966982904413
9,"naive",1.32774674115456,NA,0.875806307513625,0.0163264406809714,0.2,NA,0.985714285714286,0.0124051231049948,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,2.62903527434678,-0.281786660907074
10,"naive",1.32588454376164,NA,0.875940319842759,0.0163329252859687,0.3,NA,0.978571428571429,0.0115781433662281,"low-2",10,8,2,547,0.3,0.0939466666666667,1.86272452479151,0.0521244964932161,2.5701802863483,-0.31224656159205
1,"love + reshuffle",0.953050368005675,NA,0.478441883319932,0.0185805407230334,0.456569047619048,NA,0.404761904761905,0.0242834689125024,"low-2",10,8,2,547,0.1,0.0939466666666667,1.86272452479151,0.0521244964932161,2.19045530608779,-0.159899393923951
2,"love + reshuffle",0.969224597262866,NA,0.48552220137586,0.0194006212036254,0.343303015873016,NA,0.433333333333333,0.0169952761084402,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,2.84318429418929,-0.0349984712304418
3,"love + reshuffle",1.01463265052762,NA,0.485191637630662,0.0174186263449396,0.55173,NA,0.490476190476191,0.0183286582682848,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,2.13634359770846,-0.250180070976379
4,"love + reshuffle",0.983844091218114,NA,0.473639774859287,0.0216458634685517,0.459946031746032,NA,0.675,0.0170291559862852,"low-2",10,8,2,547,0,0.0939466666666667,1.86272452479151,0.0521244964932161,2.04759342099973,-0.193386978945026
5,"love + reshuffle",1.02165154296355,NA,0.475006700616457,0.0188397083496931,0.473805952380952,NA,0.473809523809524,0.0157552725952938,"low-2",10,8,2,547,0.1,0.0939466666666667,1.86272452479151,0.0521244964932161,2.26447340644276,-0.508574641097032
6,"love + reshuffle",1.00465877893057,NA,0.485651746627356,0.0183445123156556,0.596104285714286,NA,0.555952380952381,0.0166116959869756,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,2.31077902407943,-0.00028740969640693
7,"love + reshuffle",1.01990654724956,NA,0.495867953185026,0.0198082247642002,0.390554126984127,NA,0.49047619047619,0.0255333778420483,"low-2",10,8,2,547,0.1,0.0939466666666667,1.86272452479151,0.0521244964932161,2.31093721058863,-0.0913644481043731
8,"love + reshuffle",1.04016967721912,NA,0.51555883141249,0.0190469260672398,0.626398015873016,NA,0.636904761904762,0.0214024337406015,"low-2",10,8,2,547,0.4,0.0939466666666667,1.86272452479151,0.0521244964932161,2.38584848420958,-0.333068630967369
9,"love + reshuffle",0.953734325027342,NA,0.515634771732333,0.0187919350189031,0.429089682539683,NA,0.5,0.0180637802982557,"low-2",10,8,2,547,0,0.0939466666666667,1.86272452479151,0.0521244964932161,2.28844611260315,-0.105018401155827
10,"love + reshuffle",0.891567138127753,NA,0.503015277405521,0.0195313952160626,0.342342063492063,NA,0.522619047619048,0.0228813707685069,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,1.89949207648254,-0.953307630144394
1,"love",0.870272616830717,NA,0.666818547306352,0.0141982753820338,0.207325952380952,NA,1,0.00118564989849481,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,2.2554555327681,-0.224440180097476
2,"love",0.990922036002483,NA,0.654279460377021,0.0151256238646539,0.270231111111111,NA,1,0.00105525072333918,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,2.28935133611808,-0.203117180896749
3,"love",0.897083862433862,NA,0.711784150808541,0.0140905139795794,0.279805317460317,NA,1,0.00197448150802498,"low-2",10,8,2,547,0.1,0.0939466666666667,1.86272452479151,0.0521244964932161,1.90519265264091,0.127551078770439
4,"love",0.880744273004049,NA,0.608558920754043,0.0153430754386906,0.276063492063492,NA,1,0.00133473218665997,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,2.4807944024007,0.195332167976268
5,"love",0.908247057432532,NA,0.586884660055392,0.0156329491658463,0.226973174603175,NA,1,0.00101939231742739,"low-2",10,8,2,547,0.1,0.0939466666666667,1.86272452479151,0.0521244964932161,2.61128047817058,0.0494116676159186
6,"love",0.98365664922704,NA,0.618154203520057,0.0154785619413031,0.289259920634921,NA,0.975,0.00115473678430203,"low-2",10,8,2,547,0.4,0.0939466666666667,1.86272452479151,0.0521244964932161,2.31465252924798,0.385948213352906
7,"love",0.898998891549171,NA,0.625699097650317,0.0151867135832849,0.164741428571428,NA,1,0.000794463798864864,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,2.51630446164445,-0.484651271917529
8,"love",0.900501897667819,NA,0.610385955507907,0.0152647648320946,0.368515,NA,0.975,0.00123420151943219,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,2.37886317230064,-0.04823942980312
9,"love",0.960966576512666,NA,0.614017689627446,0.0169069568322739,0.273011746031746,NA,1,0.00184459534916061,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,2.57573764552959,-0.549917442532139
10,"love",0.928165599598002,NA,0.651746627356383,0.0138812262548877,0.206998888888889,NA,0.975,0.00178875558242071,"low-2",10,8,2,547,0.2,0.0939466666666667,1.86272452479151,0.0521244964932161,2.56337056546813,0.080928373854694
1,"naive",1.32402234636872,NA,0.876163673724649,0.0162370773953197,0.4,NA,0.966666666666667,0.0143348431804538,"low-3",10,8,2,547,0.4,0.0939466666666667,1.86272452479151,0.0521244964932161,1.93268604710587,0.0287452994738279
2,"naive",1.32402234636872,NA,0.876119002948271,0.0161548547610314,0.4,NA,0.969047619047619,0.0121358241155577,"low-3",10,8,2,547,0.4,0.0939466666666667,1.86272452479151,0.0521244964932161,2.3436760957715,0.375833191897758
3,"naive",1.31843575418994,NA,0.876588046100241,0.0162625404154459,0.7,NA,0.944047619047619,0.0154100779209535,"low-3",10,8,2,547,0.7,0.0939466666666667,1.86272452479151,0.0521244964932161,1.5858339782482,-0.652375678169011
4,"naive",1.32216014897579,NA,0.876320021441973,0.0167511300263308,0.5,NA,0.958333333333333,0.0159020368748871,"low-3",10,8,2,547,0.5,0.0939466666666667,1.86272452479151,0.0521244964932161,1.74990730705649,-0.412798229250178
5,"naive",1.32588454376164,NA,0.876007326007326,0.0164180273228833,0.3,NA,0.975,0.0142422575723524,"low-3",10,8,2,547,0.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.83756615361858,-0.517743408397099
6,"naive",1.32402234636872,NA,0.87614133833646,0.0163194267991454,0.4,NA,0.967857142857143,0.0164930155994758,"low-3",10,8,2,547,0.4,0.0939466666666667,1.86272452479151,0.0521244964932161,1.89032801173808,0.19163532332581
7,"naive",1.31843575418994,NA,0.876395576957375,0.0162411450785241,0.7,NA,0.962962962962963,0.0145990817002052,"low-3",10,8,2,547,0.7,0.0939466666666667,1.86272452479151,0.0521244964932161,1.75198037863615,-0.403942764168679
8,"naive",1.32216014897579,NA,0.876297686053784,0.0161306909376739,0.5,NA,0.95952380952381,0.0135946415557559,"low-3",10,8,2,547,0.5,0.0939466666666667,1.86272452479151,0.0521244964932161,1.99057650446801,0.21635246118395
9,"naive",1.32029795158287,NA,0.876454033771107,0.0167004605879495,0.6,NA,0.951190476190476,0.0141829971906281,"low-3",10,8,2,547,0.6,0.0939466666666667,1.86272452479151,0.0521244964932161,1.98485779556587,-0.126459969517774
10,"naive",1.3147113594041,NA,0.876833735370321,0.0163875747247225,0.9,NA,0.930952380952381,0.0134852654742465,"low-3",10,8,2,547,0.9,0.0939466666666667,1.86272452479151,0.0521244964932161,2.22291980682057,-0.328510813367612
1,"love + reshuffle",0.979059754367296,NA,0.52332707942464,0.0182805918705271,0.834797698412698,NA,0.645952380952381,0.0161701813462641,"low-3",10,8,2,547,0.5,0.0939466666666667,1.86272452479151,0.0521244964932161,2.48731550521323,0.361265065881451
2,"love + reshuffle",0.76854990689013,NA,0.481372286250335,0.018460688460493,0.384239047619048,NA,0.48,0.0257700129377286,"low-3",10,8,2,547,0.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.90032735347753,0.301362654433775
3,"love + reshuffle",0.777647184534894,NA,0.451156973108193,0.0179214003317752,0.521375476190476,NA,0.440714285714286,0.0258616988862072,"low-3",10,8,2,547,0.4,0.0939466666666667,1.86272452479151,0.0521244964932161,1.97321628108128,0.188305773418844
4,"love + reshuffle",0.792624922408442,NA,0.465826856070759,0.0188286059636437,0.501559047619048,NA,0.48952380952381,0.0245262191213282,"low-3",10,8,2,547,0.5,0.0939466666666667,1.86272452479151,0.0521244964932161,1.75260097019121,-0.402395185634246
5,"love + reshuffle",0.79734980343472,NA,0.536616635397123,0.0183301235102901,0.89716246031746,NA,0.551428571428571,0.0260645279293158,"low-3",10,8,2,547,0.7,0.0939466666666667,1.86272452479151,0.0521244964932161,1.82932538113683,-0.233532475246588
6,"love + reshuffle",0.73403084153587,NA,0.495827749486286,0.0173881152848697,0.476545476190476,NA,0.501666666666667,0.0171214333187758,"low-3",10,8,2,547,0.5,0.0939466666666667,1.86272452479151,0.0521244964932161,1.64223176135655,-0.271357787389916
7,"love + reshuffle",0.727819823534628,NA,0.518386491557223,0.0186324884910849,0.658160476190476,NA,0.557380952380952,0.0219964516503468,"low-3",10,8,2,547,0.5,0.0939466666666667,1.86272452479151,0.0521244964932161,1.8709373874244,-0.0984816879791017
8,"love + reshuffle",0.865465553782034,NA,0.511601000625391,0.019101363524916,0.942020238095238,NA,0.596428571428571,0.0218161780800328,"low-3",10,8,2,547,0.5,0.0939466666666667,1.86272452479151,0.0521244964932161,1.636388487339,-0.599532486462651
9,"love + reshuffle",0.790364760131241,NA,0.51158313231484,0.0197922078101917,0.744616666666667,NA,0.565714285714286,0.0244427090651697,"low-3",10,8,2,547,0.7,0.0939466666666667,1.86272452479151,0.0521244964932161,1.6025243254993,-0.693857173875847
10,"love + reshuffle",0.762681741597943,NA,0.513445903689806,0.0198259978959685,0.69035,NA,0.558095238095238,0.0213576369503313,"low-3",10,8,2,547,0.9,0.0939466666666667,1.86272452479151,0.0521244964932161,1.62705554660734,-0.587284754509322
1,"love",0.681656887174485,NA,0.68274814616278,0.0146808323875319,0.274503095238095,NA,1,0.00186675740764998,"low-3",10,8,2,547,0.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.64468796169753,-0.107552193500135
2,"love",0.639502638112973,NA,0.73386938264987,0.0131600731457091,0.306536904761905,NA,1,0.00191580941720436,"low-3",10,8,2,547,0.3,0.0939466666666667,1.86272452479151,0.0521244964932161,1.61826890758619,-0.58120671203736
