"rep","method","frac","richness.r2","feasible.and.stable.balanced_accuracy","composition.balanced_accuracy","abundance.r2"
4,"e2e",0.0312519073486328,0.922651978541135,0.695577759086775,0.999294520053436,0.973861252468744
5,"e2e",0.0312519073486328,0.913869099825244,0.696093214243437,0.999653548717657,0.978530249966395
1,"naive",0.0468759536743164,0.196136757014771,0.506787215890728,1,0.0680463537211571
2,"naive",0.0468759536743164,0.196824400746568,0.505291258456116,1,0.0681225523083675
3,"naive",0.0468759536743164,0.194573247781453,0.499044291933817,1,0.0680105663408674
4,"naive",0.0468759536743164,0.194806447073857,0.496721315863891,1,0.0680328850933032
5,"naive",0.0468759536743164,0.198782881514018,0.494022449981504,1,0.0679812493735783
1,"e2e + reshuffle",0.0468759536743164,0.0547997606548696,0.502269870247081,0.479185536389307,0.346199030682186
2,"e2e + reshuffle",0.0468759536743164,0.0014523043198175,0.501073179914639,0.503388645821543,0.338543636392816
3,"e2e + reshuffle",0.0468759536743164,0.00953419188367429,0.499309115495728,0.492723121997674,0.329728928815271
4,"e2e + reshuffle",0.0468759536743164,0.00319464398878234,0.499710380151778,0.502741265098532,0.336331093420805
5,"e2e + reshuffle",0.0468759536743164,0.00825615754092331,0.497801826175178,0.498593509166596,0.360294359636108
1,"e2e",0.0468759536743164,0.931550661411522,0.766263527953677,0.999904026774669,0.984859661842385
2,"e2e",0.0468759536743164,0.922482821079952,0.744875885930093,0.99977197170026,0.986099962097555
3,"e2e",0.0468759536743164,0.934550192932457,0.671721153589549,0.99982588003213,0.984920493997421
4,"e2e",0.0468759536743164,0.933856905996621,0.757855548334228,0.999846858902942,0.986242463385731
5,"e2e",0.0468759536743164,0.946166757194823,0.764739247405659,0.999825407111145,0.987749090159544
1,"naive",0.0625,0.196558345504838,0.498570507133176,1,0.0680569489126831
2,"naive",0.0625,0.199283738026301,0.497229804756177,1,0.0681756243504005
3,"naive",0.0625,0.195148346757943,0.497514729532748,1,0.0678916387683415
4,"naive",0.0625,0.197868767685843,0.498983842172013,1,0.0680486175268527
5,"naive",0.0625,0.195458477908532,0.503795783990164,1,0.0680856224440153
1,"e2e + reshuffle",0.0625,4.17472418956335e-08,0.498913617162492,0.480582463661317,0.332851573150033
2,"e2e + reshuffle",0.0625,0.0438511333076721,0.500620512848426,0.503941327360339,0.367825338904928
3,"e2e + reshuffle",0.0625,0.0444535372087508,0.499208274651222,0.492572296472221,0.289334529558573
4,"e2e + reshuffle",0.0625,0.00666633710859455,0.497706706836992,0.509693382838403,0.366959770016325
5,"e2e + reshuffle",0.0625,0.00419815874523956,0.501424233052164,0.480381612403584,0.360199591035557
1,"e2e",0.0625,0.940798425642001,0.755284023398712,0.999898591183458,0.988786428858225
2,"e2e",0.0625,0.94803429164252,0.821011465826774,0.999927579829259,0.990485533209052
3,"e2e",0.0625,0.946667895741206,0.763465699376352,0.99977619379545,0.991559110453371
4,"e2e",0.0625,0.946528939644837,0.742989661941193,0.999963793308986,0.990280909458292
5,"e2e",0.0625,0.941890081032827,0.814558574866905,0.999866203364809,0.98938114125153
