"rep","method","frac","richness.r2","feasible.and.stable.balanced_accuracy","composition.balanced_accuracy","abundance.r2"
1,"naive",3.814697265625e-06,0.196708692727561,0.5,1,0.0680562475191765
2,"naive",3.814697265625e-06,0.196700028072164,0.5,1,0.068050948322133
3,"naive",3.814697265625e-06,0.196722365822651,0.5,1,0.0680556014512837
4,"naive",3.814697265625e-06,0.196722365822651,0.5,1,0.0680537175744426
5,"naive",3.814697265625e-06,0.196763685056512,0.5,1,0.0680568275835776
1,"e2e + reshuffle",3.814697265625e-06,0.49999988628945,0.5,0.499637907831182,0.0646971261407614
2,"e2e + reshuffle",3.814697265625e-06,0.499999893070196,0.5,0.500194045230948,0.0654609212014628
3,"e2e + reshuffle",3.814697265625e-06,0.500010671365035,0.5,0.500227202493482,7.79828798661879e-05
4,"e2e + reshuffle",3.814697265625e-06,0.499999893041861,0.5,0.49940053211177,0.0702349053569561
5,"e2e + reshuffle",3.814697265625e-06,0.500010669818377,0.5,0.499944612322762,0.260238270344906
1,"e2e",3.814697265625e-06,0.500010669818377,0.5,0.500332326021195,0.0654818970814527
2,"e2e",3.814697265625e-06,0.499999888615809,0.5,0.50040353875708,0.267127438984958
3,"e2e",3.814697265625e-06,0.500010669790563,0.5,0.500692910970308,0.267128270527464
4,"e2e",3.814697265625e-06,0.49994396741012,0.5,0.500129614694973,0.0531850695142354
5,"e2e",3.814697265625e-06,0.499999888615809,0.5,0.499518466377453,0.000589481725260618
1,"naive",0.0156278610229492,0.196648874308644,0.496604890692804,1,0.0680696552287531
2,"naive",0.0156278610229492,0.197233386643177,0.49480791201393,1,0.0680706510816979
3,"naive",0.0156278610229492,0.196430474813992,0.505587955983731,1,0.0680219325174768
4,"naive",0.0156278610229492,0.197281636686415,0.494849264570999,1,0.0679975292301413
5,"naive",0.0156278610229492,0.196599523292345,0.494460932332779,1,0.0680242895838038
1,"e2e + reshuffle",0.0156278610229492,0.00545238623057281,0.499769987283963,0.479886576573258,0.309171468872684
2,"e2e + reshuffle",0.0156278610229492,0.000413669089806475,0.495515841843415,0.539281174659606,0.353074580641213
3,"e2e + reshuffle",0.0156278610229492,0.000295965953356982,0.502632793797653,0.497875417490266,0.336247063199235
4,"e2e + reshuffle",0.0156278610229492,0.0072664901519324,0.500825062639929,0.509427444601865,0.306775201008343
5,"e2e + reshuffle",0.0156278610229492,0.009211882039568,0.497838952088741,0.486367306122831,0.387599936584165
1,"e2e",0.0156278610229492,0.891935972437727,0.657776197249881,0.993425331842006,0.955556853153169
2,"e2e",0.0156278610229492,0.888740961776705,0.595175677060304,0.992970658227385,0.953585736826582
3,"e2e",0.0156278610229492,0.901078559406187,0.590322826751542,0.994253053541833,0.958223643381622
4,"e2e",0.0156278610229492,0.8773425150434,0.64762752352407,0.993807078494464,0.95611533025
5,"e2e",0.0156278610229492,0.881710916522835,0.684791452824612,0.988487351193825,0.960090151050913
1,"naive",0.0312519073486328,0.196093843341392,0.499515552996036,1,0.0680517588739598
2,"naive",0.0312519073486328,0.196298428865645,0.500004360613974,1,0.0680070422987055
3,"naive",0.0312519073486328,0.196266403990532,0.50603378203565,1,0.0681008122170297
4,"naive",0.0312519073486328,0.196510338914339,0.494218505983331,1,0.0680209135657782
5,"naive",0.0312519073486328,0.197026762889783,0.500612789936289,1,0.0680330361618164
1,"e2e + reshuffle",0.0312519073486328,0.0061112370894292,0.5020566843235,0.500099241510471,0.367617072718784
2,"e2e + reshuffle",0.0312519073486328,0.00735073230280634,0.49885843067185,0.505309129334645,0.351014698704788
3,"e2e + reshuffle",0.0312519073486328,0.00357850033140878,0.4997863146323,0.511047314180534,0.36070967736942
4,"e2e + reshuffle",0.0312519073486328,0.0271830904652893,0.496148372901495,0.482589638442013,0.343134392514517
5,"e2e + reshuffle",0.0312519073486328,0.08170323769531,0.500224724381222,0.490759397372701,0.302938959450539
1,"e2e",0.0312519073486328,0.920973419927992,0.664658898521454,0.998973531222899,0.977229687120014
2,"e2e",0.0312519073486328,0.927107551933253,0.749840996857585,0.999007182687155,0.978163849976183
3,"e2e",0.0312519073486328,0.918020136705107,0.717067899317088,0.999266541735675,0.975998116720454
