"rep","method","frac","richness.r2","feasible.and.stable.balanced_accuracy","composition.balanced_accuracy","abundance.r2"
1,"naive",1.52587890625e-05,0.563056177749923,0.497681442839114,0.895435860234554,0.14531399938891
2,"naive",1.52587890625e-05,0.562963532153434,0.5,0.895436986524964,0.145312555811671
3,"naive",1.52587890625e-05,0.562986807479066,0.5,0.895437618638842,0.145316841876246
4,"naive",1.52587890625e-05,0.562986807479066,0.5,0.895437618638842,0.145313344566237
5,"naive",1.52587890625e-05,0.562966701090411,0.5,0.895440009188898,0.145322627992721
1,"e2e + reshuffle",1.52587890625e-05,0.500005780022064,0.5,0.51786632173505,0.0498212284042644
2,"e2e + reshuffle",1.52587890625e-05,0.500005780030484,0.5,0.573691664531166,0.0452888027009455
3,"e2e + reshuffle",1.52587890625e-05,0.500023990054315,0.5,0.60886608853707,0.102911968377809
4,"e2e + reshuffle",1.52587890625e-05,0.499938602578942,0.5,0.529680640019628,0.0243107921211905
5,"e2e + reshuffle",1.52587890625e-05,0.500005780027679,0.5,0.587348965153579,0.0963571846565896
1,"e2e",1.52587890625e-05,0.50002399280499,0.5,0.459536395690147,0.00027856489168599
2,"e2e",1.52587890625e-05,0.500005780044522,0.5,0.55583968009431,0.0934836751026257
3,"e2e",1.52587890625e-05,0.499987974582103,0.5,0.584244789876536,0.0553302932567828
4,"e2e",1.52587890625e-05,0.499938602645915,0.5,0.571602719890016,0.0979432637966018
5,"e2e",1.52587890625e-05,0.499938602445062,0.5,0.497942094501184,0.0399368778017486
1,"naive",0.0625114440917969,0.561560214900171,0.504020645867744,0.895308267767316,0.143881845876033
2,"naive",0.0625114440917969,0.561780604908255,0.502865139047917,0.895647911668344,0.144252028881135
3,"naive",0.0625114440917969,0.562224169312052,0.503423395188945,0.895275108043604,0.143604631521612
4,"naive",0.0625114440917969,0.563631119024448,0.496736589467613,0.895420895830378,0.143831489115728
5,"naive",0.0625114440917969,0.561008598967279,0.50191300385529,0.895272513911008,0.143876748766193
1,"e2e + reshuffle",0.0625114440917969,0.00164191323601642,0.499429643498989,0.561697140754633,0.192184605557031
2,"e2e + reshuffle",0.0625114440917969,0.0178254400460873,0.506088277475762,0.565058198793631,0.184872224983517
3,"e2e + reshuffle",0.0625114440917969,6.46676468982528e-05,0.502362502664584,0.563191339101649,0.207430336974176
4,"e2e + reshuffle",0.0625114440917969,6.23893915172633e-06,0.494777718288075,0.556650995866385,0.199149118617547
5,"e2e + reshuffle",0.0625114440917969,0.0112736509119165,0.50146590440748,0.556353931354514,0.208123468520226
1,"e2e",0.0625114440917969,0.726120799428163,0.831704781019105,0.951694242862578,0.706988610860728
2,"e2e",0.0625114440917969,0.710112606046654,0.85274391691088,0.9482713537079,0.706911665094244
3,"e2e",0.0625114440917969,0.707454791905452,0.875889014531774,0.95137350506098,0.715680836050848
4,"e2e",0.0625114440917969,0.711105709275558,0.869111021817979,0.949415406423185,0.713235977020053
5,"e2e",0.0625114440917969,0.720576704223428,0.877928977365965,0.949642495878532,0.709379476853928
1,"naive",0.125007629394531,0.56454330280373,0.500824770224564,0.895531096579963,0.142896431608061
2,"naive",0.125007629394531,0.563373734299927,0.496355497975848,0.895490331491713,0.142532659294085
3,"naive",0.125007629394531,0.563221913343862,0.498765343069904,0.895670011949082,0.142903056897778
4,"naive",0.125007629394531,0.562665064789177,0.492325248741418,0.895402259145394,0.142187346550049
5,"naive",0.125007629394531,0.562816564503525,0.505764127283707,0.895313234359017,0.141846559364239
1,"e2e + reshuffle",0.125007629394531,0.047798746946808,0.497619045934102,0.567541846504302,0.192266491042212
2,"e2e + reshuffle",0.125007629394531,0.00731358466132446,0.491807625746664,0.554627991252222,0.228519075822532
3,"e2e + reshuffle",0.125007629394531,0.0219242727477576,0.510400710385395,0.568276942450515,0.201578578631378
4,"e2e + reshuffle",0.125007629394531,0.000927768207822557,0.496525563169994,0.561874840430032,0.190928184725787
5,"e2e + reshuffle",0.125007629394531,0.00481770519726346,0.49112764061137,0.549744211315419,0.193789456665249
1,"e2e",0.125007629394531,0.73369587053956,0.896465293057389,0.962093059471641,0.743948158634794
2,"e2e",0.125007629394531,0.735902356832287,0.905127715543701,0.960959385120199,0.743814133737033
3,"e2e",0.125007629394531,0.742700822482746,0.898048935020405,0.961689559012257,0.743074263502422
4,"e2e",0.125007629394531,0.743583704605997,0.907520342692703,0.961845401377135,0.748893086130269
5,"e2e",0.125007629394531,0.74906642380697,0.869644559425981,0.961608986058399,0.738972025340863
1,"naive",0.187503814697266,0.565202833052426,0.495027050792336,0.89568714701352,0.141069278340565
2,"naive",0.187503814697266,0.566414475446544,0.503219556505753,0.895194768479943,0.166764534949611
3,"naive",0.187503814697266,0.562224925309227,0.497666049695266,0.895100469777172,0.140610237196471
4,"naive",0.187503814697266,0.563514967021703,0.503130634870413,0.895402640877813,0.16718536732825
5,"naive",0.187503814697266,0.565875487951654,0.495718673735589,0.895672144306451,0.140992449388391
1,"e2e + reshuffle",0.187503814697266,1.03733140579301e-05,0.5024184481153,0.560074847201172,0.195759424138915
2,"e2e + reshuffle",0.187503814697266,0.00565937011489499,0.507154872041331,0.557118843740041,0.196170264771775
3,"e2e + reshuffle",0.187503814697266,0.00154985603580829,0.495881393115366,0.56124914327312,0.203832438886595
4,"e2e + reshuffle",0.187503814697266,0.000141740117765029,0.503919813143912,0.555687583485558,0.20474958058638
5,"e2e + reshuffle",0.187503814697266,0.00129571430610691,0.493995353645695,0.560186395675615,0.229579648411014
1,"e2e",0.187503814697266,0.763061903834362,0.924233730087043,0.967068032490242,0.757632368983713
2,"e2e",0.187503814697266,0.754056583518856,0.918415406532672,0.967972677525002,0.753513755560956
3,"e2e",0.187503814697266,0.761147132632068,0.925017906986455,0.965782317275754,0.755784344397864
4,"e2e",0.187503814697266,0.750298998818489,0.904577518328782,0.966653821233633,0.863552230790597
5,"e2e",0.187503814697266,0.764804302877244,0.92486198782925,0.966512448996846,0.87851624293479
1,"naive",0.25,0.564521323593244,0.498641502552881,0.895663912955873,0.168456950738038
2,"naive",0.25,0.558816894648526,0.493722040155654,0.894910621416995,0.137953685823578
3,"naive",0.25,0.56408775584677,0.505307757534343,0.895173696970673,0.167581396136462
4,"naive",0.25,0.561429443813183,0.499411894129779,0.89576410957802,0.139235127553511
5,"naive",0.25,0.563350565157367,0.499362697545771,0.894988105318334,0.139178328564067
1,"e2e + reshuffle",0.25,0.00449503091684493,0.495319181497683,0.556812325758949,0.187203242368159
2,"e2e + reshuffle",0.25,5.88842715670391e-05,0.508532978399688,0.556526288110535,0.19487379727156
3,"e2e + reshuffle",0.25,6.70915161897155e-05,0.487297158876489,0.567275628901149,0.223933928001395
4,"e2e + reshuffle",0.25,0.00140177228821692,0.492503626832236,0.552879719958605,0.194762393898301
5,"e2e + reshuffle",0.25,0.00352487816815624,0.493076726136574,0.55901893066849,0.191902837035476
1,"e2e",0.25,0.767899853562983,0.924193086843689,0.970644142014786,0.758224344580573
2,"e2e",0.25,0.764416457322865,0.925131840016708,0.970808497413573,0.756339088305006
3,"e2e",0.25,0.775437178943955,0.925495779707232,0.968993280994482,0.757464630019966
4,"e2e",0.25,0.762736022495923,0.916658743219358,0.969863115605834,0.755575698567905
5,"e2e",0.25,0.776499570475912,0.933763813345004,0.969684247108219,0.895358249313533
