"rep","method","frac","richness.r2","feasible.and.stable.balanced_accuracy","composition.balanced_accuracy","abundance.r2","sampling_strategy","num_train","num_species","num_replicates_in_data","num_cases"
3,"naive",8.85866790410083e-06,0.301106749098126,0.5,0.842537355040143,NA,"high-1",1,12,1,4096
4,"naive",8.85866790410083e-06,0.30167890409681,0.5,0.842546904184439,NA,"high-1",1,12,1,4096
5,"naive",8.85866790410083e-06,0.30167890409681,0.5,0.842546904184439,NA,"high-1",1,12,1,4096
1,"e2e + reshuffle",8.85866790410083e-06,0.500690989663023,0.5,0.569364242224456,0.000313966938928378,"high-1",1,12,1,4096
2,"e2e + reshuffle",8.85866790410083e-06,0.503035042029664,0.5,0.565796769278679,NA,"high-1",1,12,1,4096
3,"e2e + reshuffle",8.85866790410083e-06,0.499665263289755,0.5,0.596014411124375,NA,"high-1",1,12,1,4096
4,"e2e + reshuffle",8.85866790410083e-06,0.500690989663023,0.5,0.47556506475844,NA,"high-1",1,12,1,4096
5,"e2e + reshuffle",8.85866790410083e-06,0.499665263289755,0.5,0.598130857821203,NA,"high-1",1,12,1,4096
1,"e2e",8.85866790410083e-06,0.499665263289755,0.5,0.596014411124375,0.00100017309370325,"high-1",1,12,1,4096
2,"e2e",8.85866790410083e-06,0.500690989663023,0.5,0.47556506475844,NA,"high-1",1,12,1,4096
3,"e2e",8.85866790410083e-06,0.500690989663023,0.5,0.569364242224456,NA,"high-1",1,12,1,4096
4,"e2e",8.85866790410083e-06,0.500690989663023,0.5,0.47556506475844,NA,"high-1",1,12,1,4096
5,"e2e",8.85866790410083e-06,0.500690989663023,0.5,0.613501994967132,NA,"high-1",1,12,1,4096
1,"naive",1.83298071083244e-05,0.301109863235787,0.5,0.842551293487957,2.59996599075955e-05,"high-1",1,12,1,4096
2,"naive",1.83298071083244e-05,0.30067209008996,0.5,0.842527806428233,NA,"high-1",1,12,1,4096
3,"naive",1.83298071083244e-05,0.301109863235787,0.5,0.842551293487957,NA,"high-1",1,12,1,4096
4,"naive",1.83298071083244e-05,0.30167890409681,0.5,0.842546904184439,NA,"high-1",1,12,1,4096
5,"naive",1.83298071083244e-05,0.30167890409681,0.5,0.842546904184439,NA,"high-1",1,12,1,4096
1,"e2e + reshuffle",1.83298071083244e-05,0.500690989663023,0.5,0.613501994967132,0.000470173362945301,"high-1",1,12,1,4096
2,"e2e + reshuffle",1.83298071083244e-05,0.499665263289755,0.5,0.525190877757363,NA,"high-1",1,12,1,4096
3,"e2e + reshuffle",1.83298071083244e-05,0.500690989663023,0.5,0.613501994967132,NA,"high-1",1,12,1,4096
4,"e2e + reshuffle",1.83298071083244e-05,0.500691455355154,0.5,0.613501994967132,NA,"high-1",1,12,1,4096
5,"e2e + reshuffle",1.83298071083244e-05,0.499665263289755,0.5,0.598130857821203,NA,"high-1",1,12,1,4096
1,"e2e",1.83298071083244e-05,0.499665263289755,0.5,0.590439380801024,0.00144104681125973,"high-1",1,12,1,4096
2,"e2e",1.83298071083244e-05,0.500690989663023,0.5,0.47556506475844,NA,"high-1",1,12,1,4096
3,"e2e",1.83298071083244e-05,0.500690989663023,0.5,0.569364242224456,NA,"high-1",1,12,1,4096
4,"e2e",1.83298071083244e-05,0.500691455355154,0.5,0.613501994967132,NA,"high-1",1,12,1,4096
5,"e2e",1.83298071083244e-05,0.499665263289755,0.5,0.590439380801024,NA,"high-1",1,12,1,4096
1,"naive",3.79269019073225e-05,0.301106749098126,0.5,0.842537355040143,2.58697302022467e-05,"high-1",1,12,1,4096
2,"naive",3.79269019073225e-05,0.30167890409681,0.5,0.842546904184439,NA,"high-1",1,12,1,4096
3,"naive",3.79269019073225e-05,0.30067209008996,0.5,0.842527806428233,NA,"high-1",1,12,1,4096
4,"naive",3.79269019073225e-05,0.301106749098126,0.5,0.842537355040143,NA,"high-1",1,12,1,4096
5,"naive",3.79269019073225e-05,0.30067209008996,0.5,0.842527806428233,NA,"high-1",1,12,1,4096
1,"e2e + reshuffle",3.79269019073225e-05,0.499665263289755,0.5,0.525190877757363,0.00122931512144183,"high-1",1,12,1,4096
2,"e2e + reshuffle",3.79269019073225e-05,0.503023608381403,0.5,0.569761997449973,NA,"high-1",1,12,1,4096
3,"e2e + reshuffle",3.79269019073225e-05,0.503023608381403,0.5,0.569761997449973,NA,"high-1",1,12,1,4096
4,"e2e + reshuffle",3.79269019073225e-05,0.499665263289755,0.5,0.525190877757363,NA,"high-1",1,12,1,4096
5,"e2e + reshuffle",3.79269019073225e-05,0.500691455355154,0.5,0.613501994967132,NA,"high-1",1,12,1,4096
1,"e2e",3.79269019073225e-05,0.500690989663023,0.5,0.47556506475844,1.24500604280251e-05,"high-1",1,12,1,4096
2,"e2e",3.79269019073225e-05,0.499665263289755,0.5,0.590439380801024,NA,"high-1",1,12,1,4096
3,"e2e",3.79269019073225e-05,0.500691455355154,0.5,0.613501994967132,NA,"high-1",1,12,1,4096
4,"e2e",3.79269019073225e-05,0.499665263289755,0.5,0.590439380801024,NA,"high-1",1,12,1,4096
5,"e2e",3.79269019073225e-05,0.500691455355154,0.5,0.613501994967132,NA,"high-1",1,12,1,4096
1,"naive",7.84759970351462e-05,0.30167890409681,0.5,0.842546904184439,2.58386451203986e-05,"high-1",1,12,1,4096
2,"naive",7.84759970351462e-05,0.301106749098126,0.5,0.842537355040143,NA,"high-1",1,12,1,4096
3,"naive",7.84759970351462e-05,0.301106749098126,0.5,0.842537355040143,NA,"high-1",1,12,1,4096
4,"naive",7.84759970351462e-05,0.301106749098126,0.5,0.842537355040143,NA,"high-1",1,12,1,4096
5,"naive",7.84759970351462e-05,0.30167890409681,0.5,0.842546904184439,NA,"high-1",1,12,1,4096
1,"e2e + reshuffle",7.84759970351462e-05,0.499665263289755,0.5,0.525190877757363,0.00122931512144183,"high-1",1,12,1,4096
2,"e2e + reshuffle",7.84759970351462e-05,0.499665263289755,0.5,0.596014411124375,NA,"high-1",1,12,1,4096
3,"e2e + reshuffle",7.84759970351462e-05,0.499665263289755,0.5,0.596014411124375,NA,"high-1",1,12,1,4096
4,"e2e + reshuffle",7.84759970351462e-05,0.499665263289755,0.5,0.598130857821203,NA,"high-1",1,12,1,4096
5,"e2e + reshuffle",7.84759970351462e-05,0.500690989663023,0.5,0.569364242224456,NA,"high-1",1,12,1,4096
1,"e2e",7.84759970351462e-05,0.499665263289755,0.5,0.596014411124375,0.000402759131914476,"high-1",1,12,1,4096
2,"e2e",7.84759970351462e-05,0.500690989663023,0.5,0.613501994967132,NA,"high-1",1,12,1,4096
3,"e2e",7.84759970351462e-05,0.499665263289755,0.5,0.596014411124375,NA,"high-1",1,12,1,4096
4,"e2e",7.84759970351462e-05,0.499665263289755,0.5,0.590439380801024,NA,"high-1",1,12,1,4096
5,"e2e",7.84759970351462e-05,0.499665263289755,0.5,0.590439380801024,NA,"high-1",1,12,1,4096
1,"naive",0.000162377673918872,0.301106749098126,0.5,0.842537355040143,2.59376216573454e-05,"high-1",1,12,1,4096
2,"naive",0.000162377673918872,0.30167890409681,0.5,0.842546904184439,NA,"high-1",1,12,1,4096
3,"naive",0.000162377673918872,0.301106749098126,0.5,0.842537355040143,NA,"high-1",1,12,1,4096
4,"naive",0.000162377673918872,0.301106749098126,0.5,0.842537355040143,NA,"high-1",1,12,1,4096
5,"naive",0.000162377673918872,0.30067209008996,0.5,0.842527806428233,NA,"high-1",1,12,1,4096
1,"e2e + reshuffle",0.000162377673918872,0.500690989663023,0.5,0.613501994967132,0.00078734009508437,"high-1",1,12,1,4096
2,"e2e + reshuffle",0.000162377673918872,0.500691455355154,0.5,0.613501994967132,NA,"high-1",1,12,1,4096
3,"e2e + reshuffle",0.000162377673918872,0.499665263289755,0.5,0.598130857821203,NA,"high-1",1,12,1,4096
4,"e2e + reshuffle",0.000162377673918872,0.500690989663023,0.5,0.613501994967132,NA,"high-1",1,12,1,4096
5,"e2e + reshuffle",0.000162377673918872,0.499665263289755,0.5,0.525190877757363,NA,"high-1",1,12,1,4096
1,"e2e",0.000162377673918872,0.500691455355154,0.5,0.613501994967132,0.00131258586718689,"high-1",1,12,1,4096
2,"e2e",0.000162377673918872,0.499665263289755,0.5,0.596014411124375,NA,"high-1",1,12,1,4096
3,"e2e",0.000162377673918872,0.503035042029664,0.5,0.565796769278679,NA,"high-1",1,12,1,4096
4,"e2e",0.000162377673918872,0.499665263289755,0.5,0.596014411124375,NA,"high-1",1,12,1,4096
5,"e2e",0.000162377673918872,0.499665263289755,0.5,0.598130857821203,NA,"high-1",1,12,1,4096
1,"naive",0.000335981828628378,0.301886905325042,0.5,0.842609374564314,2.62351253521569e-05,"high-1",2,12,1,4096
2,"naive",0.000335981828628378,0.300603284068461,0.5,0.842590269064548,NA,"high-1",2,12,1,4096
3,"naive",0.000335981828628378,0.301179578152359,0.5,0.842613763105064,NA,"high-1",2,12,1,4096
4,"naive",0.000335981828628378,0.301176139972788,0.5,0.842599821548071,NA,"high-1",2,12,1,4096
5,"naive",0.000335981828628378,0.301749290394385,0.5,0.842609374564314,NA,"high-1",2,12,1,4096
1,"e2e + reshuffle",0.000335981828628378,0.49964713939282,0.5,0.598197457584705,0.00137310303179912,"high-1",2,12,1,4096
2,"e2e + reshuffle",0.000335981828628378,0.499776492034917,0.5,0.61341333006584,NA,"high-1",2,12,1,4096
3,"e2e + reshuffle",0.000335981828628378,0.500136238230437,0.5,0.595955270748645,NA,"high-1",2,12,1,4096
4,"e2e + reshuffle",0.000335981828628378,0.499384066712444,0.5,0.613388595354926,NA,"high-1",2,12,1,4096
5,"e2e + reshuffle",0.000335981828628378,0.499970033950939,0.5,0.475592638938631,NA,"high-1",2,12,1,4096
1,"e2e",0.000335981828628378,0.499728053451367,0.5,0.61341333006584,0.00105364193297987,"high-1",2,12,1,4096
2,"e2e",0.000335981828628378,0.500136236152919,0.5,0.56969450763748,NA,"high-1",2,12,1,4096
3,"e2e",0.000335981828628378,0.500450847025568,0.5,0.613516605218427,NA,"high-1",2,12,1,4096
4,"e2e",0.000335981828628378,0.500041965276167,0.5,0.613438062903432,NA,"high-1",2,12,1,4096
5,"e2e",0.000335981828628378,0.500121787651713,0.5,0.565740881731539,NA,"high-1",2,12,1,4096
1,"naive",0.000695192796177561,0.30023899335655,0.5,0.842657147637905,2.61728421258337e-05,"high-1",3,12,1,4096
2,"naive",0.000695192796177561,0.301521367915506,0.5,0.842662315930388,NA,"high-1",3,12,1,4096
3,"naive",0.000695192796177561,0.300672417346866,0.5,0.842652759572747,NA,"high-1",3,12,1,4096
4,"naive",0.000695192796177561,0.301958088091544,0.5,0.842671872821085,NA,"high-1",3,12,1,4096
5,"naive",0.000695192796177561,0.300672417346866,0.5,0.842652759572747,NA,"high-1",3,12,1,4096
1,"e2e + reshuffle",0.000695192796177561,0.499925612576069,0.5,0.594781526811116,0.00104109510112978,"high-1",3,12,1,4096
2,"e2e + reshuffle",0.000695192796177561,0.500051963780499,0.5,0.598084176769547,NA,"high-1",3,12,1,4096
3,"e2e + reshuffle",0.000695192796177561,0.499951491932905,0.5,0.557603391325975,NA,"high-1",3,12,1,4096
4,"e2e + reshuffle",0.000695192796177561,0.500104420360531,0.5,0.563557642485577,NA,"high-1",3,12,1,4096
5,"e2e + reshuffle",0.000695192796177561,0.499829931593916,0.5,0.547049496479808,NA,"high-1",3,12,1,4096
1,"e2e",0.000695192796177561,0.49968313041125,0.5,0.635435962392717,0.000910962266945725,"high-1",3,12,1,4096
2,"e2e",0.000695192796177561,0.500363550683983,0.5,0.613481750702333,NA,"high-1",3,12,1,4096
3,"e2e",0.000695192796177561,0.500350781891751,0.5,0.613403179232013,NA,"high-1",3,12,1,4096
4,"e2e",0.000695192796177561,0.500159536641599,0.5,0.632439858209088,NA,"high-1",3,12,1,4096
5,"e2e",0.000695192796177561,0.500395156954572,0.5,0.624014332846721,NA,"high-1",3,12,1,4096
1,"naive",0.00143844988828766,0.301603567545224,0.5,0.842863920517973,2.65731144957073e-05,"high-1",6,12,1,4096
2,"naive",0.00143844988828766,0.301603567545224,0.5,0.842863920517973,NA,"high-1",6,12,1,4096
3,"naive",0.00143844988828766,0.298716526080797,0.5,0.842802131874878,NA,"high-1",6,12,1,4096
4,"naive",0.00143844988828766,0.301598808167438,0.5,0.842849966510382,NA,"high-1",6,12,1,4096
5,"naive",0.00143844988828766,0.299158703701836,0.5,0.842825650184172,NA,"high-1",6,12,1,4096
1,"e2e + reshuffle",0.00143844988828766,0.00400801672190274,0.5,0.616552704132366,0.00114580537415239,"high-1",6,12,1,4096
2,"e2e + reshuffle",0.00143844988828766,0.0116356353582502,0.5,0.589050027341766,NA,"high-1",6,12,1,4096
3,"e2e + reshuffle",0.00143844988828766,0.00177769621681859,0.5,0.593826271392569,NA,"high-1",6,12,1,4096
4,"e2e + reshuffle",0.00143844988828766,0.01009612535603,0.5,0.597975352933359,NA,"high-1",6,12,1,4096
5,"e2e + reshuffle",0.00143844988828766,0.0182074081248987,0.5,0.605306803660479,NA,"high-1",6,12,1,4096
1,"e2e",0.00143844988828766,0.000693905821576379,0.5,0.62950120343347,0.00109071494396578,"high-1",6,12,1,4096
2,"e2e",0.00143844988828766,0.00483385442280867,0.5,0.635529047239566,NA,"high-1",6,12,1,4096
3,"e2e",0.00143844988828766,0.00150535808545374,0.5,0.635663198375322,NA,"high-1",6,12,1,4096
4,"e2e",0.00143844988828766,0.000346205166509325,0.5,0.629557899182999,NA,"high-1",6,12,1,4096
5,"e2e",0.00143844988828766,0.00127209142563316,0.5,0.617383438307832,NA,"high-1",6,12,1,4096
1,"naive",0.00297635144163132,0.298768571401114,0.5,0.843245207087362,2.7604423789403e-05,"high-1",13,12,1,4096
2,"naive",0.00297635144163132,0.298768571401114,0.5,0.843245207087362,NA,"high-1",13,12,1,4096
3,"naive",0.00297635144163132,0.298768571401114,0.5,0.843245207087362,NA,"high-1",13,12,1,4096
4,"naive",0.00297635144163132,0.298768571401114,0.5,0.843245207087362,NA,"high-1",13,12,1,4096
5,"naive",0.00297635144163132,0.298768571401114,0.5,0.843245207087362,NA,"high-1",13,12,1,4096
1,"e2e + reshuffle",0.00297635144163132,0.00137798292118341,0.5,0.553716733971437,0.00110866311809574,"high-1",13,12,1,4096
2,"e2e + reshuffle",0.00297635144163132,0.000176728702530452,0.5,0.556045301299292,NA,"high-1",13,12,1,4096
3,"e2e + reshuffle",0.00297635144163132,0.000711745366196933,0.5,0.55986505133414,NA,"high-1",13,12,1,4096
4,"e2e + reshuffle",0.00297635144163132,0.000887435142355034,0.5,0.608762285571397,NA,"high-1",13,12,1,4096
5,"e2e + reshuffle",0.00297635144163132,0.000150515751155623,0.5,0.600423983292805,NA,"high-1",13,12,1,4096
1,"e2e",0.00297635144163132,0.00217689109812288,0.5,0.630574078588014,0.00111121821685286,"high-1",13,12,1,4096
2,"e2e",0.00297635144163132,0.000962688499533537,0.5,0.633308027758392,NA,"high-1",13,12,1,4096
3,"e2e",0.00297635144163132,0.00148981241263788,0.5,0.634587279306689,NA,"high-1",13,12,1,4096
4,"e2e",0.00297635144163132,0.0016315363880432,0.5,0.634595193467477,NA,"high-1",13,12,1,4096
5,"e2e",0.00297635144163132,0.00172556553079022,0.5,0.632536304023633,NA,"high-1",13,12,1,4096
1,"naive",1e-06,0.301152842579919,0.5,0.842523416592328,2.59426263940764e-05,"high-2",1,12,1,4096
2,"naive",1e-06,0.301575027775989,0.5,0.842532965348053,NA,"high-2",1,12,1,4096
3,"naive",1e-06,0.302134974719094,0.5,0.842542514636186,NA,"high-2",1,12,1,4096
4,"naive",1e-06,0.301152842579919,0.5,0.842523416592328,NA,"high-2",1,12,1,4096
5,"naive",1e-06,0.300868083171014,0.5,0.842513868368968,NA,"high-2",1,12,1,4096
1,"e2e + reshuffle",1e-06,0.500690989663023,0.5,0.418573159462634,1.73872837952731e-05,"high-2",1,12,1,4096
2,"e2e + reshuffle",1e-06,0.500690989663023,0.5,0.47556506475844,NA,"high-2",1,12,1,4096
3,"e2e + reshuffle",1e-06,0.500690989663023,0.5,0.56002046064969,NA,"high-2",1,12,1,4096
4,"e2e + reshuffle",1e-06,0.499665263289755,0.5,0.567777914949626,NA,"high-2",1,12,1,4096
5,"e2e + reshuffle",1e-06,0.499665263289755,0.5,0.507278511811041,NA,"high-2",1,12,1,4096
1,"e2e",1e-06,0.499665263289755,0.5,0.596014411124375,0.000402759131914476,"high-2",1,12,1,4096
2,"e2e",1e-06,0.500690989663023,0.5,0.487180262848618,NA,"high-2",1,12,1,4096
3,"e2e",1e-06,0.503018241248525,0.5,0.527176982358424,NA,"high-2",1,12,1,4096
4,"e2e",1e-06,0.503023608381403,0.5,0.569761997449973,NA,"high-2",1,12,1,4096
5,"e2e",1e-06,0.503024207626191,0.5,0.507872897069438,NA,"high-2",1,12,1,4096
1,"naive",2.06913808111479e-06,0.301152842579919,0.5,0.842523416592328,2.59426263940764e-05,"high-2",1,12,1,4096
2,"naive",2.06913808111479e-06,0.30115284257992,0.5,0.842523416592328,NA,"high-2",1,12,1,4096
3,"naive",2.06913808111479e-06,0.301575027775989,0.5,0.842532965348053,NA,"high-2",1,12,1,4096
4,"naive",2.06913808111479e-06,0.301575027775989,0.5,0.842532965348053,NA,"high-2",1,12,1,4096
5,"naive",2.06913808111479e-06,0.301152842579919,0.5,0.842523416592328,NA,"high-2",1,12,1,4096
1,"e2e + reshuffle",2.06913808111479e-06,0.499665263289755,0.5,0.568810327972469,0.000183860791144271,"high-2",1,12,1,4096
2,"e2e + reshuffle",2.06913808111479e-06,0.500690989663023,0.5,0.57029345807167,NA,"high-2",1,12,1,4096
3,"e2e + reshuffle",2.06913808111479e-06,0.503024207626191,0.5,0.61153701061325,NA,"high-2",1,12,1,4096
4,"e2e + reshuffle",2.06913808111479e-06,0.499665263289755,0.5,0.567777914949626,NA,"high-2",1,12,1,4096
5,"e2e + reshuffle",2.06913808111479e-06,0.499665263289755,0.5,0.5502268935613,NA,"high-2",1,12,1,4096
1,"e2e",2.06913808111479e-06,0.500690989663023,0.5,0.487180262848618,0.000862666520053049,"high-2",1,12,1,4096
2,"e2e",2.06913808111479e-06,0.500690989663023,0.5,0.569364242224456,NA,"high-2",1,12,1,4096
3,"e2e",2.06913808111479e-06,0.499665263289755,0.5,0.567777914949626,NA,"high-2",1,12,1,4096
4,"e2e",2.06913808111479e-06,0.499665263289755,0.5,0.598130857821203,NA,"high-2",1,12,1,4096
5,"e2e",2.06913808111479e-06,0.499665263289755,0.5,0.567777914949626,NA,"high-2",1,12,1,4096
1,"naive",4.2813323987194e-06,0.301106749098126,0.5,0.842537355040143,2.58697302022467e-05,"high-2",1,12,1,4096
2,"naive",4.2813323987194e-06,0.30067209008996,0.5,0.842527806428233,NA,"high-2",1,12,1,4096
3,"naive",4.2813323987194e-06,0.301575027775989,0.5,0.842532965348053,NA,"high-2",1,12,1,4096
4,"naive",4.2813323987194e-06,0.301575027775989,0.5,0.842532965348053,NA,"high-2",1,12,1,4096
5,"naive",4.2813323987194e-06,0.301575027775989,0.5,0.842532965348053,NA,"high-2",1,12,1,4096
1,"e2e + reshuffle",4.2813323987194e-06,0.500690989663023,0.5,0.487180262848618,0.000862666520053049,"high-2",1,12,1,4096
2,"e2e + reshuffle",4.2813323987194e-06,0.499665263289755,0.5,0.493340936002664,NA,"high-2",1,12,1,4096
3,"e2e + reshuffle",4.2813323987194e-06,0.503023608381403,0.5,0.569761997449973,NA,"high-2",1,12,1,4096
4,"e2e + reshuffle",4.2813323987194e-06,0.499665263289755,0.5,0.598130857821203,NA,"high-2",1,12,1,4096
5,"e2e + reshuffle",4.2813323987194e-06,0.499665263289755,0.5,0.567777914949626,NA,"high-2",1,12,1,4096
1,"e2e",4.2813323987194e-06,0.503023608381403,0.5,0.575078672061402,0.00108891950236728,"high-2",1,12,1,4096
2,"e2e",4.2813323987194e-06,0.500690989663023,0.5,0.569364242224456,NA,"high-2",1,12,1,4096
3,"e2e",4.2813323987194e-06,0.499665263289755,0.5,0.567777914949626,NA,"high-2",1,12,1,4096
4,"e2e",4.2813323987194e-06,0.499665263289755,0.5,0.598130857821203,NA,"high-2",1,12,1,4096
5,"e2e",4.2813323987194e-06,0.500690989663023,0.5,0.55041856356181,NA,"high-2",1,12,1,4096
1,"naive",8.85866790410083e-06,0.302389096008159,0.5,0.842556453861165,2.58734833715311e-05,"high-2",1,12,1,4096
2,"naive",8.85866790410083e-06,0.301152842579919,0.5,0.842523416592328,NA,"high-2",1,12,1,4096
3,"naive",8.85866790410083e-06,0.301152842579919,0.5,0.842523416592328,NA,"high-2",1,12,1,4096
4,"naive",8.85866790410083e-06,0.301152842579919,0.5,0.842523416592328,NA,"high-2",1,12,1,4096
5,"naive",8.85866790410083e-06,0.301575027775989,0.5,0.842532965348053,NA,"high-2",1,12,1,4096
1,"e2e + reshuffle",8.85866790410083e-06,0.500690989663023,0.5,0.613501994967132,0.00078734009508437,"high-2",1,12,1,4096
2,"e2e + reshuffle",8.85866790410083e-06,0.499665263289755,0.5,0.590439380801024,NA,"high-2",1,12,1,4096
3,"e2e + reshuffle",8.85866790410083e-06,0.499665263289755,0.5,0.527358945105333,NA,"high-2",1,12,1,4096
4,"e2e + reshuffle",8.85866790410083e-06,0.500690989663023,0.5,0.585935258166443,NA,"high-2",1,12,1,4096
5,"e2e + reshuffle",8.85866790410083e-06,0.499665263289755,0.5,0.590439380801024,NA,"high-2",1,12,1,4096
1,"e2e",8.85866790410083e-06,0.500690989663023,0.5,0.569364242224456,0.000238249067690022,"high-2",1,12,1,4096
2,"e2e",8.85866790410083e-06,0.500690989663023,0.5,0.56053669167592,NA,"high-2",1,12,1,4096
3,"e2e",8.85866790410083e-06,0.499178101147493,0.5,0.536784954940664,NA,"high-2",1,12,1,4096
4,"e2e",8.85866790410083e-06,0.503023608381403,0.5,0.580653437673387,NA,"high-2",1,12,1,4096
5,"e2e",8.85866790410083e-06,0.503035042029664,0.5,0.565796769278679,NA,"high-2",1,12,1,4096
1,"naive",1.83298071083244e-05,0.300868083171014,0.5,0.842513868368968,2.58325005806072e-05,"high-2",1,12,1,4096
2,"naive",1.83298071083244e-05,0.302389096008159,0.5,0.842556453861165,NA,"high-2",1,12,1,4096
3,"naive",1.83298071083244e-05,0.301575027775989,0.5,0.842532965348053,NA,"high-2",1,12,1,4096
