"rep","method","richness_mae","feasible_and_stable_balanced_accuracy","composition_balanced_accuracy_mean","abundance_mae_mean","sampling_strategy","num_train","num_species_dataset","num_replicates_dataset","num_cases_dataset","num_losses_mean_train","abundance_q95_dataset","abundance_skewness_dataset","abundance_skewness_nonzero_dataset","abundance_final_skewness_mean_train","abundance_final_skewness_nonzero_mean_train"
2,"naive",1.53397391901167,NA,0.868559638435842,28.4746434835659,"high-2",10,9,3,1467,3.2,191,2.36520779911582,0.747766069149664,1.84243171152712,0.70271709052422
3,"naive",1.53191489361702,NA,0.868611220279033,28.4624418515977,"high-2",10,9,3,1467,3.5,191,2.36520779911582,0.747766069149664,1.78981870797351,0.534140794630614
4,"naive",1.53328757721345,NA,0.868496593960831,28.4735758407687,"high-2",10,9,3,1467,3.3,191,2.36520779911582,0.747766069149664,2.00952755470919,0.762697772442564
5,"naive",1.53260123541524,NA,0.868512969149145,28.4830321055441,"high-2",10,9,3,1467,3.4,191,2.36520779911582,0.747766069149664,2.07381043319952,0.80723137170901
1,"e2e + reshuffle",1.2686582922073,NA,0.654358256369948,28.3758340959353,"high-2",10,9,3,1467,2.9,191,2.36520779911582,0.747766069149664,1.76333260129154,0.676682902997398
2,"e2e + reshuffle",0.958742841890816,NA,0.655876645706426,34.4639861206436,"high-2",10,9,3,1467,3.6,191,2.36520779911582,0.747766069149664,2.20522150216881,0.826588820062729
3,"e2e + reshuffle",1.31788752383131,NA,0.662452511953887,30.0619995424388,"high-2",10,9,3,1467,2.8,191,2.36520779911582,0.747766069149664,1.65028243833429,0.614861245900273
4,"e2e + reshuffle",1.40801166726585,NA,0.667659412458243,27.7033811866087,"high-2",10,9,3,1467,3.2,191,2.36520779911582,0.747766069149664,2.03135155066222,0.829383852535114
5,"e2e + reshuffle",1.45523334858537,NA,0.654849512019388,34.2286852741554,"high-2",10,9,3,1467,2.8,191,2.36520779911582,0.747766069149664,2.04746675356742,0.966202035734942
1,"e2e",1.23639901134098,NA,0.767203772843388,24.528063753527,"high-2",10,9,3,1467,2.7,191,2.36520779911582,0.747766069149664,2.3510106593561,1.25630728948855
2,"e2e",0.919398894227103,NA,0.722255518438462,26.8917772439564,"high-2",10,9,3,1467,3.4,191,2.36520779911582,0.747766069149664,1.737331485731,0.446978591337812
3,"e2e",1.03179585090041,NA,0.736521991877907,24.4815593304354,"high-2",10,9,3,1467,3.2,191,2.36520779911582,0.747766069149664,1.88881317366516,0.675215764245882
4,"e2e",1.23292345327973,NA,0.737326013624157,23.7462203538473,"high-2",10,9,3,1467,3.1,191,2.36520779911582,0.747766069149664,1.77233571554416,0.554418768819339
5,"e2e",0.831768700635138,NA,0.775105210584922,17.5911786013879,"high-2",10,9,3,1467,3.7,191,2.36520779911582,0.747766069149664,2.17421588493487,0.99118823430008
1,"naive",1.53603294440631,NA,0.868164177638043,28.4606878670022,"high-3",10,9,3,1467,2.9,191,2.36520779911582,0.747766069149664,2.26959185214852,0.98641448425216
2,"naive",1.53809196980096,NA,0.867907905940918,28.4702203919774,"high-3",10,9,3,1467,2.6,191,2.36520779911582,0.747766069149664,2.50511779615765,1.12683252220286
3,"naive",1.53809196980096,NA,0.868072476583481,28.4912682071227,"high-3",10,9,3,1467,2.6,191,2.36520779911582,0.747766069149664,2.3308015607116,1.06812107670903
4,"naive",1.53877831159918,NA,0.867939837558132,28.4679325859834,"high-3",10,9,3,1467,2.5,191,2.36520779911582,0.747766069149664,1.85270449268208,0.657228657794505
5,"naive",1.53740562800275,NA,0.868164177638043,28.4790665751544,"high-3",10,9,3,1467,2.7,191,2.36520779911582,0.747766069149664,2.27365872441319,1.03882382342005
1,"e2e + reshuffle",0.847674429955007,NA,0.629658331695815,30.2546709372379,"high-3",10,9,3,1467,2.5,191,2.36520779911582,0.747766069149664,2.3114010367833,1.01022721504544
2,"e2e + reshuffle",1.18903722042466,NA,0.652552482478548,32.3484757492565,"high-3",10,9,3,1467,2.5,191,2.36520779911582,0.747766069149664,2.07474859676623,0.922779511924084
3,"e2e + reshuffle",0.76500602128749,NA,0.604483117180848,31.4130252421261,"high-3",10,9,3,1467,2.5,191,2.36520779911582,0.747766069149664,1.9751883872101,0.717067659459133
4,"e2e + reshuffle",1.04397612238673,NA,0.657212042313487,32.0133788988027,"high-3",10,9,3,1467,2.5,191,2.36520779911582,0.747766069149664,2.1454378261501,0.950288678852871
5,"e2e + reshuffle",0.727582273316556,NA,0.654968641514377,32.1758560207428,"high-3",10,9,3,1467,3.1,191,2.36520779911582,0.747766069149664,1.96093434213337,0.642303279450457
1,"e2e",0.989234204333758,NA,0.811901896246807,16.8675741630443,"high-3",10,9,3,1467,2.9,191,2.36520779911582,0.747766069149664,2.22565053273802,0.876887055166712
2,"e2e",0.798124691963264,NA,0.790242844042707,17.1685016777244,"high-3",10,9,3,1467,2.8,191,2.36520779911582,0.747766069149664,2.31716744778688,1.1069189526641
3,"e2e",1.0338948867536,NA,0.808914243138796,19.811942347289,"high-3",10,9,3,1467,2.3,191,2.36520779911582,0.747766069149664,2.01723343924629,0.800623778375635
4,"e2e",1.41736218093277,NA,0.805552826357503,25.1402425074354,"high-3",10,9,3,1467,2.3,191,2.36520779911582,0.747766069149664,2.07416578746014,0.922004207187319
5,"e2e",0.969835887505311,NA,0.796017554201873,21.3923301304049,"high-3",10,9,3,1467,2.5,191,2.36520779911582,0.747766069149664,2.4261053345931,1.21699827095975
1,"naive",1.55593685655456,NA,0.866502322082679,28.5261191184321,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.99108288335695,0.189717176586468
2,"naive",1.55593685655456,NA,0.86631869391498,28.505757645085,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.76561792812245,0.417226137432158
3,"naive",1.55593685655456,NA,0.86631869391498,28.5037748798902,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.73620796214893,0.27223120614881
4,"naive",1.55593685655456,NA,0.866410571101293,28.5139174864638,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.8445114693103,0.0570257894747778
5,"naive",1.55593685655456,NA,0.866410571101293,28.5091130938763,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.86364450925757,0.130686853126252
1,"e2e + reshuffle",2.48577925014435,NA,0.501699453819989,29.4560264622893,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.98243737147012,-0.0513292840668396
2,"e2e + reshuffle",2.39412913303047,NA,0.502274586810669,29.5424006710898,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.82637231451874,0.071701928152534
3,"e2e + reshuffle",2.0308853809197,NA,0.498934794000131,29.4857393426371,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.68120322484959,0.358893633038635
4,"e2e + reshuffle",2.5015416451504,NA,0.494279259404517,28.7240905971174,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,3.41248034964132,0.762408025167179
5,"e2e + reshuffle",2.37107384275147,NA,0.497331451480936,29.3717684740334,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.78768865008717,-0.352062466237247
1,"e2e",2.29643755270125,NA,0.513150875470463,29.3974681613666,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.89080296948273,0.0702256969848527
2,"e2e",2.33020106056149,NA,0.556084110620193,28.1169450163959,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.82798181906174,0.142553714657411
3,"e2e",2.29854279014282,NA,0.526303387334315,29.3859910012964,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.88841918789011,0.508709425773949
4,"e2e",2.32264033184081,NA,0.511535036114652,29.3120758026386,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,3.44524668019793,-0.0162287791752382
5,"e2e",2.0308853809197,NA,0.544916322787712,28.1944158468695,"low-1",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.59198103658576,-0.191100966734997
1,"naive",1.55456417295813,NA,0.866404663653632,28.4829558453443,"low-2",10,9,3,1467,0.2,191,2.36520779911582,0.747766069149664,2.3064482146291,-0.445715474356962
2,"naive",1.55525051475635,NA,0.866361678784306,28.4564172958133,"low-2",10,9,3,1467,0.1,191,2.36520779911582,0.747766069149664,2.29198823377713,-0.243693186081687
3,"naive",1.55456417295813,NA,0.866404663653632,28.476549988561,"low-2",10,9,3,1467,0.2,191,2.36520779911582,0.747766069149664,2.55696767464877,-0.767061893611773
4,"naive",1.55456417295813,NA,0.866404663653632,28.4789903149546,"low-2",10,9,3,1467,0.2,191,2.36520779911582,0.747766069149664,2.56922583514475,-0.0455933167147405
5,"naive",1.55593685655456,NA,0.866410571101293,28.5065965072829,"low-2",10,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.8472265000369,-0.176885699199195
1,"e2e + reshuffle",2.00873009281956,NA,0.513043282605138,30.3134389537101,"low-2",10,9,3,1467,0.2,191,2.36520779911582,0.747766069149664,2.67366490147251,-0.207819992182598
2,"e2e + reshuffle",1.54831545957665,NA,0.525911279229711,29.4049035308472,"low-2",10,9,3,1467,0.2,191,2.36520779911582,0.747766069149664,2.48099667874305,-0.116890082416372
3,"e2e + reshuffle",1.59171691287817,NA,0.521879298486933,30.1633112178754,"low-2",10,9,3,1467,0.4,191,2.36520779911582,0.747766069149664,2.4364407516282,-0.664447307684808
4,"e2e + reshuffle",1.48506832205772,NA,0.497132295146394,29.9871406238084,"low-2",10,9,3,1467,0.2,191,2.36520779911582,0.747766069149664,2.56019133672525,-0.33920344171067
5,"e2e + reshuffle",1.77370572931987,NA,0.516710031091474,31.7138812628689,"low-2",10,9,3,1467,0.1,191,2.36520779911582,0.747766069149664,2.6911022586856,-0.11539182639915
1,"e2e",1.54164896994259,NA,0.624542313486605,28.44616029894,"low-2",10,9,3,1467,0.2,191,2.36520779911582,0.747766069149664,2.4866966062297,-0.0950765874020682
2,"e2e",1.46821459402338,NA,0.613095647474946,25.4048272706474,"low-2",10,9,3,1467,0.2,191,2.36520779911582,0.747766069149664,2.50158459038468,-0.137209010688933
3,"e2e",1.56732303112506,NA,0.600891834396989,27.0449077251582,"low-2",10,9,3,1467,0.3,191,2.36520779911582,0.747766069149664,2.48579800387124,-0.478078310098683
4,"e2e",1.47606003039514,NA,0.665016866443964,27.1462527644322,"low-2",10,9,3,1467,0.1,191,2.36520779911582,0.747766069149664,2.44434522586886,-0.289370079983404
5,"e2e",1.48202225327102,NA,0.559728908757451,29.9769360558225,"low-2",10,9,3,1467,0.1,191,2.36520779911582,0.747766069149664,2.44911854745343,-0.353523067988659
1,"naive",1.55525051475635,NA,0.866361678784306,28.4842522687409,"low-3",10,9,3,1467,0.1,191,2.36520779911582,0.747766069149664,2.19448120911156,0.0641419433927797
2,"naive",1.55250514756349,NA,0.866552040348464,28.476168687562,"low-3",10,9,3,1467,0.5,191,2.36520779911582,0.747766069149664,2.38136621486482,-0.0814187496867393
3,"naive",1.5531914893617,NA,0.866515196174756,28.4820407229467,"low-3",10,9,3,1467,0.4,191,2.36520779911582,0.747766069149664,2.46041625905428,0.243158269261594
4,"naive",1.55250514756349,NA,0.866558181044082,28.4835659269427,"low-3",10,9,3,1467,0.5,191,2.36520779911582,0.747766069149664,2.23098222118145,0.06553906198694
5,"naive",1.55456417295813,NA,0.86641080434925,28.4444444444444,"low-3",10,9,3,1467,0.2,191,2.36520779911582,0.747766069149664,2.13456885995545,-0.250111031288383
1,"e2e + reshuffle",1.57542896144502,NA,0.542763868433972,33.5088032868146,"low-3",10,9,3,1467,0.2,191,2.36520779911582,0.747766069149664,2.54262087686096,0.140481126819936
2,"e2e + reshuffle",1.56303755052238,NA,0.472470954017346,29.087308396248,"low-3",10,9,3,1467,0.3,191,2.36520779911582,0.747766069149664,2.37777249707225,0.0684525215050005
3,"e2e + reshuffle",1.17590863810178,NA,0.479029933844239,30.1134847098299,"low-3",10,9,3,1467,0.3,191,2.36520779911582,0.747766069149664,2.50883395975082,0.414405080695965
4,"e2e + reshuffle",1.00652627163883,NA,0.597751686644396,30.2732021657897,"low-3",10,9,3,1467,0.3,191,2.36520779911582,0.747766069149664,2.23255157611066,0.149948048115801
5,"e2e + reshuffle",1.20420221263523,NA,0.491149620095631,35.6296423396629,"low-3",10,9,3,1467,0.7,191,2.36520779911582,0.747766069149664,2.49605461196343,0.150070168619714
1,"e2e",1.13328584774106,NA,0.677262722958599,25.1289178677648,"low-3",10,9,3,1467,0.3,191,2.36520779911582,0.747766069149664,2.48678258866522,0.108648184340385
2,"e2e",0.888509167565447,NA,0.724052695355997,24.3098928544193,"low-3",10,9,3,1467,0.5,191,2.36520779911582,0.747766069149664,2.47933292448158,0.402140350050104
3,"e2e",0.97979893780436,NA,0.700082285321281,25.8424940898345,"low-3",10,9,3,1467,0.6,191,2.36520779911582,0.747766069149664,2.23808263675259,-0.115561774643807
4,"e2e",1.0449799277707,NA,0.738950841684679,25.4265614275909,"low-3",10,9,3,1467,0.5,191,2.36520779911582,0.747766069149664,2.28075028891434,0.251302871618476
5,"e2e",1.23086618786156,NA,0.662988389991485,30.7578548005796,"low-3",10,9,3,1467,0.7,191,2.36520779911582,0.747766069149664,2.34164347037233,-0.249194646483915
1,"naive",1.54632807137955,NA,0.867162016113185,28.4832608861435,"mixed",10,9,3,1467,1.4,191,2.36520779911582,0.747766069149664,2.56515392351464,1.01875536834169
2,"naive",1.54770075497598,NA,0.867040839719657,28.4701441317776,"mixed",10,9,3,1467,1.2,191,2.36520779911582,0.747766069149664,2.13508241748501,0.732566184649898
3,"naive",1.54632807137955,NA,0.867139090849545,28.4616792495996,"mixed",10,9,3,1467,1.4,191,2.36520779911582,0.747766069149664,2.30853087567243,0.713677518954746
4,"naive",1.54907343857241,NA,0.866934810375319,28.4725081979715,"mixed",10,9,3,1467,1,191,2.36520779911582,0.747766069149664,2.16623375074264,0.438965079043352
5,"naive",1.54770075497598,NA,0.867019551974848,28.4814306413483,"mixed",10,9,3,1467,1.2,191,2.36520779911582,0.747766069149664,2.30014084964457,0.794139811243598
1,"e2e + reshuffle",0.826725133182991,NA,0.60604653828519,31.0459658354305,"mixed",10,9,3,1467,2.3,191,2.36520779911582,0.747766069149664,2.28405703334692,0.573124844349157
2,"e2e + reshuffle",0.953986028041965,NA,0.57683074605358,32.6159917638984,"mixed",10,9,3,1467,1.2,191,2.36520779911582,0.747766069149664,2.46578261089768,0.772947390890027
3,"e2e + reshuffle",0.944999408438736,NA,0.623578383243332,32.8570693205216,"mixed",10,9,3,1467,1.8,191,2.36520779911582,0.747766069149664,2.15354013988908,0.459998670941026
4,"e2e + reshuffle",0.734337608262248,NA,0.648786189166175,32.5525909402883,"mixed",10,9,3,1467,2,191,2.36520779911582,0.747766069149664,2.41926839361974,0.730198979423184
5,"e2e + reshuffle",0.80771864452942,NA,0.632372109779263,33.5203519408221,"mixed",10,9,3,1467,2.1,191,2.36520779911582,0.747766069149664,2.06033315068548,0.640659744720947
1,"e2e",0.754238127921038,NA,0.833468019257221,17.9931747121177,"mixed",10,9,3,1467,1.8,191,2.36520779911582,0.747766069149664,2.20359317276645,0.744008954553392
2,"e2e",0.666862032225382,NA,0.702980693652977,25.1002440326394,"mixed",10,9,3,1467,1.5,191,2.36520779911582,0.747766069149664,2.14524916080781,0.356274879676187
3,"e2e",0.768672781645259,NA,0.781150520730988,24.988856478304,"mixed",10,9,3,1467,1.4,191,2.36520779911582,0.747766069149664,2.16080445416865,0.584801261213082
4,"e2e",0.835981959015589,NA,0.726567514901421,17.8023716922138,"mixed",10,9,3,1467,1.1,191,2.36520779911582,0.747766069149664,2.06066782042128,0.613936899293515
5,"e2e",0.762918782887212,NA,0.768799125564944,20.1873713109128,"mixed",10,9,3,1467,1.9,191,2.36520779911582,0.747766069149664,2.37907648169737,0.79476937382511
1,"naive",1.51892635925671,NA,0.869977832512315,28.4762560220234,"high-1",14,9,3,1467,4.28571428571429,191,2.36520779911582,0.747766069149664,1.63977976486349,0.351263273990961
2,"naive",1.5223675154852,NA,0.869816912972085,28.4829089240652,"high-1",14,9,3,1467,3.92857142857143,191,2.36520779911582,0.747766069149664,1.7986360439271,0.653053426780949
3,"naive",1.5258086717137,NA,0.869748768472906,28.4655502026459,"high-1",14,9,3,1467,3.57142857142857,191,2.36520779911582,0.747766069149664,1.8075623300162,0.783303728512636
4,"naive",1.5230557467309,NA,0.869814449917898,28.461114934618,"high-1",14,9,3,1467,3.85714285714286,191,2.36520779911582,0.747766069149664,1.71594768012104,0.586641512634639
5,"naive",1.5230557467309,NA,0.869871921182266,28.466697254722,"high-1",14,9,3,1467,3.85714285714286,191,2.36520779911582,0.747766069149664,1.82914477039966,0.755423180502456
1,"e2e + reshuffle",1.8267775014425,NA,0.632469622331691,32.667249751472,"high-1",14,9,3,1467,3.5,191,2.36520779911582,0.747766069149664,1.83422925123439,0.817228631894296
2,"e2e + reshuffle",0.953706332957401,NA,0.669497947454844,33.8307285692437,"high-1",14,9,3,1467,4.07142857142857,191,2.36520779911582,0.747766069149664,1.74707592328931,0.529485425086858
3,"e2e + reshuffle",1.35720944745016,NA,0.639607963875205,36.3817771660167,"high-1",14,9,3,1467,4,191,2.36520779911582,0.747766069149664,1.67691978015461,0.501922668458799
4,"e2e + reshuffle",1.28915710971754,NA,0.659091543513957,40.3923157069664,"high-1",14,9,3,1467,3.85714285714286,191,2.36520779911582,0.747766069149664,1.65137931576487,0.571624689997507
5,"e2e + reshuffle",1.80557369003635,NA,0.691014778325123,30.2688116540491,"high-1",14,9,3,1467,3.71428571428571,191,2.36520779911582,0.747766069149664,1.68259594608035,0.610785119710116
1,"e2e",1.44003607194977,NA,0.707641215106732,27.6838246539726,"high-1",14,9,3,1467,3.85714285714286,191,2.36520779911582,0.747766069149664,1.66893367001598,0.564220391371509
2,"e2e",1.29279021318209,NA,0.731621921182266,29.9988433891565,"high-1",14,9,3,1467,3.78571428571429,191,2.36520779911582,0.747766069149664,1.65562835902321,0.524622210146046
3,"e2e",0.942980810322964,NA,0.713174466338259,27.3692360633173,"high-1",14,9,3,1467,4.21428571428571,191,2.36520779911582,0.747766069149664,1.84173744950566,0.557545686664774
4,"e2e",1.3004603813866,NA,0.712381362889984,26.7452970864877,"high-1",14,9,3,1467,4.07142857142857,191,2.36520779911582,0.747766069149664,1.81422823746618,0.587631264701748
5,"e2e",1.50700439984807,NA,0.705080870279146,26.3893285921848,"high-1",14,9,3,1467,3.71428571428571,191,2.36520779911582,0.747766069149664,1.81594054027668,0.762874872720223
1,"naive",1.52649690295939,NA,0.869080459770115,28.4689913588744,"high-2",14,9,3,1467,3.5,191,2.36520779911582,0.747766069149664,2.04162237188955,0.779694043273708
2,"naive",1.5237439779766,NA,0.869218390804598,28.4720501644108,"high-2",14,9,3,1467,3.78571428571429,191,2.36520779911582,0.747766069149664,2.18921931720215,0.881776534102893
3,"naive",1.52993805918789,NA,0.869013136288998,28.4868853712625,"high-2",14,9,3,1467,3.14285714285714,191,2.36520779911582,0.747766069149664,2.19997920996651,1.08479718781468
4,"naive",1.52856159669649,NA,0.868948275862069,28.4981264816089,"high-2",14,9,3,1467,3.28571428571429,191,2.36520779911582,0.747766069149664,2.23373377186581,0.988757027506236
5,"naive",1.53200275292498,NA,0.868831691297208,28.4756442609161,"high-2",14,9,3,1467,2.92857142857143,191,2.36520779911582,0.747766069149664,1.98400015545299,0.877602039190141
1,"e2e + reshuffle",1.00827724082142,NA,0.650644499178982,34.127284545385,"high-2",14,9,3,1467,3.35714285714286,191,2.36520779911582,0.747766069149664,2.01867967597,0.847731824715993
2,"e2e + reshuffle",1.15393507491591,NA,0.699149425287356,33.8107029517473,"high-2",14,9,3,1467,3.07142857142857,191,2.36520779911582,0.747766069149664,1.86705982926374,0.750961233491876
3,"e2e + reshuffle",1.17932485090806,NA,0.662021346469622,33.3646096199434,"high-2",14,9,3,1467,3.07142857142857,191,2.36520779911582,0.747766069149664,2.01526985138839,0.896208590232852
4,"e2e + reshuffle",1.3244192155325,NA,0.670415435139573,28.2352221457521,"high-2",14,9,3,1467,3.14285714285714,191,2.36520779911582,0.747766069149664,1.89269981746042,0.779470275932222
5,"e2e + reshuffle",0.978289971483743,NA,0.710928981937603,30.6592012694043,"high-2",14,9,3,1467,3.35714285714286,191,2.36520779911582,0.747766069149664,2.2569329556511,1.03752902938904
1,"e2e",0.938875205799019,NA,0.773256157635468,18.286079567179,"high-2",14,9,3,1467,3.21428571428571,191,2.36520779911582,0.747766069149664,2.09415815501358,0.975796730261378
2,"e2e",1.03311956081313,NA,0.777372742200328,17.1024508679361,"high-2",14,9,3,1467,3.28571428571429,191,2.36520779911582,0.747766069149664,1.78634448852193,0.561391179400816
3,"e2e",1.16708109846871,NA,0.767533251231527,26.3352642043282,"high-2",14,9,3,1467,3.42857142857143,191,2.36520779911582,0.747766069149664,1.81521939110668,0.544651346979767
4,"e2e",0.822865000305193,NA,0.775013957307061,19.0593025923377,"high-2",14,9,3,1467,3.57142857142857,191,2.36520779911582,0.747766069149664,2.21045153558159,0.837543809224192
5,"e2e",0.917062057362229,NA,0.764788587848933,20.7996721342816,"high-2",14,9,3,1467,3.5,191,2.36520779911582,0.747766069149664,2.19408184994991,0.983605548687621
1,"naive",1.53682037164487,NA,0.8681986863711,28.4619561061406,"high-3",14,9,3,1467,2.42857142857143,191,2.36520779911582,0.747766069149664,2.11130727392751,0.911918843186403
2,"naive",1.53544390915348,NA,0.868319376026273,28.4631031582167,"high-3",14,9,3,1467,2.57142857142857,191,2.36520779911582,0.747766069149664,2.39312506719557,1.21577434724405
3,"naive",1.53613214039917,NA,0.868208538587849,28.4911676990135,"high-3",14,9,3,1467,2.5,191,2.36520779911582,0.747766069149664,2.23471865619489,0.937595072693067
4,"naive",1.53544390915348,NA,0.868233169129721,28.489944176799,"high-3",14,9,3,1467,2.57142857142857,191,2.36520779911582,0.747766069149664,2.43345756798501,1.13053528595331
5,"naive",1.53406744666208,NA,0.868457307060755,28.4540032117458,"high-3",14,9,3,1467,2.71428571428571,191,2.36520779911582,0.747766069149664,1.9415515535237,0.742333048800303
1,"e2e + reshuffle",0.928943111132959,NA,0.661318144499179,33.9881088934771,"high-3",14,9,3,1467,2.71428571428571,191,2.36520779911582,0.747766069149664,1.94437638090349,0.684797678760104
2,"e2e + reshuffle",0.837016405774389,NA,0.639242200328407,35.5278924829854,"high-3",14,9,3,1467,2.92857142857143,191,2.36520779911582,0.747766069149664,2.41662326825347,1.04223088308063
3,"e2e + reshuffle",1.01303358513857,NA,0.614751642036125,31.2282155693202,"high-3",14,9,3,1467,2.35714285714286,191,2.36520779911582,0.747766069149664,2.31183266692857,1.06962748663023
4,"e2e + reshuffle",1.24795869410852,NA,0.624706486042693,36.562485661849,"high-3",14,9,3,1467,2.42857142857143,191,2.36520779911582,0.747766069149664,1.81806216998322,0.608862395416069
5,"e2e + reshuffle",1.05609465692219,NA,0.644731937602627,33.3907910835819,"high-3",14,9,3,1467,2.71428571428571,191,2.36520779911582,0.747766069149664,2.4499263382312,1.2367572418816
1,"e2e",0.811712611018255,NA,0.770065270935961,21.3618184598914,"high-3",14,9,3,1467,2.57142857142857,191,2.36520779911582,0.747766069149664,2.3780923979544,1.18559835190406
2,"e2e",1.06782307431805,NA,0.817001231527094,14.7106322168693,"high-3",14,9,3,1467,2.85714285714286,191,2.36520779911582,0.747766069149664,2.31332562085748,0.948073085883835
3,"e2e",0.764222220736363,NA,0.827935139573071,14.3521449873824,"high-3",14,9,3,1467,3.21428571428571,191,2.36520779911582,0.747766069149664,2.39755818293703,1.01924585566554
4,"e2e",0.867103025883652,NA,0.800522167487685,21.996511049935,"high-3",14,9,3,1467,2.64285714285714,191,2.36520779911582,0.747766069149664,2.21329215905008,0.896497681988801
5,"e2e",0.801509710615148,NA,0.826808702791461,19.1569501797048,"high-3",14,9,3,1467,3.14285714285714,191,2.36520779911582,0.747766069149664,1.93287796050455,0.484439341031424
1,"naive",1.56022023399862,NA,0.86613455988456,28.5497438250363,"low-1",14,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.89695213685176,0.341630192559971
2,"naive",1.56022023399862,NA,0.865949917898194,28.5206851724402,"low-1",14,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.62204989337398,0.315818384492854
3,"naive",1.56022023399862,NA,0.86613455988456,28.5420203410568,"low-1",14,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.9601781865522,0.402001883906366
4,"naive",1.56022023399862,NA,0.86613455988456,28.5603731742754,"low-1",14,9,3,1467,0,191,2.36520779911582,0.747766069149664,2.92518436455731,0.349210403648934
