"rep","method","richness_mae_test","feasible_and_stable_balanced_accuracy_test","composition_balanced_accuracy_mean_test","abundance_mae_mean_test","richness_mae_train","feasible_and_stable_balanced_accuracy_train","composition_balanced_accuracy_mean_train","abundance_mae_mean_train","experimental_design","num_train","num_species_dataset","num_replicates_dataset","num_cases_dataset","num_losses_mean_train","abundance_q95_dataset","abundance_skewness_dataset","abundance_skewness_nonzero_dataset","abundance_final_skewness_mean_train","abundance_final_skewness_nonzero_mean_train"
5,"love + reshuffle",0.509866658547807,NA,0.667161627318644,1232.37951313609,0.541370208668576,NA,0.66798077748529,1630.81387209792,"mixed",264,18,1,238551,4.54545454545455,4320.91402921242,4.78167344185822,1.91212845872009,4.71153431875674,1.88136843117712
1,"love + reshuffle",0.510985609807309,NA,0.500403031981468,1079.25249437662,0.44323498835698,NA,0.533918270474417,1052.99206954335,"low-3",379,18,1,238551,1.0844327176781,4320.91402921242,4.78167344185822,1.91212845872009,7.11259741906399,1.69051719389942
5,"love + reshuffle",0.571839056934259,NA,0.500675617361958,1078.45150225631,0.495290455429255,NA,0.527180918663762,1041.42643187899,"low-3",379,18,1,238551,1.07387862796834,4320.91402921242,4.78167344185822,1.91212845872009,6.96561396559777,1.5940537083704
1,"naive",7.39364408914566,NA,0.829269632949827,1487.45857751469,7.32717678100264,NA,0.830890240465555,1465.53364289434,"mixed",379,18,1,238551,4.54353562005277,4320.91402921242,4.78167344185822,1.91212845872009,4.7752803457105,1.88309179081077
5,"naive",7.39326621097358,NA,0.829280526758544,1496.38680337313,7.5646437994723,NA,0.824044358365521,1516.09265546122,"mixed",379,18,1,238551,4.68865435356201,4320.91402921242,4.78167344185822,1.91212845872009,4.68189878556062,1.87398346552955
1,"love",0.210035809935576,NA,0.990818327475467,481.366827944972,0.131827648581884,NA,1,461.536548136156,"mixed",379,18,1,238551,4.55145118733509,4320.91402921242,4.78167344185822,1.91212845872009,4.77455227256511,1.88521038143315
5,"love",0.234720663407416,NA,0.993414379258526,478.273158189097,0.146200232942231,NA,1,465.404680719947,"mixed",379,18,1,238551,4.58575197889182,4320.91402921242,4.78167344185822,1.91212845872009,4.87730740050489,1.95869856743837
1,"naive",7.40679397491649,NA,0.82895530087663,1277.7336624844,1.61538461538462,NA,0.967413407670761,575.645205665269,"low-3",546,18,1,238551,1.08241758241758,4320.91402921242,4.78167344185822,1.91212845872009,7.02411552353237,1.64945592491186
5,"naive",7.40679817650889,NA,0.82895630530681,1277.08389464968,1.61355311355311,NA,0.967228818132758,575.17450476806,"low-3",546,18,1,238551,1.08791208791209,4320.91402921242,4.78167344185822,1.91212845872009,7.04143595790645,1.63130816619782
1,"love",0.359121932815716,NA,0.777485135640918,606.139823105463,0.113960164532929,NA,1,152.137714065488,"low-3",546,18,1,238551,1.09340659340659,4320.91402921242,4.78167344185822,1.91212845872009,7.16013918977227,1.68192356109293
5,"love",0.341940324047577,NA,0.78368028482795,570.018405094638,0.0985437069968594,NA,1,141.290289740991,"low-3",546,18,1,238551,1.08241758241758,4320.91402921242,4.78167344185822,1.91212845872009,7.22094228537756,1.72388072983436
1,"love + reshuffle",0.512704786628984,NA,0.628366059622779,1218.54487041447,0.555001206292568,NA,0.641671973014895,1580.83781985797,"mixed",546,18,1,238551,4.54761904761905,4320.91402921242,4.78167344185822,1.91212845872009,4.90793031255423,1.94521825183935
5,"love + reshuffle",0.503339691049193,NA,0.648592182316736,1208.69647771926,0.539254257495073,NA,0.649383011602226,1678.41852798798,"mixed",546,18,1,238551,4.50732600732601,4320.91402921242,4.78167344185822,1.91212845872009,4.72896695736953,1.8654381195148
1,"love + reshuffle",0.568163818204223,NA,0.5003828952311,1079.43888168541,0.459628014943133,NA,0.530792785864346,989.001073822287,"low-3",785,18,1,238551,1.08025477707006,4320.91402921242,4.78167344185822,1.91212845872009,7.09763758590695,1.67745234182909
5,"love + reshuffle",0.562298769104033,NA,0.500139874265788,1079.78534990966,0.491190840437547,NA,0.516117303609342,998.290175020955,"low-3",785,18,1,238551,1.0968152866242,4320.91402921242,4.78167344185822,1.91212845872009,7.09617151716935,1.6611903042591
1,"naive",7.39375688702337,NA,0.829265666131159,1505.64774331473,7.32738853503185,NA,0.831253557649211,1536.37141366176,"mixed",785,18,1,238551,4.5171974522293,4320.91402921242,4.78167344185822,1.91212845872009,4.73479612229895,1.86974397042499
5,"naive",7.3936012718387,NA,0.829268560189267,1504.04085092104,7.37452229299363,NA,0.830376989845424,1514.98979132949,"mixed",785,18,1,238551,4.51847133757962,4320.91402921242,4.78167344185822,1.91212845872009,4.73494002550741,1.90149956023181
1,"love",0.170532355499679,NA,0.99712896688159,492.117766403833,0.101762862900763,NA,1,475.335645532628,"mixed",785,18,1,238551,4.50191082802548,4320.91402921242,4.78167344185822,1.91212845872009,4.70107022463822,1.87461372030732
5,"love",0.15747212697984,NA,0.995617903887896,482.15871354424,0.0963801457904685,NA,1,473.230074985802,"mixed",785,18,1,238551,4.54522292993631,4320.91402921242,4.78167344185822,1.91212845872009,4.78022142180929,1.90607745293362
1,"love + reshuffle",0.517031288360361,NA,0.643449307917806,1241.52594879453,0.560187878062233,NA,0.649998841505803,1618.29723945555,"mixed",1129,18,1,238551,4.58193091231178,4320.91402921242,4.78167344185822,1.91212845872009,4.75021682673894,1.88287260339033
5,"love + reshuffle",0.503649653537577,NA,0.644571824193451,1228.94695660679,0.541703857533848,NA,0.646354540534059,1678.65372819165,"mixed",1129,18,1,238551,4.42781222320638,4320.91402921242,4.78167344185822,1.91212845872009,4.80463625784164,1.93425753903304
1,"naive",7.39383016709788,NA,0.82926042084646,1498.1308641219,7.35098522167488,NA,0.830991798621426,1497.25815104841,"mixed",1624,18,1,238551,4.51724137931035,4320.91402921242,4.78167344185822,1.91212845872009,4.79668208825326,1.92023777696475
5,"naive",7.39365711801525,NA,0.82926446413688,1488.92458907456,7.3762315270936,NA,0.830401921388683,1464.47750012854,"mixed",1624,18,1,238551,4.52894088669951,4320.91402921242,4.78167344185822,1.91212845872009,4.81572905227946,1.93757355667575
1,"love",0.125781443906964,NA,0.997908798059447,482.095638954339,0.0794067794980495,NA,1,471.916190729045,"mixed",1624,18,1,238551,4.59729064039409,4320.91402921242,4.78167344185822,1.91212845872009,4.78304182443757,1.91739531241305
5,"love",0.128108845340057,NA,0.998039966789953,476.977600213904,0.0779539793051633,NA,1,467.780200603964,"mixed",1624,18,1,238551,4.50738916256158,4320.91402921242,4.78167344185822,1.91212845872009,4.83235812459382,1.94397085845649
1,"love + reshuffle",0.501908346596469,NA,0.656213945329831,1212.02338792049,0.544965727494976,NA,0.652297039747621,1636.09970129804,"mixed",2336,18,1,238551,4.56292808219178,4320.91402921242,4.78167344185822,1.91212845872009,4.77227283674926,1.9039848567212
5,"love + reshuffle",0.506066147926291,NA,0.643479793423235,1192.9531450303,0.541392853432974,NA,0.646975628667403,1654.31969523558,"mixed",2336,18,1,238551,4.6228595890411,4320.91402921242,4.78167344185822,1.91212845872009,4.79012877104275,1.91709847918194
1,"naive",7.3936927858634,NA,0.829265052155778,1501.0383731646,7.3827380952381,NA,0.829773075569097,1507.50771966423,"mixed",3360,18,1,238551,4.54910714285714,4320.91402921242,4.78167344185822,1.91212845872009,4.74838787493689,1.89645234361142
5,"naive",7.39432631350689,NA,0.829241642478953,1494.09955841043,7.33839285714286,NA,0.831411683275194,1484.28972230753,"mixed",3360,18,1,238551,4.51190476190476,4320.91402921242,4.78167344185822,1.91212845872009,4.81068997489112,1.93422840526368
1,"love",0.094992450256566,NA,0.998383547276904,469.817870202152,0.0622404376894762,NA,1,466.104091310153,"mixed",3360,18,1,238551,4.51696428571429,4320.91402921242,4.78167344185822,1.91212845872009,4.82432631748395,1.93027296002121
5,"love",0.096239600544975,NA,0.998480848689006,473.628228097446,0.0616881101961325,NA,1,466.466635903936,"mixed",3360,18,1,238551,4.59196428571429,4320.91402921242,4.78167344185822,1.91212845872009,4.76126200690385,1.89704261989383
1,"love + reshuffle",0.499406529093784,NA,0.64546410324426,1175.95235309704,0.536973893653957,NA,0.648286052362119,1655.24674917657,"mixed",4833,18,1,238551,4.53548520587627,4320.91402921242,4.78167344185822,1.91212845872009,4.77652660425521,1.91173145980297
5,"love + reshuffle",0.506650174820773,NA,0.6564941511102,1225.19796466471,0.546058546991674,NA,0.653647264951442,1629.55670067579,"mixed",4833,18,1,238551,4.59879991723567,4320.91402921242,4.78167344185822,1.91212845872009,4.74940536010843,1.90175626272065
1,"naive",7.39323572208861,NA,0.829297273149128,1496.51646123582,7.4036248561565,NA,0.828437181190727,1501.22039274631,"mixed",6952,18,1,238551,4.58544303797468,4320.91402921242,4.78167344185822,1.91212845872009,4.78607327749801,1.91514773685482
5,"naive",7.39362864261072,NA,0.829280535074787,1494.69800502854,7.39053509781358,NA,0.828994791165009,1492.27023045996,"mixed",6952,18,1,238551,4.56789413118527,4320.91402921242,4.78167344185822,1.91212845872009,4.78144931536468,1.91485599911759
1,"love",0.0678977919497048,NA,0.998939671770127,473.06485482801,0.0448138556198113,NA,1,468.318818242176,"mixed",6952,18,1,238551,4.5870253164557,4320.91402921242,4.78167344185822,1.91212845872009,4.7896859661951,1.9120493367859
5,"love",0.0670107137594946,NA,0.999304576960229,472.075135077029,0.0446730074354556,NA,1,467.247325300475,"mixed",6952,18,1,238551,4.60558112773303,4320.91402921242,4.78167344185822,1.91212845872009,4.78877797302898,1.91200690869061
1,"love + reshuffle",0.492693949441819,NA,0.656698144844062,1202.69723324622,0.529153690815436,NA,0.652280752266524,1646.05020858484,"mixed",10000,18,1,238551,4.5446,4320.91402921242,4.78167344185822,1.91212845872009,4.79227346141383,1.91637531347074
5,"love + reshuffle",0.499641309586659,NA,0.652650857931495,1200.72241955859,0.537985409475619,NA,0.650113084093194,1645.08762246331,"mixed",10000,18,1,238551,4.5683,4320.91402921242,4.78167344185822,1.91212845872009,4.76601073933023,1.89685648717812
