"rep","method","frac","richness.r2","feasible.and.stable.balanced_accuracy","composition.balanced_accuracy","abundance.r2","sampling_strategy","num_train","num_species","num_replicates_in_data","num_cases"
5,"naive",4.2813323987194e-06,0.512273108683663,0.5,0.861782089168701,NA,"high-1",1,11,1,2048
1,"e2e + reshuffle",4.2813323987194e-06,0.49849305011675,0.5,0.519402771866146,0.000113101431271535,"high-1",1,11,1,2048
2,"e2e + reshuffle",4.2813323987194e-06,0.500721426872469,0.5,0.574152226688858,NA,"high-1",1,11,1,2048
3,"e2e + reshuffle",4.2813323987194e-06,0.498504972155081,0.5,0.516256824595093,NA,"high-1",1,11,1,2048
4,"e2e + reshuffle",4.2813323987194e-06,0.498489803340647,0.5,0.519402771866146,NA,"high-1",1,11,1,2048
5,"e2e + reshuffle",4.2813323987194e-06,0.498504972155081,0.5,0.516256824595093,NA,"high-1",1,11,1,2048
1,"e2e",4.2813323987194e-06,0.500721426872469,0.5,0.574152226688858,4.04494826141355e-05,"high-1",1,11,1,2048
2,"e2e",4.2813323987194e-06,0.498504972155081,0.5,0.516256824595093,NA,"high-1",1,11,1,2048
3,"e2e",4.2813323987194e-06,0.500721426872469,0.5,0.483209567244199,NA,"high-1",1,11,1,2048
4,"e2e",4.2813323987194e-06,0.500721426872469,0.5,0.483209567244199,NA,"high-1",1,11,1,2048
5,"e2e",4.2813323987194e-06,0.500721426872469,0.5,0.543976744722094,NA,"high-1",1,11,1,2048
1,"naive",8.85866790410083e-06,0.511451500906942,0.5,0.861790968073489,2.65311081965525e-05,"high-1",1,11,1,2048
2,"naive",8.85866790410083e-06,0.512273108683663,0.5,0.861782089168701,NA,"high-1",1,11,1,2048
3,"naive",8.85866790410083e-06,0.514773581786102,0.5,0.861851828053717,NA,"high-1",1,11,1,2048
4,"naive",8.85866790410083e-06,0.512273108683663,0.5,0.861782089168701,NA,"high-1",1,11,1,2048
5,"naive",8.85866790410083e-06,0.513654096918052,0.5,0.861828578771524,NA,"high-1",1,11,1,2048
1,"e2e + reshuffle",8.85866790410083e-06,0.498489803340647,0.5,0.519402771866146,0.000121240046128202,"high-1",1,11,1,2048
2,"e2e + reshuffle",8.85866790410083e-06,0.498489803340647,0.5,0.519402771866146,NA,"high-1",1,11,1,2048
3,"e2e + reshuffle",8.85866790410083e-06,0.501473457610906,0.5,0.584326573809101,NA,"high-1",1,11,1,2048
4,"e2e + reshuffle",8.85866790410083e-06,0.498504972155081,0.5,0.516256824595093,NA,"high-1",1,11,1,2048
5,"e2e + reshuffle",8.85866790410083e-06,0.501473457610906,0.5,0.584326573809101,NA,"high-1",1,11,1,2048
1,"e2e",8.85866790410083e-06,0.498504972155081,0.5,0.516256824595093,0.00019446819319183,"high-1",1,11,1,2048
2,"e2e",8.85866790410083e-06,0.501473457901794,0.5,0.472070842030252,NA,"high-1",1,11,1,2048
3,"e2e",8.85866790410083e-06,0.500721426872469,0.5,0.574152226688858,NA,"high-1",1,11,1,2048
4,"e2e",8.85866790410083e-06,0.49849305011675,0.5,0.559466515821839,NA,"high-1",1,11,1,2048
5,"e2e",8.85866790410083e-06,0.499785484843896,0.5,0.457133417640194,NA,"high-1",1,11,1,2048
1,"naive",1.83298071083244e-05,0.513654096918052,0.5,0.861828578771524,2.65111352104673e-05,"high-1",1,11,1,2048
2,"naive",1.83298071083244e-05,0.513654096918052,0.5,0.861828578771524,NA,"high-1",1,11,1,2048
3,"naive",1.83298071083244e-05,0.512273108683663,0.5,0.861782089168701,NA,"high-1",1,11,1,2048
4,"naive",1.83298071083244e-05,0.512820733968679,0.5,0.861805332476711,NA,"high-1",1,11,1,2048
5,"naive",1.83298071083244e-05,0.514773581786102,0.5,0.861851828053717,NA,"high-1",1,11,1,2048
1,"e2e + reshuffle",1.83298071083244e-05,0.498504972155081,0.5,0.558284357172516,9.44989429386253e-05,"high-1",1,11,1,2048
2,"e2e + reshuffle",1.83298071083244e-05,0.501473457610906,0.5,0.584326573809101,NA,"high-1",1,11,1,2048
3,"e2e + reshuffle",1.83298071083244e-05,0.499785484843896,0.5,0.577305511391592,NA,"high-1",1,11,1,2048
4,"e2e + reshuffle",1.83298071083244e-05,0.498504972155081,0.5,0.516256824595093,NA,"high-1",1,11,1,2048
5,"e2e + reshuffle",1.83298071083244e-05,0.500721426872469,0.5,0.574152226688858,NA,"high-1",1,11,1,2048
1,"e2e",1.83298071083244e-05,0.500721426872469,0.5,0.574152226688858,4.04494826141355e-05,"high-1",1,11,1,2048
2,"e2e",1.83298071083244e-05,0.499785484843896,0.5,0.457133417640194,NA,"high-1",1,11,1,2048
3,"e2e",1.83298071083244e-05,0.49849305011675,0.5,0.519402771866146,NA,"high-1",1,11,1,2048
4,"e2e",1.83298071083244e-05,0.500721426872469,0.5,0.483209567244199,NA,"high-1",1,11,1,2048
5,"e2e",1.83298071083244e-05,0.501473457901794,0.5,0.472070842030252,NA,"high-1",1,11,1,2048
1,"naive",3.79269019073225e-05,0.512820733968679,0.5,0.861805332476711,2.65652935408628e-05,"high-1",1,11,1,2048
2,"naive",3.79269019073225e-05,0.512273108683663,0.5,0.861782089168701,NA,"high-1",1,11,1,2048
3,"naive",3.79269019073225e-05,0.512820733968679,0.5,0.861805332476711,NA,"high-1",1,11,1,2048
4,"naive",3.79269019073225e-05,0.513654096918052,0.5,0.861828578771524,NA,"high-1",1,11,1,2048
5,"naive",3.79269019073225e-05,0.514773581786102,0.5,0.861851828053717,NA,"high-1",1,11,1,2048
1,"e2e + reshuffle",3.79269019073225e-05,0.500721426872469,0.5,0.483209567244199,0.000137850708871976,"high-1",1,11,1,2048
2,"e2e + reshuffle",3.79269019073225e-05,0.498504972155081,0.5,0.558284357172516,NA,"high-1",1,11,1,2048
3,"e2e + reshuffle",3.79269019073225e-05,0.500721426872469,0.5,0.574152226688858,NA,"high-1",1,11,1,2048
4,"e2e + reshuffle",3.79269019073225e-05,0.498504972155081,0.5,0.516256824595093,NA,"high-1",1,11,1,2048
5,"e2e + reshuffle",3.79269019073225e-05,0.49849305011675,0.5,0.559466515821839,NA,"high-1",1,11,1,2048
1,"e2e",3.79269019073225e-05,0.499785484843896,0.5,0.457133417640194,0.000153069104939038,"high-1",1,11,1,2048
2,"e2e",3.79269019073225e-05,0.500721426872469,0.5,0.483209567244199,NA,"high-1",1,11,1,2048
3,"e2e",3.79269019073225e-05,0.498504972155081,0.5,0.558284357172516,NA,"high-1",1,11,1,2048
4,"e2e",3.79269019073225e-05,0.498489803340647,0.5,0.519402771866146,NA,"high-1",1,11,1,2048
5,"e2e",3.79269019073225e-05,0.498504972155081,0.5,0.516256824595093,NA,"high-1",1,11,1,2048
1,"naive",7.84759970351462e-05,0.512273108683663,0.5,0.861782089168701,2.65287906468094e-05,"high-1",1,11,1,2048
2,"naive",7.84759970351462e-05,0.511451500906942,0.5,0.861790968073489,NA,"high-1",1,11,1,2048
3,"naive",7.84759970351462e-05,0.512273108683663,0.5,0.861782089168701,NA,"high-1",1,11,1,2048
4,"naive",7.84759970351462e-05,0.512011793403177,0.5,0.86175884884692,NA,"high-1",1,11,1,2048
5,"naive",7.84759970351462e-05,0.514773581786102,0.5,0.861851828053717,NA,"high-1",1,11,1,2048
1,"e2e + reshuffle",7.84759970351462e-05,0.499785484843896,0.5,0.457133417640194,0.000153069104939038,"high-1",1,11,1,2048
2,"e2e + reshuffle",7.84759970351462e-05,0.498504972155081,0.5,0.558284357172516,NA,"high-1",1,11,1,2048
3,"e2e + reshuffle",7.84759970351462e-05,0.498489803340647,0.5,0.519402771866146,NA,"high-1",1,11,1,2048
4,"e2e + reshuffle",7.84759970351462e-05,0.500721426872469,0.5,0.483209567244199,NA,"high-1",1,11,1,2048
5,"e2e + reshuffle",7.84759970351462e-05,0.501473457901794,0.5,0.472070842030252,NA,"high-1",1,11,1,2048
1,"e2e",7.84759970351462e-05,0.49849305011675,0.5,0.559466515821839,0.000100621473359747,"high-1",1,11,1,2048
2,"e2e",7.84759970351462e-05,0.499785484843896,0.5,0.577305511391592,NA,"high-1",1,11,1,2048
3,"e2e",7.84759970351462e-05,0.501473457901794,0.5,0.472070842030252,NA,"high-1",1,11,1,2048
4,"e2e",7.84759970351462e-05,0.501473457901794,0.5,0.472070842030252,NA,"high-1",1,11,1,2048
5,"e2e",7.84759970351462e-05,0.501473457901794,0.5,0.472070842030252,NA,"high-1",1,11,1,2048
1,"naive",0.000162377673918872,0.511451500906942,0.5,0.861790968073489,2.65311081965525e-05,"high-1",1,11,1,2048
2,"naive",0.000162377673918872,0.513654096918052,0.5,0.861828578771524,NA,"high-1",1,11,1,2048
3,"naive",0.000162377673918872,0.514773581786102,0.5,0.861851828053717,NA,"high-1",1,11,1,2048
4,"naive",0.000162377673918872,0.513654096918052,0.5,0.861828578771524,NA,"high-1",1,11,1,2048
5,"naive",0.000162377673918872,0.513654096918052,0.5,0.861828578771524,NA,"high-1",1,11,1,2048
1,"e2e + reshuffle",0.000162377673918872,0.498504972155081,0.5,0.516256824595093,0.00019446819319183,"high-1",1,11,1,2048
2,"e2e + reshuffle",0.000162377673918872,0.501473457610906,0.5,0.584326573809101,NA,"high-1",1,11,1,2048
3,"e2e + reshuffle",0.000162377673918872,0.49849305011675,0.5,0.519402771866146,NA,"high-1",1,11,1,2048
4,"e2e + reshuffle",0.000162377673918872,0.49849305011675,0.5,0.559466515821839,NA,"high-1",1,11,1,2048
5,"e2e + reshuffle",0.000162377673918872,0.498489803340647,0.5,0.519402771866146,NA,"high-1",1,11,1,2048
1,"e2e",0.000162377673918872,0.501473457901794,0.5,0.472070842030252,0.00017085481962809,"high-1",1,11,1,2048
2,"e2e",0.000162377673918872,0.49849305011675,0.5,0.519402771866146,NA,"high-1",1,11,1,2048
3,"e2e",0.000162377673918872,0.499785484843896,0.5,0.577305511391592,NA,"high-1",1,11,1,2048
4,"e2e",0.000162377673918872,0.498504972155081,0.5,0.558284357172516,NA,"high-1",1,11,1,2048
5,"e2e",0.000162377673918872,0.498504972155081,0.5,0.558284357172516,NA,"high-1",1,11,1,2048
1,"naive",0.000335981828628378,0.512011793403177,0.5,0.86175884884692,2.65162970503657e-05,"high-1",1,11,1,2048
2,"naive",0.000335981828628378,0.512273108683663,0.5,0.861782089168701,NA,"high-1",1,11,1,2048
3,"naive",0.000335981828628378,0.511451500906942,0.5,0.861790968073489,NA,"high-1",1,11,1,2048
4,"naive",0.000335981828628378,0.512011793403177,0.5,0.86175884884692,NA,"high-1",1,11,1,2048
5,"naive",0.000335981828628378,0.511451500906942,0.5,0.861790968073489,NA,"high-1",1,11,1,2048
1,"e2e + reshuffle",0.000335981828628378,0.498489803340647,0.5,0.519402771866146,0.000121240046128202,"high-1",1,11,1,2048
2,"e2e + reshuffle",0.000335981828628378,0.501473457901794,0.5,0.472070842030252,NA,"high-1",1,11,1,2048
3,"e2e + reshuffle",0.000335981828628378,0.500721426872469,0.5,0.543976744722094,NA,"high-1",1,11,1,2048
4,"e2e + reshuffle",0.000335981828628378,0.49849305011675,0.5,0.519402771866146,NA,"high-1",1,11,1,2048
5,"e2e + reshuffle",0.000335981828628378,0.500721426872469,0.5,0.543976744722094,NA,"high-1",1,11,1,2048
1,"e2e",0.000335981828628378,0.498504972155081,0.5,0.558284357172516,9.44989429386253e-05,"high-1",1,11,1,2048
2,"e2e",0.000335981828628378,0.500721426872469,0.5,0.483209567244199,NA,"high-1",1,11,1,2048
3,"e2e",0.000335981828628378,0.498489803340647,0.5,0.519402771866146,NA,"high-1",1,11,1,2048
4,"e2e",0.000335981828628378,0.49849305011675,0.5,0.559466515821839,NA,"high-1",1,11,1,2048
5,"e2e",0.000335981828628378,0.499785484843896,0.5,0.577305511391592,NA,"high-1",1,11,1,2048
1,"naive",0.000695192796177561,0.511343250154482,0.5,0.861866203971467,2.65734251776834e-05,"high-1",2,11,1,2048
2,"naive",0.000695192796177561,0.513302097494719,0.5,0.861912719326435,NA,"high-1",2,11,1,2048
3,"naive",0.000695192796177561,0.514689414716804,0.5,0.861959246641383,NA,"high-1",2,11,1,2048
4,"naive",0.000695192796177561,0.511343250154482,0.5,0.861866203971467,NA,"high-1",2,11,1,2048
5,"naive",0.000695192796177561,0.511079032218328,0.5,0.861842950777535,NA,"high-1",2,11,1,2048
1,"e2e + reshuffle",0.000695192796177561,0.50036096280922,0.5,0.471904952057277,0.000163320169862382,"high-1",2,11,1,2048
2,"e2e + reshuffle",0.000695192796177561,0.500365435752014,0.5,0.543953034615481,NA,"high-1",2,11,1,2048
3,"e2e + reshuffle",0.000695192796177561,0.499691015649389,0.5,0.519350019277728,NA,"high-1",2,11,1,2048
4,"e2e + reshuffle",0.000695192796177561,0.49972757601231,0.5,0.457129331193921,NA,"high-1",2,11,1,2048
5,"e2e + reshuffle",0.000695192796177561,0.499593245754104,0.5,0.584460999334313,NA,"high-1",2,11,1,2048
1,"e2e",0.000695192796177561,0.499900914117785,0.5,0.55834385721622,0.000105326527799948,"high-1",2,11,1,2048
2,"e2e",0.000695192796177561,0.492925869959535,0.5,0.574216883901297,NA,"high-1",2,11,1,2048
3,"e2e",0.000695192796177561,0.49214503126157,0.5,0.519350019277728,NA,"high-1",2,11,1,2048
4,"e2e",0.000695192796177561,0.499623120074603,0.5,0.577409543852241,NA,"high-1",2,11,1,2048
5,"e2e",0.000695192796177561,0.499422065892295,0.5,0.559498494742316,NA,"high-1",2,11,1,2048
1,"naive",0.00143844988828766,0.508203377953727,0.5,0.861889460154242,2.65620738690331e-05,"high-1",3,11,1,2048
2,"naive",0.00143844988828766,0.511554509297683,0.5,0.86195037284649,NA,"high-1",3,11,1,2048
3,"naive",0.00143844988828766,0.510725657600722,0.5,0.861959246641383,NA,"high-1",3,11,1,2048
4,"naive",0.00143844988828766,0.511554509297683,0.5,0.86195037284649,NA,"high-1",3,11,1,2048
5,"naive",0.00143844988828766,0.510694840485614,0.5,0.86195037284649,NA,"high-1",3,11,1,2048
1,"e2e + reshuffle",0.00143844988828766,0.499477615046058,0.5,0.567580875135284,0.000231832691382648,"high-1",3,11,1,2048
2,"e2e + reshuffle",0.00143844988828766,0.500304551096399,0.5,0.573977319719171,NA,"high-1",3,11,1,2048
3,"e2e + reshuffle",0.00143844988828766,0.500422721216388,0.5,0.541708050915363,NA,"high-1",3,11,1,2048
4,"e2e + reshuffle",0.00143844988828766,0.501414517890487,0.5,0.564976330098484,NA,"high-1",3,11,1,2048
5,"e2e + reshuffle",0.00143844988828766,0.500527236184431,0.5,0.57988564691289,NA,"high-1",3,11,1,2048
1,"e2e",0.00143844988828766,0.500416815440239,0.5,0.600459612452596,7.41118691020818e-05,"high-1",3,11,1,2048
2,"e2e",0.00143844988828766,0.499341929476279,0.5,0.52360879332094,NA,"high-1",3,11,1,2048
3,"e2e",0.00143844988828766,0.50139575647183,0.5,0.594761328108802,NA,"high-1",3,11,1,2048
4,"e2e",0.00143844988828766,0.500936723877986,0.5,0.582404130799947,NA,"high-1",3,11,1,2048
5,"e2e",0.00143844988828766,0.499903260537823,0.5,0.574771911882814,NA,"high-1",3,11,1,2048
1,"naive",0.00297635144163132,0.505227970156398,0.5,0.862194337194337,2.67055514340652e-05,"high-1",7,11,1,2048
2,"naive",0.00297635144163132,0.506371723008696,0.5,0.862249823025935,NA,"high-1",7,11,1,2048
3,"naive",0.00297635144163132,0.504953663751622,0.5,0.862203204427,NA,"high-1",7,11,1,2048
4,"naive",0.00297635144163132,0.506643454716946,0.5,0.862240957652207,NA,"high-1",7,11,1,2048
5,"naive",0.00297635144163132,0.50608353999598,0.5,0.862249823025935,NA,"high-1",7,11,1,2048
1,"e2e + reshuffle",0.00297635144163132,0.0221735291534483,0.5,0.544635613985988,0.000140056991092826,"high-1",7,11,1,2048
2,"e2e + reshuffle",0.00297635144163132,0.0104895656389268,0.5,0.582953350439966,NA,"high-1",7,11,1,2048
3,"e2e + reshuffle",0.00297635144163132,0.0997411769989045,0.5,0.535708564045804,NA,"high-1",7,11,1,2048
4,"e2e + reshuffle",0.00297635144163132,0.0109377567753577,0.5,0.481095198569323,NA,"high-1",7,11,1,2048
5,"e2e + reshuffle",0.00297635144163132,0.0455051593182898,0.5,0.509149953434427,NA,"high-1",7,11,1,2048
1,"e2e",0.00297635144163132,0.0176992143380261,0.5,0.579642681696194,0.000119838227403385,"high-1",7,11,1,2048
2,"e2e",0.00297635144163132,0.0291211571763177,0.5,0.553556511348956,NA,"high-1",7,11,1,2048
3,"e2e",0.00297635144163132,0.0144721338773736,0.5,0.622311364983927,NA,"high-1",7,11,1,2048
4,"e2e",0.00297635144163132,0.00473693337524316,0.5,0.564605937562094,NA,"high-1",7,11,1,2048
5,"e2e",0.00297635144163132,0.00296176454422693,0.5,0.608140559151801,NA,"high-1",7,11,1,2048
1,"naive",1e-06,0.512273108683663,0.5,0.861782089168701,2.65226026962802e-05,"high-2",1,11,1,2048
2,"naive",1e-06,0.515320895047165,0.5,0.861842950777535,NA,"high-2",1,11,1,2048
3,"naive",1e-06,0.512273108683663,0.5,0.861782089168701,NA,"high-2",1,11,1,2048
4,"naive",1e-06,0.514235146054274,0.5,0.861819700571869,NA,"high-2",1,11,1,2048
5,"naive",1e-06,0.512922592121693,0.5,0.861773209123032,NA,"high-2",1,11,1,2048
1,"e2e + reshuffle",1e-06,0.499785484843896,0.5,0.479086934334172,0.000147036057411458,"high-2",1,11,1,2048
2,"e2e + reshuffle",1e-06,0.500721426872469,0.5,0.523270120889729,NA,"high-2",1,11,1,2048
3,"e2e + reshuffle",1e-06,0.501473457901794,0.5,0.562374804202672,NA,"high-2",1,11,1,2048
4,"e2e + reshuffle",1e-06,0.501473457901794,0.5,0.575171333404524,NA,"high-2",1,11,1,2048
5,"e2e + reshuffle",1e-06,0.499785484843896,0.5,0.577305511391592,NA,"high-2",1,11,1,2048
1,"e2e",1e-06,0.498504972155081,0.5,0.581274665834919,0.000107017400627149,"high-2",1,11,1,2048
2,"e2e",1e-06,0.501473457901794,0.5,0.57423500199951,NA,"high-2",1,11,1,2048
3,"e2e",1e-06,0.501473457901794,0.5,0.472070842030252,NA,"high-2",1,11,1,2048
4,"e2e",1e-06,0.499785194278334,0.5,0.555877799070179,NA,"high-2",1,11,1,2048
5,"e2e",1e-06,0.500721426872469,0.5,0.543976744722094,NA,"high-2",1,11,1,2048
1,"naive",2.06913808111479e-06,0.51343597965299,0.5,0.861796453353894,2.65294555454009e-05,"high-2",1,11,1,2048
2,"naive",2.06913808111479e-06,0.514235146054274,0.5,0.861819700571869,NA,"high-2",1,11,1,2048
3,"naive",2.06913808111479e-06,0.512922592121693,0.5,0.861773209123032,NA,"high-2",1,11,1,2048
4,"naive",2.06913808111479e-06,0.51343597965299,0.5,0.861796453353894,NA,"high-2",1,11,1,2048
5,"naive",2.06913808111479e-06,0.512011793403177,0.5,0.86175884884692,NA,"high-2",1,11,1,2048
1,"e2e + reshuffle",2.06913808111479e-06,0.498504972155081,0.5,0.558284357172516,9.44989429386253e-05,"high-2",1,11,1,2048
2,"e2e + reshuffle",2.06913808111479e-06,0.501473457901794,0.5,0.554155895203108,NA,"high-2",1,11,1,2048
3,"e2e + reshuffle",2.06913808111479e-06,0.499785484843896,0.5,0.529340718993848,NA,"high-2",1,11,1,2048
4,"e2e + reshuffle",2.06913808111479e-06,0.498486371695542,0.5,0.559948813908256,NA,"high-2",1,11,1,2048
5,"e2e + reshuffle",2.06913808111479e-06,0.498486371695542,0.5,0.496699457950153,NA,"high-2",1,11,1,2048
1,"e2e",2.06913808111479e-06,0.499785484843896,0.5,0.600195434010906,5.75677368774585e-06,"high-2",1,11,1,2048
2,"e2e",2.06913808111479e-06,0.501473457901794,0.5,0.57423500199951,NA,"high-2",1,11,1,2048
3,"e2e",2.06913808111479e-06,0.499785484843896,0.5,0.577305511391592,NA,"high-2",1,11,1,2048
4,"e2e",2.06913808111479e-06,0.499785484843896,0.5,0.577305511391592,NA,"high-2",1,11,1,2048
5,"e2e",2.06913808111479e-06,0.499785484843896,0.5,0.568669767857942,NA,"high-2",1,11,1,2048
1,"naive",4.2813323987194e-06,0.51343597965299,0.5,0.861796453353894,2.65133579877468e-05,"high-2",1,11,1,2048
2,"naive",4.2813323987194e-06,0.512820733968679,0.5,0.861805332476711,NA,"high-2",1,11,1,2048
3,"naive",4.2813323987194e-06,0.512922592121693,0.5,0.861773209123032,NA,"high-2",1,11,1,2048
4,"naive",4.2813323987194e-06,0.512922592121693,0.5,0.861773209123032,NA,"high-2",1,11,1,2048
5,"naive",4.2813323987194e-06,0.512922592121693,0.5,0.861773209123032,NA,"high-2",1,11,1,2048
1,"e2e + reshuffle",4.2813323987194e-06,0.500721426872469,0.5,0.543976744722094,0.000134843120236974,"high-2",1,11,1,2048
2,"e2e + reshuffle",4.2813323987194e-06,0.501473457901794,0.5,0.554155895203108,NA,"high-2",1,11,1,2048
3,"e2e + reshuffle",4.2813323987194e-06,0.499785484843896,0.5,0.550565919968121,NA,"high-2",1,11,1,2048
4,"e2e + reshuffle",4.2813323987194e-06,0.501473457610906,0.5,0.495062979864474,NA,"high-2",1,11,1,2048
5,"e2e + reshuffle",4.2813323987194e-06,0.499785484843896,0.5,0.578762142831003,NA,"high-2",1,11,1,2048
1,"e2e",4.2813323987194e-06,0.499785484843896,0.5,0.577305511391592,2.2377932419772e-05,"high-2",1,11,1,2048
2,"e2e",4.2813323987194e-06,0.498486371695542,0.5,0.516256824595093,NA,"high-2",1,11,1,2048
3,"e2e",4.2813323987194e-06,0.501473457901794,0.5,0.575171333404524,NA,"high-2",1,11,1,2048
4,"e2e",4.2813323987194e-06,0.499785484843896,0.5,0.479086934334172,NA,"high-2",1,11,1,2048
5,"e2e",4.2813323987194e-06,0.499785484843896,0.5,0.577305511391592,NA,"high-2",1,11,1,2048
1,"naive",8.85866790410083e-06,0.51343597965299,0.5,0.861796453353894,2.65005580763138e-05,"high-2",1,11,1,2048
2,"naive",8.85866790410083e-06,0.514235146054274,0.5,0.861819700571869,NA,"high-2",1,11,1,2048
3,"naive",8.85866790410083e-06,0.512820733968679,0.5,0.861805332476711,NA,"high-2",1,11,1,2048
4,"naive",8.85866790410083e-06,0.51343597965299,0.5,0.861796453353894,NA,"high-2",1,11,1,2048
5,"naive",8.85866790410083e-06,0.515320895047165,0.5,0.861842950777535,NA,"high-2",1,11,1,2048
1,"e2e + reshuffle",8.85866790410083e-06,0.499785484843896,0.5,0.587189796159023,0.000142257118865638,"high-2",1,11,1,2048
2,"e2e + reshuffle",8.85866790410083e-06,0.500721426872469,0.5,0.543976744722094,NA,"high-2",1,11,1,2048
3,"e2e + reshuffle",8.85866790410083e-06,0.500721426872469,0.5,0.543976744722094,NA,"high-2",1,11,1,2048
4,"e2e + reshuffle",8.85866790410083e-06,0.498489803340647,0.5,0.485582728267184,NA,"high-2",1,11,1,2048
5,"e2e + reshuffle",8.85866790410083e-06,0.500721426872468,0.5,0.483209567244199,NA,"high-2",1,11,1,2048
1,"e2e",8.85866790410083e-06,0.498504972155081,0.5,0.516256824595093,0.00019446819319183,"high-2",1,11,1,2048
2,"e2e",8.85866790410083e-06,0.499785484843896,0.5,0.577305511391592,NA,"high-2",1,11,1,2048
3,"e2e",8.85866790410083e-06,0.501473457901794,0.5,0.481746266548725,NA,"high-2",1,11,1,2048
4,"e2e",8.85866790410083e-06,0.499785194278334,0.5,0.564095400591923,NA,"high-2",1,11,1,2048
5,"e2e",8.85866790410083e-06,0.501473457901794,0.5,0.53345256747003,NA,"high-2",1,11,1,2048
1,"naive",1.83298071083244e-05,0.51343597965299,0.5,0.861796453353894,2.64592193016226e-05,"high-2",1,11,1,2048
2,"naive",1.83298071083244e-05,0.513654096918052,0.5,0.861828578771524,NA,"high-2",1,11,1,2048
3,"naive",1.83298071083244e-05,0.512922592121693,0.5,0.861773209123032,NA,"high-2",1,11,1,2048
