"rep","method","frac","richness.r2","feasible.and.stable.balanced_accuracy","composition.balanced_accuracy","abundance.r2","sampling_strategy","num_train","num_species","num_replicates_in_data","num_cases"
4,"e2e",4.2813323987194e-06,0.5053995248629,NA,0.63936474424074,NA,"high-2",1,18,1,154
5,"e2e",4.2813323987194e-06,0.498014280303682,NA,0.664219026850211,NA,"high-2",1,18,1,154
1,"naive",8.85866790410083e-06,0.93162443422072,NA,0.917296786389414,0.131902793785637,"high-2",1,18,1,154
2,"naive",8.85866790410083e-06,0.933380544523742,NA,0.917494089834515,NA,"high-2",1,18,1,154
3,"naive",8.85866790410083e-06,0.930918699841632,NA,0.91709966934341,NA,"high-2",1,18,1,154
4,"naive",8.85866790410083e-06,0.931279865068633,NA,0.916902738432483,NA,"high-2",1,18,1,154
5,"naive",8.85866790410083e-06,0.93162443422072,NA,0.917296786389414,NA,"high-2",1,18,1,154
1,"e2e + reshuffle",8.85866790410083e-06,0.508384490412,NA,0.654301464781254,0.0977344341699301,"high-2",1,18,1,154
2,"e2e + reshuffle",8.85866790410083e-06,0.49200618471202,NA,0.646718609529518,NA,"high-2",1,18,1,154
3,"e2e + reshuffle",8.85866790410083e-06,0.498014280303682,NA,0.63361920818247,NA,"high-2",1,18,1,154
4,"e2e + reshuffle",8.85866790410083e-06,0.498014280303682,NA,0.659119057072254,NA,"high-2",1,18,1,154
5,"e2e + reshuffle",8.85866790410083e-06,0.508384490412,NA,0.648174788973763,NA,"high-2",1,18,1,154
1,"e2e",8.85866790410083e-06,0.5053995248629,NA,0.625053450211128,0.0826578581703437,"high-2",1,18,1,154
2,"e2e",8.85866790410083e-06,0.498014280303682,NA,0.659119057072254,NA,"high-2",1,18,1,154
3,"e2e",8.85866790410083e-06,0.508384490412,NA,0.650217014242927,NA,"high-2",1,18,1,154
4,"e2e",8.85866790410083e-06,0.508384490412,NA,0.648174788973763,NA,"high-2",1,18,1,154
5,"e2e",8.85866790410083e-06,0.5053995248629,NA,0.646520391255546,NA,"high-2",1,18,1,154
1,"naive",1.83298071083244e-05,0.930918699841632,NA,0.91709966934341,0.131941253157389,"high-2",1,18,1,154
2,"naive",1.83298071083244e-05,0.930918699841632,NA,0.91709966934341,NA,"high-2",1,18,1,154
3,"naive",1.83298071083244e-05,0.93162443422072,NA,0.917296786389414,NA,"high-2",1,18,1,154
4,"naive",1.83298071083244e-05,0.930918699841632,NA,0.91709966934341,NA,"high-2",1,18,1,154
5,"naive",1.83298071083244e-05,0.930918699841632,NA,0.91709966934341,NA,"high-2",1,18,1,154
1,"e2e + reshuffle",1.83298071083244e-05,0.505395508713701,NA,0.644475920679887,0.107414579322285,"high-2",1,18,1,154
2,"e2e + reshuffle",1.83298071083244e-05,0.498014280303682,NA,0.664219026850211,NA,"high-2",1,18,1,154
3,"e2e + reshuffle",1.83298071083244e-05,0.49200618471202,NA,0.636529817201079,NA,"high-2",1,18,1,154
4,"e2e + reshuffle",1.83298071083244e-05,0.5053995248629,NA,0.646520391255546,NA,"high-2",1,18,1,154
5,"e2e + reshuffle",1.83298071083244e-05,0.498014280303682,NA,0.665239020805803,NA,"high-2",1,18,1,154
1,"e2e",1.83298071083244e-05,0.508384490412,NA,0.675744830107473,0.0883114240084589,"high-2",1,18,1,154
2,"e2e",1.83298071083244e-05,0.508384490412,NA,0.650217014242927,NA,"high-2",1,18,1,154
3,"e2e",1.83298071083244e-05,0.508384490412,NA,0.650217014242927,NA,"high-2",1,18,1,154
4,"e2e",1.83298071083244e-05,0.498014280303682,NA,0.664219026850211,NA,"high-2",1,18,1,154
5,"e2e",1.83298071083244e-05,0.5053995248629,NA,0.646520391255546,NA,"high-2",1,18,1,154
1,"naive",3.79269019073225e-05,0.93162443422072,NA,0.917296786389414,0.131581149362251,"high-2",1,18,1,154
2,"naive",3.79269019073225e-05,0.930918699841632,NA,0.91709966934341,NA,"high-2",1,18,1,154
3,"naive",3.79269019073225e-05,0.930918699841632,NA,0.91709966934341,NA,"high-2",1,18,1,154
4,"naive",3.79269019073225e-05,0.93162443422072,NA,0.917296786389414,NA,"high-2",1,18,1,154
5,"naive",3.79269019073225e-05,0.93162443422072,NA,0.917296786389414,NA,"high-2",1,18,1,154
1,"e2e + reshuffle",3.79269019073225e-05,0.498014280303682,NA,0.657079069161072,0.127640240681076,"high-2",1,18,1,154
2,"e2e + reshuffle",3.79269019073225e-05,0.5053995248629,NA,0.632209097225934,NA,"high-2",1,18,1,154
3,"e2e + reshuffle",3.79269019073225e-05,0.508254755540576,NA,0.649195901608345,NA,"high-2",1,18,1,154
4,"e2e + reshuffle",3.79269019073225e-05,0.5053995248629,NA,0.646520391255546,NA,"high-2",1,18,1,154
5,"e2e + reshuffle",3.79269019073225e-05,0.508384490412,NA,0.624689198378381,NA,"high-2",1,18,1,154
1,"e2e",3.79269019073225e-05,0.508384490412,NA,0.656343690050418,0.0574318735736761,"high-2",1,18,1,154
2,"e2e",3.79269019073225e-05,0.508384490412,NA,0.675744830107473,NA,"high-2",1,18,1,154
3,"e2e",3.79269019073225e-05,0.508384490412,NA,0.666554816396236,NA,"high-2",1,18,1,154
4,"e2e",3.79269019073225e-05,0.508384490412,NA,0.659407027954163,NA,"high-2",1,18,1,154
5,"e2e",3.79269019073225e-05,0.508384490412,NA,0.654301464781254,NA,"high-2",1,18,1,154
1,"naive",7.84759970351462e-05,0.930918699841632,NA,0.91709966934341,0.132536424410741,"high-2",1,18,1,154
2,"naive",7.84759970351462e-05,0.930918699841632,NA,0.91709966934341,NA,"high-2",1,18,1,154
3,"naive",7.84759970351462e-05,0.931279865068633,NA,0.916902738432483,NA,"high-2",1,18,1,154
4,"naive",7.84759970351462e-05,0.931279865068633,NA,0.916902738432483,NA,"high-2",1,18,1,154
5,"naive",7.84759970351462e-05,0.931279865068633,NA,0.916902738432483,NA,"high-2",1,18,1,154
1,"e2e + reshuffle",7.84759970351462e-05,0.508384490412,NA,0.650217014242927,0.0757291382262461,"high-2",1,18,1,154
2,"e2e + reshuffle",7.84759970351462e-05,0.508384490412,NA,0.675744830107473,NA,"high-2",1,18,1,154
3,"e2e + reshuffle",7.84759970351462e-05,0.498014280303682,NA,0.632599214226879,NA,"high-2",1,18,1,154
4,"e2e + reshuffle",7.84759970351462e-05,0.498014280303682,NA,0.63361920818247,NA,"high-2",1,18,1,154
5,"e2e + reshuffle",7.84759970351462e-05,0.498014280303682,NA,0.665239020805803,NA,"high-2",1,18,1,154
1,"e2e",7.84759970351462e-05,0.49200618471202,NA,0.646718609529518,0.0494424011305363,"high-2",1,18,1,154
2,"e2e",7.84759970351462e-05,0.508384490412,NA,0.675744830107473,NA,"high-2",1,18,1,154
3,"e2e",7.84759970351462e-05,0.5053995248629,NA,0.673098508739109,NA,"high-2",1,18,1,154
4,"e2e",7.84759970351462e-05,0.508384490412,NA,0.659407027954163,NA,"high-2",1,18,1,154
5,"e2e",7.84759970351462e-05,0.5053995248629,NA,0.632209097225934,NA,"high-2",1,18,1,154
1,"naive",0.000162377673918872,0.930918699841632,NA,0.91709966934341,0.131747835711509,"high-2",1,18,1,154
2,"naive",0.000162377673918872,0.93162443422072,NA,0.917296786389414,NA,"high-2",1,18,1,154
3,"naive",0.000162377673918872,0.931279865068633,NA,0.916902738432483,NA,"high-2",1,18,1,154
4,"naive",0.000162377673918872,0.93162443422072,NA,0.917296786389414,NA,"high-2",1,18,1,154
5,"naive",0.000162377673918872,0.930918699841632,NA,0.91709966934341,NA,"high-2",1,18,1,154
1,"e2e + reshuffle",0.000162377673918872,0.49200618471202,NA,0.634492058735391,0.0740907081730434,"high-2",1,18,1,154
2,"e2e + reshuffle",0.000162377673918872,0.5053995248629,NA,0.625053450211128,NA,"high-2",1,18,1,154
3,"e2e + reshuffle",0.000162377673918872,0.508384490412,NA,0.654301464781254,NA,"high-2",1,18,1,154
4,"e2e + reshuffle",0.000162377673918872,0.5053995248629,NA,0.646520391255546,NA,"high-2",1,18,1,154
5,"e2e + reshuffle",0.000162377673918872,0.498014280303682,NA,0.664219026850211,NA,"high-2",1,18,1,154
1,"e2e",0.000162377673918872,0.5053995248629,NA,0.63936474424074,0.0158942958017538,"high-2",1,18,1,154
2,"e2e",0.000162377673918872,0.498014280303682,NA,0.614239323026234,NA,"high-2",1,18,1,154
3,"e2e",0.000162377673918872,0.49200618471202,NA,0.636529817201079,NA,"high-2",1,18,1,154
4,"e2e",0.000162377673918872,0.508384490412,NA,0.6349003247242,NA,"high-2",1,18,1,154
5,"e2e",0.000162377673918872,0.508384490412,NA,0.675744830107473,NA,"high-2",1,18,1,154
1,"naive",0.000335981828628378,0.93162443422072,NA,0.917296786389414,0.132063645301418,"high-2",1,18,1,154
2,"naive",0.000335981828628378,0.930918699841632,NA,0.91709966934341,NA,"high-2",1,18,1,154
3,"naive",0.000335981828628378,0.930918699841632,NA,0.91709966934341,NA,"high-2",1,18,1,154
4,"naive",0.000335981828628378,0.93162443422072,NA,0.917296786389414,NA,"high-2",1,18,1,154
5,"naive",0.000335981828628378,0.930918699841632,NA,0.91709966934341,NA,"high-2",1,18,1,154
1,"e2e + reshuffle",0.000335981828628378,0.5053995248629,NA,0.673098508739109,0.108703395187254,"high-2",1,18,1,154
2,"e2e + reshuffle",0.000335981828628378,0.508384490412,NA,0.656343690050418,NA,"high-2",1,18,1,154
3,"e2e + reshuffle",0.000335981828628378,0.508384490412,NA,0.675744830107473,NA,"high-2",1,18,1,154
4,"e2e + reshuffle",0.000335981828628378,0.492011243004047,NA,0.640605334132454,NA,"high-2",1,18,1,154
5,"e2e + reshuffle",0.000335981828628378,0.508384490412,NA,0.666554816396236,NA,"high-2",1,18,1,154
1,"e2e",0.000335981828628378,0.5053995248629,NA,0.632209097225934,0.0736221235096417,"high-2",1,18,1,154
2,"e2e",0.000335981828628378,0.508384490412,NA,0.675744830107473,NA,"high-2",1,18,1,154
3,"e2e",0.000335981828628378,0.5053995248629,NA,0.617897803196323,NA,"high-2",1,18,1,154
4,"e2e",0.000335981828628378,0.508384490412,NA,0.624689198378381,NA,"high-2",1,18,1,154
5,"e2e",0.000335981828628378,0.5053995248629,NA,0.646520391255546,NA,"high-2",1,18,1,154
1,"naive",1e-06,0.93162443422072,NA,0.917296786389414,0.131902793785637,"high-3",1,18,1,154
2,"naive",1e-06,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
3,"naive",1e-06,0.933380544523742,NA,0.917494089834515,NA,"high-3",1,18,1,154
4,"naive",1e-06,0.93162443422072,NA,0.917296786389414,NA,"high-3",1,18,1,154
5,"naive",1e-06,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
1,"e2e + reshuffle",1e-06,0.508384490412,NA,0.659407027954163,0.013818407112495,"high-3",1,18,1,154
2,"e2e + reshuffle",1e-06,0.498014280303682,NA,0.665239020805803,NA,"high-3",1,18,1,154
3,"e2e + reshuffle",1e-06,0.5053995248629,NA,0.629142391362446,NA,"high-3",1,18,1,154
4,"e2e + reshuffle",1e-06,0.5053995248629,NA,0.632209097225934,NA,"high-3",1,18,1,154
5,"e2e + reshuffle",1e-06,0.508384490412,NA,0.666554816396236,NA,"high-3",1,18,1,154
1,"e2e",1e-06,0.498014280303682,NA,0.632599214226879,0.0771047069019809,"high-3",1,18,1,154
2,"e2e",1e-06,0.508384490412,NA,0.623668085743799,NA,"high-3",1,18,1,154
3,"e2e",1e-06,0.508384490412,NA,0.666554816396236,NA,"high-3",1,18,1,154
4,"e2e",1e-06,0.49200618471202,NA,0.636529817201079,NA,"high-3",1,18,1,154
5,"e2e",1e-06,0.508384490412,NA,0.656343690050418,NA,"high-3",1,18,1,154
1,"naive",2.06913808111479e-06,0.930918699841632,NA,0.91709966934341,0.131747835711509,"high-3",1,18,1,154
2,"naive",2.06913808111479e-06,0.931279865068633,NA,0.916902738432483,NA,"high-3",1,18,1,154
3,"naive",2.06913808111479e-06,0.931279865068633,NA,0.916902738432483,NA,"high-3",1,18,1,154
4,"naive",2.06913808111479e-06,0.93162443422072,NA,0.917296786389414,NA,"high-3",1,18,1,154
5,"naive",2.06913808111479e-06,0.931279865068633,NA,0.916902738432483,NA,"high-3",1,18,1,154
1,"e2e + reshuffle",2.06913808111479e-06,0.498014280303682,NA,0.664219026850211,0.0211592949418834,"high-3",1,18,1,154
2,"e2e + reshuffle",2.06913808111479e-06,0.508384490412,NA,0.624689198378381,NA,"high-3",1,18,1,154
3,"e2e + reshuffle",2.06913808111479e-06,0.498014280303682,NA,0.665239020805803,NA,"high-3",1,18,1,154
4,"e2e + reshuffle",2.06913808111479e-06,0.508384490412,NA,0.624689198378381,NA,"high-3",1,18,1,154
5,"e2e + reshuffle",2.06913808111479e-06,0.49200618471202,NA,0.636529817201079,NA,"high-3",1,18,1,154
1,"e2e",2.06913808111479e-06,0.498014280303682,NA,0.665239020805803,0.0979686157477358,"high-3",1,18,1,154
2,"e2e",2.06913808111479e-06,0.508384490412,NA,0.666554816396236,NA,"high-3",1,18,1,154
3,"e2e",2.06913808111479e-06,0.505395508713701,NA,0.644475920679887,NA,"high-3",1,18,1,154
4,"e2e",2.06913808111479e-06,0.498014280303682,NA,0.632599214226879,NA,"high-3",1,18,1,154
5,"e2e",2.06913808111479e-06,0.508384490412,NA,0.650217014242927,NA,"high-3",1,18,1,154
1,"naive",4.2813323987194e-06,0.933380544523742,NA,0.917494089834515,0.132392226074871,"high-3",1,18,1,154
2,"naive",4.2813323987194e-06,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
3,"naive",4.2813323987194e-06,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
4,"naive",4.2813323987194e-06,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
5,"naive",4.2813323987194e-06,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
1,"e2e + reshuffle",4.2813323987194e-06,0.5053995248629,NA,0.617897803196323,0.0926774294397697,"high-3",1,18,1,154
2,"e2e + reshuffle",4.2813323987194e-06,0.498014280303682,NA,0.632599214226879,NA,"high-3",1,18,1,154
3,"e2e + reshuffle",4.2813323987194e-06,0.498014280303682,NA,0.665239020805803,NA,"high-3",1,18,1,154
4,"e2e + reshuffle",4.2813323987194e-06,0.498014280303682,NA,0.665239020805803,NA,"high-3",1,18,1,154
5,"e2e + reshuffle",4.2813323987194e-06,0.508384490412,NA,0.623668085743799,NA,"high-3",1,18,1,154
1,"e2e",4.2813323987194e-06,0.498014280303682,NA,0.665239020805803,0.0973222394190421,"high-3",1,18,1,154
2,"e2e",4.2813323987194e-06,0.498014280303682,NA,0.659119057072254,NA,"high-3",1,18,1,154
3,"e2e",4.2813323987194e-06,0.492011243004047,NA,0.640605334132454,NA,"high-3",1,18,1,154
4,"e2e",4.2813323987194e-06,0.508384490412,NA,0.656343690050418,NA,"high-3",1,18,1,154
5,"e2e",4.2813323987194e-06,0.508384490412,NA,0.666554816396236,NA,"high-3",1,18,1,154
1,"naive",8.85866790410083e-06,0.930918699841632,NA,0.91709966934341,0.131510304623775,"high-3",1,18,1,154
2,"naive",8.85866790410083e-06,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
3,"naive",8.85866790410083e-06,0.93162443422072,NA,0.917296786389414,NA,"high-3",1,18,1,154
4,"naive",8.85866790410083e-06,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
5,"naive",8.85866790410083e-06,0.93162443422072,NA,0.917296786389414,NA,"high-3",1,18,1,154
1,"e2e + reshuffle",8.85866790410083e-06,0.508384490412,NA,0.650217014242927,0.0757291382262461,"high-3",1,18,1,154
2,"e2e + reshuffle",8.85866790410083e-06,0.5053995248629,NA,0.625053450211128,NA,"high-3",1,18,1,154
3,"e2e + reshuffle",8.85866790410083e-06,0.508384490412,NA,0.6349003247242,NA,"high-3",1,18,1,154
4,"e2e + reshuffle",8.85866790410083e-06,0.508384490412,NA,0.654301464781254,NA,"high-3",1,18,1,154
5,"e2e + reshuffle",8.85866790410083e-06,0.498014280303682,NA,0.614239323026234,NA,"high-3",1,18,1,154
1,"e2e",8.85866790410083e-06,0.498014280303682,NA,0.63361920818247,0.0861351357914719,"high-3",1,18,1,154
2,"e2e",8.85866790410083e-06,0.508384490412,NA,0.654301464781254,NA,"high-3",1,18,1,154
3,"e2e",8.85866790410083e-06,0.5053995248629,NA,0.632209097225934,NA,"high-3",1,18,1,154
4,"e2e",8.85866790410083e-06,0.508384490412,NA,0.624689198378381,NA,"high-3",1,18,1,154
5,"e2e",8.85866790410083e-06,0.5053995248629,NA,0.646520391255546,NA,"high-3",1,18,1,154
1,"naive",1.83298071083244e-05,0.933380544523742,NA,0.917494089834515,0.132108572613842,"high-3",1,18,1,154
2,"naive",1.83298071083244e-05,0.93162443422072,NA,0.917296786389414,NA,"high-3",1,18,1,154
3,"naive",1.83298071083244e-05,0.93162443422072,NA,0.917296786389414,NA,"high-3",1,18,1,154
4,"naive",1.83298071083244e-05,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
5,"naive",1.83298071083244e-05,0.931279865068633,NA,0.916902738432483,NA,"high-3",1,18,1,154
1,"e2e + reshuffle",1.83298071083244e-05,0.505395508713701,NA,0.644475920679887,0.107414579322285,"high-3",1,18,1,154
2,"e2e + reshuffle",1.83298071083244e-05,0.492011243004047,NA,0.640605334132454,NA,"high-3",1,18,1,154
3,"e2e + reshuffle",1.83298071083244e-05,0.508384490412,NA,0.675744830107473,NA,"high-3",1,18,1,154
4,"e2e + reshuffle",1.83298071083244e-05,0.498014280303682,NA,0.659119057072254,NA,"high-3",1,18,1,154
5,"e2e + reshuffle",1.83298071083244e-05,0.508254755540576,NA,0.649195901608345,NA,"high-3",1,18,1,154
1,"e2e",1.83298071083244e-05,0.508384490412,NA,0.675744830107473,0.0814688237050274,"high-3",1,18,1,154
2,"e2e",1.83298071083244e-05,0.508384490412,NA,0.659407027954163,NA,"high-3",1,18,1,154
3,"e2e",1.83298071083244e-05,0.508384490412,NA,0.654301464781254,NA,"high-3",1,18,1,154
4,"e2e",1.83298071083244e-05,0.498014280303682,NA,0.659119057072254,NA,"high-3",1,18,1,154
5,"e2e",1.83298071083244e-05,0.508384490412,NA,0.623668085743799,NA,"high-3",1,18,1,154
1,"naive",3.79269019073225e-05,0.930918699841632,NA,0.91709966934341,0.131890625215575,"high-3",1,18,1,154
2,"naive",3.79269019073225e-05,0.93162443422072,NA,0.917296786389414,NA,"high-3",1,18,1,154
3,"naive",3.79269019073225e-05,0.931279865068633,NA,0.916902738432483,NA,"high-3",1,18,1,154
4,"naive",3.79269019073225e-05,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
5,"naive",3.79269019073225e-05,0.931279865068633,NA,0.916902738432483,NA,"high-3",1,18,1,154
1,"e2e + reshuffle",3.79269019073225e-05,0.49200618471202,NA,0.646718609529518,0.0494424011305363,"high-3",1,18,1,154
2,"e2e + reshuffle",3.79269019073225e-05,0.5053995248629,NA,0.632209097225934,NA,"high-3",1,18,1,154
3,"e2e + reshuffle",3.79269019073225e-05,0.508384490412,NA,0.666554816396236,NA,"high-3",1,18,1,154
4,"e2e + reshuffle",3.79269019073225e-05,0.508384490412,NA,0.650217014242927,NA,"high-3",1,18,1,154
5,"e2e + reshuffle",3.79269019073225e-05,0.505395508713701,NA,0.644475920679887,NA,"high-3",1,18,1,154
1,"e2e",3.79269019073225e-05,0.508384490412,NA,0.623668085743799,0.0927059164953937,"high-3",1,18,1,154
2,"e2e",3.79269019073225e-05,0.498014280303682,NA,0.614239323026234,NA,"high-3",1,18,1,154
3,"e2e",3.79269019073225e-05,0.498014280303682,NA,0.613219329070642,NA,"high-3",1,18,1,154
4,"e2e",3.79269019073225e-05,0.498014280303682,NA,0.659119057072254,NA,"high-3",1,18,1,154
5,"e2e",3.79269019073225e-05,0.498014280303682,NA,0.664219026850211,NA,"high-3",1,18,1,154
1,"naive",7.84759970351462e-05,0.931279865068633,NA,0.916902738432483,0.131540083883914,"high-3",1,18,1,154
2,"naive",7.84759970351462e-05,0.933380544523742,NA,0.917494089834515,NA,"high-3",1,18,1,154
3,"naive",7.84759970351462e-05,0.93162443422072,NA,0.917296786389414,NA,"high-3",1,18,1,154
4,"naive",7.84759970351462e-05,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
5,"naive",7.84759970351462e-05,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
1,"e2e + reshuffle",7.84759970351462e-05,0.49200618471202,NA,0.646718609529518,0.0494424011305363,"high-3",1,18,1,154
2,"e2e + reshuffle",7.84759970351462e-05,0.508384490412,NA,0.648174788973763,NA,"high-3",1,18,1,154
3,"e2e + reshuffle",7.84759970351462e-05,0.508254755540576,NA,0.649195901608345,NA,"high-3",1,18,1,154
4,"e2e + reshuffle",7.84759970351462e-05,0.508384490412,NA,0.659407027954163,NA,"high-3",1,18,1,154
5,"e2e + reshuffle",7.84759970351462e-05,0.498014280303682,NA,0.664219026850211,NA,"high-3",1,18,1,154
1,"e2e",7.84759970351462e-05,0.49200618471202,NA,0.634492058735391,0.0740907081730434,"high-3",1,18,1,154
2,"e2e",7.84759970351462e-05,0.508384490412,NA,0.623668085743799,NA,"high-3",1,18,1,154
3,"e2e",7.84759970351462e-05,0.498014280303682,NA,0.657079069161072,NA,"high-3",1,18,1,154
4,"e2e",7.84759970351462e-05,0.508384490412,NA,0.624689198378381,NA,"high-3",1,18,1,154
5,"e2e",7.84759970351462e-05,0.498014280303682,NA,0.665239020805803,NA,"high-3",1,18,1,154
1,"naive",0.000162377673918872,0.930918699841632,NA,0.91709966934341,0.131623193306226,"high-3",1,18,1,154
2,"naive",0.000162377673918872,0.931279865068633,NA,0.916902738432483,NA,"high-3",1,18,1,154
3,"naive",0.000162377673918872,0.931279865068633,NA,0.916902738432483,NA,"high-3",1,18,1,154
4,"naive",0.000162377673918872,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
5,"naive",0.000162377673918872,0.930918699841632,NA,0.91709966934341,NA,"high-3",1,18,1,154
1,"e2e + reshuffle",0.000162377673918872,0.5053995248629,NA,0.673098508739109,0.108703395187254,"high-3",1,18,1,154
2,"e2e + reshuffle",0.000162377673918872,0.498014280303682,NA,0.665239020805803,NA,"high-3",1,18,1,154
3,"e2e + reshuffle",0.000162377673918872,0.498014280303682,NA,0.614239323026234,NA,"high-3",1,18,1,154
4,"e2e + reshuffle",0.000162377673918872,0.508384490412,NA,0.623668085743799,NA,"high-3",1,18,1,154
5,"e2e + reshuffle",0.000162377673918872,0.498014280303682,NA,0.659119057072254,NA,"high-3",1,18,1,154
1,"e2e",0.000162377673918872,0.498014280303682,NA,0.614239323026234,0.0150041308276943,"high-3",1,18,1,154
2,"e2e",0.000162377673918872,0.498014280303682,NA,0.664219026850211,NA,"high-3",1,18,1,154
3,"e2e",0.000162377673918872,0.508384490412,NA,0.6349003247242,NA,"high-3",1,18,1,154
