"rep","method","frac","richness.r2","feasible.and.stable.balanced_accuracy","composition.balanced_accuracy","abundance.r2"
1,"naive",3.814697265625e-06,0.932098891342962,0.476924447612259,0.915362731152205,0.130315844418879
2,"naive",3.814697265625e-06,0.931783620799202,0.465965787598004,0.915322580645161,0.130183824281776
3,"naive",3.814697265625e-06,0.932147747002971,0.517818959372773,0.916193181818182,0.130744624356608
4,"naive",3.814697265625e-06,0.932157029123811,0.427655024946543,0.91563981042654,0.130443691935951
5,"naive",3.814697265625e-06,0.936407033814911,0.5,0.915602836879433,0.131119783551409
1,"e2e + reshuffle",3.814697265625e-06,0.492032020921397,0.5,0.482116510635482,0.00490856304511891
2,"e2e + reshuffle",3.814697265625e-06,0.508254755540576,0.5,0.649195901608345,0.0882321329885673
3,"e2e + reshuffle",3.814697265625e-06,0.498014280303682,0.5,0.664219026850211,0.0211592949418834
4,"e2e + reshuffle",3.814697265625e-06,0.492042084441399,0.5,0.513257764905623,0.00300941045332013
5,"e2e + reshuffle",3.814697265625e-06,0.492042084441399,0.5,0.520336063117947,0.00104955971192231
1,"e2e",3.814697265625e-06,0.492032020921397,0.5,0.547914254523802,0.0200795911020614
2,"e2e",3.814697265625e-06,0.492042084441399,0.5,0.513257764905623,0.000482792145794858
3,"e2e",3.814697265625e-06,0.492042084441399,0.5,0.52134724857685,0.00188471842502426
4,"e2e",3.814697265625e-06,0.5053995248629,0.5,0.625053450211128,0.0826578581703437
5,"e2e",3.814697265625e-06,0.492042084441399,0.5,0.507190652152202,0.0082624718770292
1,"naive",0.000149726867675781,0.93306766548617,0.5,0.915442918048318,0.130459657231411
2,"naive",0.000149726867675781,0.93306766548617,0.5,0.915442918048318,0.130253140730265
3,"naive",0.000149726867675781,0.93162443422072,0.515057020669993,0.917296786389414,0.132063645301418
4,"naive",0.000149726867675781,0.931783620799202,0.520402708481825,0.915322580645161,0.130195345377366
5,"naive",0.000149726867675781,0.931783620799202,0.47416250890948,0.915322580645161,0.130784270886675
1,"e2e + reshuffle",0.000149726867675781,0.503871930568077,0.5,0.606978772469253,0.0153454395116258
2,"e2e + reshuffle",0.000149726867675781,0.492032020921397,0.5,0.530705613814549,0.00590300838867175
3,"e2e + reshuffle",0.000149726867675781,0.492032020921397,0.5,0.546901981540904,0.0200517886078301
