"rep","method","frac","richness.r2","feasible.and.stable.balanced_accuracy","composition.balanced_accuracy","abundance.r2"
4,"e2e + reshuffle",0.000149726867675781,0.492042084441399,0.5,0.520336063117947,0.00105784544268466
5,"e2e + reshuffle",0.000149726867675781,0.5053995248629,0.5,0.63936474424074,0.0158942958017538
1,"e2e",0.000149726867675781,0.492032020921397,0.5,0.500337424327632,0.00555626143768059
2,"e2e",0.000149726867675781,0.492032020921397,0.5,0.532730159780343,0.00628453227879455
3,"e2e",0.000149726867675781,0.508390645152313,0.5,0.589030639337298,0.0891043107071872
4,"e2e",0.000149726867675781,0.492042084441399,0.5,0.520336063117947,0.00132809415360387
5,"e2e",0.000149726867675781,0.492042084441399,0.5,0.520336063117947,0.00104955971192231
1,"naive",0.000295639038085938,0.932147747002971,0.485032074126871,0.916193181818182,0.131764891439751
2,"naive",0.000295639038085938,0.931783620799202,0.553011404133999,0.915322580645161,0.130357408165973
3,"naive",0.000295639038085938,0.930918699841632,0.504009265858874,0.91709966934341,0.131941253157389
4,"naive",0.000295639038085938,0.933942442271946,0.5,0.915799432355724,0.130242580864932
5,"naive",0.000295639038085938,0.93227764787426,0.536707056307912,0.9158368895211,0.130260579293689
1,"e2e + reshuffle",0.000295639038085938,0.498014280303682,0.5,0.665239020805803,0.0979686157477358
2,"e2e + reshuffle",0.000295639038085938,0.492042084441399,0.5,0.513257764905623,0.00300941045332013
3,"e2e + reshuffle",0.000295639038085938,0.492032020921397,0.5,0.525644248900063,0.0696401418596511
4,"e2e + reshuffle",0.000295639038085938,0.499594409551757,0.5,0.552357157575579,0.0053552915778575
5,"e2e + reshuffle",0.000295639038085938,0.492016923533061,0.5,0.559965831057491,0.0705021020418268
1,"e2e",0.000295639038085938,0.492016923533061,0.5,0.499098258179587,0.00743288521464941
2,"e2e",0.000295639038085938,0.508384490412,0.5,0.675744830107473,0.0814688237050274
3,"e2e",0.000295639038085938,0.508390645152313,0.5,0.576843935853866,0.0657139860281246
4,"e2e",0.000295639038085938,0.499594409551757,0.5,0.547290335874717,0.0103127491123596
5,"e2e",0.000295639038085938,0.492042084441399,0.5,0.517302506741236,0.00644210317028154
1,"naive",0.000441551208496094,0.931783620799202,0.583303635067712,0.915322580645161,0.130169845763782
2,"naive",0.000441551208496094,0.931952491128042,0.531272273699216,0.915559772296015,0.130909629460737
3,"naive",0.000441551208496094,0.932147747002971,0.509533143264433,0.916193181818182,0.131458900852401
4,"naive",0.000441551208496094,0.931279865068633,0.5,0.916902738432483,0.143091894803001
5,"naive",0.000441551208496094,0.93227764787426,0.514700641482537,0.9158368895211,0.130693154577919
1,"e2e + reshuffle",0.000441551208496094,0.492032020921397,0.5,0.528681067848754,0.00834564719487611
2,"e2e + reshuffle",0.000441551208496094,0.499594409551757,0.5,0.503715669247299,0.000651650302789606
3,"e2e + reshuffle",0.000441551208496094,0.499594409551757,0.5,0.536143328132819,0.00655899703402133
4,"e2e + reshuffle",0.000441551208496094,0.492042084441399,0.5,0.527414361330271,0.018814054537904
5,"e2e + reshuffle",0.000441551208496094,0.499594409551757,0.5,0.542223514173854,0.0743689053763115
1,"e2e",0.000441551208496094,0.499594409551757,0.5,0.518916134349887,0.00695402928207942
2,"e2e",0.000441551208496094,0.499579688868027,0.5,0.586755121884951,0.0180133316542962
3,"e2e",0.000441551208496094,0.508384490412,0.5,0.654301464781254,0.0977344341699301
4,"e2e",0.000441551208496094,0.492032020921397,0.5,0.530705613814549,0.000133068695487171
5,"e2e",0.000441551208496094,0.498014280303682,0.5,0.665239020805803,0.0973222394190421
1,"naive",0.00058746337890625,0.932098891342962,0.484853884533143,0.915362731152205,0.130592806301064
2,"naive",0.00058746337890625,0.932023943625422,0.531272273699216,0.915519696250593,0.130894773295949
3,"naive",0.00058746337890625,0.932098891342962,0.49607982893799,0.915362731152205,0.129848374419018
4,"naive",0.00058746337890625,0.932098891342962,0.50392017106201,0.915362731152205,0.130355262084868
5,"naive",0.00058746337890625,0.93227764787426,0.558535281539558,0.9158368895211,0.130260579293689
1,"e2e + reshuffle",0.00058746337890625,0.499594409551757,0.5,0.552357157575579,0.0053552915778575
2,"e2e + reshuffle",0.00058746337890625,0.508384490412,0.5,0.654301464781254,0.0977344341699301
3,"e2e + reshuffle",0.00058746337890625,0.508384490412,0.5,0.675744830107473,0.0883114240084589
4,"e2e + reshuffle",0.00058746337890625,0.492032020921397,0.5,0.548926527506699,0.0181817018793863
5,"e2e + reshuffle",0.00058746337890625,0.492042084441399,0.5,0.519324877659043,0.000201165541122555
1,"e2e",0.00058746337890625,0.499579688868027,0.5,0.603021707238379,0.0293451431575541
2,"e2e",0.00058746337890625,0.492042084441399,0.5,0.507190652152202,0.0077812358492551
3,"e2e",0.00058746337890625,0.492032020921397,0.5,0.530705613814549,0.000133068695487171
4,"e2e",0.00058746337890625,0.508384490412,0.5,0.666554816396236,0.0662176628896313
5,"e2e",0.00058746337890625,0.505395508713701,0.5,0.644475920679887,0.107414579322285
