"Ea.action","Pa.action","Pch.action","Pci.action","Pf.action","Pp.action","Pv.action","Sm.action"
0,0.0150143986573179,0,0,0,0,0.00468690451472718,0
0,0.028687706318493,0,0,0,0,0.01524378925177,0
0,0,0,0.0198822579463341,0,0,0.0353096721246633,0
0,0,0,0.0065247246426608,0,0,0.000119046544035718,0
0,0,0,0,0.0150143986573179,0.00468690451472718,0,0
0,0,0,0,0.028687706318493,0.01524378925177,0,0
0.0198822579463341,0,0.0198822579463341,0.0353096721246633,0,0,0,0
0.0065247246426608,0,0.0065247246426608,0.000119046544035718,0,0,0,0
0,0.0150143986573179,0.00468690451472718,0.0150143986573179,0,0,0,0
0,0.028687706318493,0.01524378925177,0.028687706318493,0,0,0,0
0,0.0198822579463341,0,0.0198822579463341,0.0353096721246633,0,0,0
0,0.0065247246426608,0,0.0065247246426608,0.000119046544035718,0,0,0
0,0,0.0150143986573179,0.00468690451472718,0.0150143986573179,0,0,0
0,0,0.028687706318493,0.01524378925177,0.028687706318493,0,0,0
0,0,0.0198822579463341,0.0353096721246633,0,0,0,0.0353096721246633
0,0,0.0065247246426608,0.000119046544035718,0,0,0,0.000119046544035718
0,0,0,0.0150143986573179,0,0.0150143986573179,0.00468690451472718,0
0,0,0,0.028687706318493,0,0.028687706318493,0.01524378925177,0
0,0,0,0,0.0353096721246633,0.0198822579463341,0.0353096721246633,0
0,0,0,0,0.000119046544035718,0.0065247246426608,0.000119046544035718,0
