"Ea.outcome","Pa.outcome","Pch.outcome","Pci.outcome","Pf.outcome","Pp.outcome","Pv.outcome","Sm.outcome"
0.1256853125,0,0,0,0,0,0,0
0.1256853125,0,0,0,0,0,0,0
0,0.0681398802631625,0,0,0,0,0,0
0,0.0681398802631625,0,0,0,0,0,0
0,0,0.0971997625262674,0,0,0,0,0
0,0,0.0971997625262674,0,0,0,0,0
0,0,0,0.00327131133422542,0,0,0,0
0,0,0,0.00327131133422542,0,0,0,0
0,0,0,0,0.0545100893907245,0,0,0
0,0,0,0,0.0545100893907245,0,0,0
0,0,0,0,0,0.1256853125,0,0
0,0,0,0,0,0.1256853125,0,0
0,0,0,0,0,0,0.1256853125,0
0,0,0,0,0,0,0.1256853125,0
0,0,0,0,0,0,0,0.1256853125
0,0,0,0,0,0,0,0.1256853125
0.0399046678220966,0.1256853125,0,0,0,0,0,0
0.0399046678220966,0.1256853125,0,0,0,0,0,0
0.0399046678220966,0,0.0971997625262674,0,0,0,0,0
0.0399046678220966,0,0.0971997625262674,0,0,0,0,0
0.1256853125,0,0,0.0545100893907245,0,0,0,0
0.1256853125,0,0,0.0545100893907245,0,0,0,0
0.0545100893907245,0,0,0,0.0545100893907245,0,0,0
0.0545100893907245,0,0,0,0.0545100893907245,0,0,0
0.0189056488017421,0,0,0,0,0.1256853125,0,0
0.0189056488017421,0,0,0,0,0.1256853125,0,0
0.00327131133422542,0,0,0,0,0,0.1256853125,0
0.00327131133422542,0,0,0,0,0,0.1256853125,0
0.1256853125,0,0,0,0,0,0,0
0.1256853125,0,0,0,0,0,0,0
0,0,0.0971997625262674,0,0,0,0,0
0,0,0.0971997625262674,0,0,0,0,0
0,0.0681398802631625,0,0,0,0,0,0
0,0.0681398802631625,0,0,0,0,0,0
0,0.0399046678220966,0,0,0.0399046678220966,0,0,0
0,0.0399046678220966,0,0,0.0399046678220966,0,0,0
0,0.0399046678220966,0,0,0,0.0822093302894299,0,0
0,0.0399046678220966,0,0,0,0.0822093302894299,0,0
0,0.0822093302894299,0,0,0,0,0.0681398802631625,0
0,0.0822093302894299,0,0,0,0,0.0681398802631625,0
0,0.0681398802631625,0,0,0,0,0,0.0681398802631625
0,0.0681398802631625,0,0,0,0,0,0.0681398802631625
0,0,0.0681398802631625,0,0,0,0,0
0,0,0.0681398802631625,0,0,0,0,0
0,0,0.0822093302894299,0,0,0,0,0
0,0,0.0822093302894299,0,0,0,0,0
0,0,0.0822093302894299,0,0,0.0681398802631625,0,0
0,0,0.0822093302894299,0,0,0.0681398802631625,0,0
0,0,0.0971997625262674,0,0,0,0.0399046678220966,0
0,0,0.0971997625262674,0,0,0,0.0399046678220966,0
0,0,0.0681398802631625,0,0,0,0,0.0681398802631625
0,0,0.0681398802631625,0,0,0,0,0.0681398802631625
0,0,0,0.0545100893907245,0.0189056488017421,0,0,0
0,0,0,0.0545100893907245,0.0189056488017421,0,0,0
0,0,0,0,0,0.1256853125,0,0
0,0,0,0,0,0.1256853125,0,0
0,0,0,0,0,0,0.1256853125,0
0,0,0,0,0,0,0.1256853125,0
0,0,0,0.0399046678220966,0,0,0,0.0822093302894299
0,0,0,0.0399046678220966,0,0,0,0.0822093302894299
0,0,0,0,0.0399046678220966,0.0971997625262674,0,0
0,0,0,0,0.0399046678220966,0.0971997625262674,0,0
0,0,0,0,0.0399046678220966,0,0.0971997625262674,0
0,0,0,0,0.0399046678220966,0,0.0971997625262674,0
0,0,0,0,0.0545100893907245,0,0,0.0822093302894299
0,0,0,0,0.0545100893907245,0,0,0.0822093302894299
0,0,0,0,0,0.1256853125,0,0
0,0,0,0,0,0.1256853125,0,0
0,0,0,0,0,0.1256853125,0,0
0,0,0,0,0,0.1256853125,0,0
0.0545100893907245,0,0.1256853125,0,0,0,0,0
0.0545100893907245,0,0.1256853125,0,0,0,0,0
0.0399046678220966,0.1256853125,0,0.0189056488017421,0,0,0,0
0.0399046678220966,0.1256853125,0,0.0189056488017421,0,0,0,0
0.0399046678220966,0,0,0,0.0822093302894299,0,0,0
0.0399046678220966,0,0,0,0.0822093302894299,0,0,0
0,0.0399046678220966,0,0,0,0.0971997625262674,0,0
0,0.0399046678220966,0,0,0,0.0971997625262674,0,0
0.0189056488017421,0.1256853125,0,0,0,0,0.0189056488017421,0
0.0189056488017421,0.1256853125,0,0,0,0,0.0189056488017421,0
0.0399046678220966,0.1256853125,0,0,0,0,0,0
0.0399046678220966,0.1256853125,0,0,0,0,0,0
0.0399046678220966,0,0.0971997625262674,0,0,0,0,0
0.0399046678220966,0,0.0971997625262674,0,0,0,0,0
0.0545100893907245,0,0.0189056488017421,0,0.0545100893907245,0,0,0
0.0545100893907245,0,0.0189056488017421,0,0.0545100893907245,0,0,0
0.0189056488017421,0,0.0971997625262674,0,0,0,0,0
0.0189056488017421,0,0.0971997625262674,0,0,0,0,0
0.00327131133422542,0,0.0971997625262674,0,0,0,0.0399046678220966,0
0.00327131133422542,0,0.0971997625262674,0,0,0,0.0399046678220966,0
0.0399046678220966,0,0.0971997625262674,0,0,0,0,0
0.0399046678220966,0,0.0971997625262674,0,0,0,0,0
0.0545100893907245,0,0,0.0189056488017421,0.0545100893907245,0,0,0
0.0545100893907245,0,0,0.0189056488017421,0.0545100893907245,0,0,0
0.0189056488017421,0,0,0.0189056488017421,0,0.1256853125,0,0
0.0189056488017421,0,0,0.0189056488017421,0,0.1256853125,0,0
0.0189056488017421,0,0,0,0,0,0.1256853125,0
0.0189056488017421,0,0,0,0,0,0.1256853125,0
0.0822093302894299,0,0,0.0399046678220966,0,0,0,0.0189056488017421
0.0822093302894299,0,0,0.0399046678220966,0,0,0,0.0189056488017421
0.0399046678220966,0,0,0,0.0545100893907245,0.0189056488017421,0,0
0.0399046678220966,0,0,0,0.0545100893907245,0.0189056488017421,0,0
0.0545100893907245,0,0,0,0.0545100893907245,0,0.0189056488017421,0
0.0545100893907245,0,0,0,0.0545100893907245,0,0.0189056488017421,0
0.0681398802631625,0,0,0,0.0545100893907245,0,0,0
0.0681398802631625,0,0,0,0.0545100893907245,0,0,0
0.0189056488017421,0,0,0,0,0.1256853125,0,0
0.0189056488017421,0,0,0,0,0.1256853125,0,0
0.0189056488017421,0,0,0,0,0.0971997625262674,0,0
0.0189056488017421,0,0,0,0,0.0971997625262674,0,0
0,0,0,0,0,0,0.1256853125,0.00327131133422542
0,0,0,0,0,0,0.1256853125,0.00327131133422542
0,0,0.0971997625262674,0,0,0,0,0
0,0,0.0971997625262674,0,0,0,0,0
0,0,0.0822093302894299,0,0,0,0,0
0,0,0.0822093302894299,0,0,0,0,0
0,0,0.0971997625262674,0,0,0.0545100893907245,0,0
0,0,0.0971997625262674,0,0,0.0545100893907245,0,0
0,0,0.0971997625262674,0,0,0,0.0681398802631625,0
0,0,0.0971997625262674,0,0,0,0.0681398802631625,0
0,0,0.0681398802631625,0,0,0,0,0.0681398802631625
0,0,0.0681398802631625,0,0,0,0,0.0681398802631625
0,0.0681398802631625,0,0,0.0399046678220966,0,0,0
0,0.0681398802631625,0,0,0.0399046678220966,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0.0822093302894299,0,0,0,0,0.0681398802631625,0
0,0.0822093302894299,0,0,0,0,0.0681398802631625,0
0,0.0822093302894299,0,0,0,0,0,0.0681398802631625
0,0.0822093302894299,0,0,0,0,0,0.0681398802631625
0,0.00327131133422542,0,0,0.0399046678220966,0.0971997625262674,0,0
0,0.00327131133422542,0,0,0.0399046678220966,0.0971997625262674,0,0
0,0,0,0,0.0681398802631625,0,0.0971997625262674,0
0,0,0,0,0.0681398802631625,0,0.0971997625262674,0
0,0.00327131133422542,0,0,0.0545100893907245,0,0,0.0822093302894299
0,0.00327131133422542,0,0,0.0545100893907245,0,0,0.0822093302894299
0,0.0545100893907245,0,0,0,0.0822093302894299,0,0
0,0.0545100893907245,0,0,0,0.0822093302894299,0,0
0,0.0545100893907245,0,0,0,0.1256853125,0,0
0,0.0545100893907245,0,0,0,0.1256853125,0,0
0,0.0545100893907245,0,0,0,0,0.0971997625262674,0
0,0.0545100893907245,0,0,0,0,0.0971997625262674,0
0,0,0.0822093302894299,0,0.0189056488017421,0,0,0
0,0,0.0822093302894299,0,0.0189056488017421,0,0,0
0,0,0.0971997625262674,0,0,0.0545100893907245,0,0
0,0,0.0971997625262674,0,0,0.0545100893907245,0,0
0,0,0.0822093302894299,0,0,0,0.0681398802631625,0
0,0,0.0822093302894299,0,0,0,0.0681398802631625,0
0,0,0.0681398802631625,0,0,0,0,0.0681398802631625
0,0,0.0681398802631625,0,0,0,0,0.0681398802631625
0,0,0.0822093302894299,0,0,0.0681398802631625,0,0
0,0,0.0822093302894299,0,0,0.0681398802631625,0,0
0,0,0.0681398802631625,0,0.0189056488017421,0,0.0681398802631625,0
0,0,0.0681398802631625,0,0.0189056488017421,0,0.0681398802631625,0
0,0,0.0681398802631625,0,0.0189056488017421,0,0,0.0681398802631625
0,0,0.0681398802631625,0,0.0189056488017421,0,0,0.0681398802631625
0,0,0.0971997625262674,0,0,0,0.0399046678220966,0
0,0,0.0971997625262674,0,0,0,0.0399046678220966,0
0,0,0.0971997625262674,0,0,0.0545100893907245,0,0
0,0,0.0971997625262674,0,0,0.0545100893907245,0,0
0,0,0.0822093302894299,0,0,0,0.0545100893907245,0.00327131133422542
0,0,0.0822093302894299,0,0,0,0.0545100893907245,0.00327131133422542
0,0,0,0,0.0399046678220966,0.0971997625262674,0,0
0,0,0,0,0.0399046678220966,0.0971997625262674,0,0
0,0,0,0,0.0399046678220966,0,0.0971997625262674,0
0,0,0,0,0.0399046678220966,0,0.0971997625262674,0
0,0,0,0.0189056488017421,0.0545100893907245,0,0,0.0822093302894299
0,0,0,0.0189056488017421,0.0545100893907245,0,0,0.0822093302894299
0,0,0,0,0,0.1256853125,0,0
0,0,0,0,0,0.1256853125,0,0
0,0,0,0,0,0.1256853125,0,0
0,0,0,0,0,0.1256853125,0,0
0,0,0,0,0,0,0.1256853125,0.00327131133422542
0,0,0,0,0,0,0.1256853125,0.00327131133422542
0,0,0,0,0.0545100893907245,0.1256853125,0.00327131133422542,0
0,0,0,0,0.0545100893907245,0.1256853125,0.00327131133422542,0
0,0,0,0,0.0399046678220966,0.0822093302894299,0,0
0,0,0,0,0.0399046678220966,0.0822093302894299,0,0
0,0,0,0,0.0399046678220966,0,0.0971997625262674,0
0,0,0,0,0.0399046678220966,0,0.0971997625262674,0
0,0,0,0,0,0.1256853125,0.00327131133422542,0
0,0,0,0,0,0.1256853125,0.00327131133422542,0
0,0,0.0822093302894299,0,0.00327131133422542,0,0.0545100893907245,0.00327131133422542
0,0,0.0822093302894299,0,0.00327131133422542,0,0.0545100893907245,0.00327131133422542
0,0,0.0822093302894299,0,0.00327131133422542,0,0.0545100893907245,0
0,0,0.0822093302894299,0,0.00327131133422542,0,0.0545100893907245,0
0,0,0.0822093302894299,0,0.00327131133422542,0.0189056488017421,0.0189056488017421,0
0,0,0.0822093302894299,0,0.00327131133422542,0.0189056488017421,0.0189056488017421,0
0.00327131133422542,0,0,0,0.0399046678220966,0.0822093302894299,0,0
0.00327131133422542,0,0,0,0.0399046678220966,0.0822093302894299,0,0
0,0,0.0681398802631625,0,0.00327131133422542,0,0.0822093302894299,0
0,0,0.0681398802631625,0,0.00327131133422542,0,0.0822093302894299,0
0,0,0.0971997625262674,0,0,0,0.0822093302894299,0
0,0,0.0971997625262674,0,0,0,0.0822093302894299,0
0,0,0.0822093302894299,0,0.00327131133422542,0,0.0545100893907245,0
0,0,0.0822093302894299,0,0.00327131133422542,0,0.0545100893907245,0
0.0399046678220966,0,0.1256853125,0,0,0,0,0
0.0399046678220966,0,0.1256853125,0,0,0,0,0
0,0,0.0971997625262674,0,0,0,0.0189056488017421,0
0,0,0.0971997625262674,0,0,0,0.0189056488017421,0
