"Ea.action","Pa.action","Pch.action","Pci.action","Pf.action","Pp.action","Pv.action","Sm.action"
0,0,0,0,0.01174232016441,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0.0309075669675351,0,0
0,0,0,0,0,0.018749264493139,0,0
0,0,0,0,0,0,0.0059725,0
0,0,0,0,0,0,0.0404350859635682,0
0,0,0,0,0,0,0,0.0083255
0,0,0,0,0,0,0,0.00499476241134752
0.01174232016441,0,0,0.0059725,0,0,0,0
0,0,0,0.0404350859635682,0,0,0,0
0.0083255,0,0,0,0,0.0309075669675351,0,0
0.00499476241134752,0,0,0,0,0.018749264493139,0,0
0,0.01174232016441,0.0059725,0,0,0,0,0
0,0,0.0404350859635682,0,0,0,0,0
0,0,0,0.0083255,0,0,0.0309075669675351,0
0,0,0,0.00499476241134752,0,0,0.018749264493139,0
0,0,0,0,0,0.0059725,0.01174232016441,0
0,0,0,0,0,0.0404350859635682,0,0
0,0,0,0,0,0,0.0083255,0.0309075669675351
0,0,0,0,0,0,0.00499476241134752,0.018749264493139
