"Ea.action","Pa.action","Pch.action","Pci.action","Pf.action","Pp.action","Pv.action","Sm.action"
0.0202856649421504,0,0,0,0,0,0,0
0.00942060215374922,0,0,0,0,0,0,0
0,0.0370373743204588,0,0,0,0,0,0
0,0.0016968037109375,0,0,0,0,0,0
0,0,0.0105457620002714,0,0,0,0,0
0,0,0.0190186769971775,0,0,0,0,0
0,0,0,0.0183823255610963,0,0,0,0
0,0,0,0.00989060281414799,0,0,0,0
0,0,0,0,0.0202856649421504,0,0,0
0,0,0,0,0.00942060215374922,0,0,0
0,0,0,0,0,0.0370373743204588,0,0
0,0,0,0,0,0.0016968037109375,0,0
0,0,0,0,0,0,0.0105457620002714,0
0,0,0,0,0,0,0.0190186769971775,0
0,0,0,0,0,0,0,0.0183823255610963
0,0,0,0,0,0,0,0.00989060281414799
0.0202856649421504,0.0202856649421504,0,0,0,0,0,0
0.00942060215374922,0.00942060215374922,0,0,0,0,0,0
0.0370373743204588,0,0,0,0,0,0,0.0370373743204588
0.0016968037109375,0,0,0,0,0,0,0.0016968037109375
0,0.0105457620002714,0.0105457620002714,0,0,0,0,0
0,0.0190186769971775,0.0190186769971775,0,0,0,0,0
0,0.0183823255610963,0,0,0.0183823255610963,0,0,0
0,0.00989060281414799,0,0,0.00989060281414799,0,0,0
0,0,0.0202856649421504,0,0,0,0,0.0202856649421504
0,0,0.00942060215374922,0,0,0,0,0.00942060215374922
0,0,0,0.0370373743204588,0,0,0.0370373743204588,0
0,0,0,0.0016968037109375,0,0,0.0016968037109375,0
0.0105457620002714,0.0105457620002714,0,0,0,0,0.0105457620002714,0
0.0190186769971775,0.0190186769971775,0,0,0,0,0.0190186769971775,0
0.0183823255610963,0,0.0183823255610963,0,0.0183823255610963,0,0,0
0.00989060281414799,0,0.00989060281414799,0,0.00989060281414799,0,0,0
0.0202856649421504,0,0.0202856649421504,0,0,0.0202856649421504,0,0
0.00942060215374922,0,0.00942060215374922,0,0,0.00942060215374922,0,0
0.0370373743204588,0,0,0.0370373743204588,0,0,0,0.0370373743204588
0.0016968037109375,0,0,0.0016968037109375,0,0,0,0.0016968037109375
0.0105457620002714,0,0,0,0.0105457620002714,0.0105457620002714,0,0
0.0190186769971775,0,0,0,0.0190186769971775,0.0190186769971775,0,0
0.0183823255610963,0,0,0,0.0183823255610963,0,0,0.0183823255610963
0.00989060281414799,0,0,0,0.00989060281414799,0,0,0.00989060281414799
0.0202856649421504,0,0,0,0,0.0202856649421504,0,0.0202856649421504
0.00942060215374922,0,0,0,0,0.00942060215374922,0,0.00942060215374922
0,0.0370373743204588,0,0,0.0370373743204588,0,0,0.0370373743204588
0,0.0016968037109375,0,0,0.0016968037109375,0,0,0.0016968037109375
0,0,0.0105457620002714,0,0.0105457620002714,0.0105457620002714,0,0
0,0,0.0190186769971775,0,0.0190186769971775,0.0190186769971775,0,0
0,0,0,0.0183823255610963,0,0.0183823255610963,0,0.0183823255610963
0,0,0,0.00989060281414799,0,0.00989060281414799,0,0.00989060281414799
0,0.0202856649421504,0.0202856649421504,0.0202856649421504,0.0202856649421504,0.0202856649421504,0.0202856649421504,0.0202856649421504
0,0.00942060215374922,0.00942060215374922,0.00942060215374922,0.00942060215374922,0.00942060215374922,0.00942060215374922,0.00942060215374922
0.0370373743204588,0,0.0370373743204588,0.0370373743204588,0.0370373743204588,0.0370373743204588,0.0370373743204588,0.0370373743204588
0.0016968037109375,0,0.0016968037109375,0.0016968037109375,0.0016968037109375,0.0016968037109375,0.0016968037109375,0.0016968037109375
0.0105457620002714,0.0105457620002714,0,0.0105457620002714,0.0105457620002714,0.0105457620002714,0.0105457620002714,0.0105457620002714
0.0190186769971775,0.0190186769971775,0,0.0190186769971775,0.0190186769971775,0.0190186769971775,0.0190186769971775,0.0190186769971775
0.0183823255610963,0.0183823255610963,0.0183823255610963,0,0.0183823255610963,0.0183823255610963,0.0183823255610963,0.0183823255610963
0.00989060281414799,0.00989060281414799,0.00989060281414799,0,0.00989060281414799,0.00989060281414799,0.00989060281414799,0.00989060281414799
0.0202856649421504,0.0202856649421504,0.0202856649421504,0.0202856649421504,0,0.0202856649421504,0.0202856649421504,0.0202856649421504
0.00942060215374922,0.00942060215374922,0.00942060215374922,0.00942060215374922,0,0.00942060215374922,0.00942060215374922,0.00942060215374922
0.0370373743204588,0.0370373743204588,0.0370373743204588,0.0370373743204588,0.0370373743204588,0,0.0370373743204588,0.0370373743204588
0.0016968037109375,0.0016968037109375,0.0016968037109375,0.0016968037109375,0.0016968037109375,0,0.0016968037109375,0.0016968037109375
0.0105457620002714,0.0105457620002714,0.0105457620002714,0.0105457620002714,0.0105457620002714,0.0105457620002714,0,0.0105457620002714
0.0190186769971775,0.0190186769971775,0.0190186769971775,0.0190186769971775,0.0190186769971775,0.0190186769971775,0,0.0190186769971775
0.0183823255610963,0.0183823255610963,0.0183823255610963,0.0183823255610963,0.0183823255610963,0.0183823255610963,0.0183823255610963,0
0.00989060281414799,0.00989060281414799,0.00989060281414799,0.00989060281414799,0.00989060281414799,0.00989060281414799,0.00989060281414799,0
