"Ea.action","Pa.action","Pch.action","Pci.action","Pf.action","Pp.action","Pv.action","Sm.action"
0,0.0179619495269704,0,0,0,0,0,0
0,0.0220068496061142,0,0,0,0,0,0
0.0269439970817633,0.0269439970817633,0,0,0,0,0,0
0.000298082814550951,0.000298082814550951,0,0,0,0,0,0
0.0107023089617339,0,0.0107023089617339,0,0,0,0,0
0.0333245043588289,0,0.0333245043588289,0,0,0,0,0
0.0177088424209697,0,0,0,0,0.0177088424209697,0,0
0.00552737147905447,0,0,0,0,0.00552737147905447,0,0
0.0179619495269704,0,0,0,0,0,0.0179619495269704,0
0.0220068496061142,0,0,0,0,0,0.0220068496061142,0
0.0269439970817633,0,0,0,0,0,0,0.0269439970817633
0.000298082814550951,0,0,0,0,0,0,0.000298082814550951
0,0.0107023089617339,0,0.0107023089617339,0,0,0,0
0,0.0333245043588289,0,0.0333245043588289,0,0,0,0
0,0,0.0177088424209697,0.0177088424209697,0,0,0,0
0,0,0.00552737147905447,0.00552737147905447,0,0,0,0
0,0,0,0.0179619495269704,0,0,0.0179619495269704,0
0,0,0,0.0220068496061142,0,0,0.0220068496061142,0
0.0269439970817633,0.0269439970817633,0.0269439970817633,0,0,0,0,0
0.000298082814550951,0.000298082814550951,0.000298082814550951,0,0,0,0,0
0.0107023089617339,0.0107023089617339,0,0.0107023089617339,0,0,0,0
0.0333245043588289,0.0333245043588289,0,0.0333245043588289,0,0,0,0
0.0177088424209697,0.0177088424209697,0,0,0,0.0177088424209697,0,0
0.00552737147905447,0.00552737147905447,0,0,0,0.00552737147905447,0,0
0.0179619495269704,0.0179619495269704,0,0,0,0,0.0179619495269704,0
0.0220068496061142,0.0220068496061142,0,0,0,0,0.0220068496061142,0
0.0269439970817633,0,0.0269439970817633,0,0,0,0.0269439970817633,0
0.000298082814550951,0,0.000298082814550951,0,0,0,0.000298082814550951,0
0.0107023089617339,0,0.0107023089617339,0,0,0,0,0.0107023089617339
0.0333245043588289,0,0.0333245043588289,0,0,0,0,0.0333245043588289
0.0177088424209697,0,0,0,0.0177088424209697,0.0177088424209697,0,0
0.00552737147905447,0,0,0,0.00552737147905447,0.00552737147905447,0,0
0.0179619495269704,0,0,0,0.0179619495269704,0,0.0179619495269704,0
0.0220068496061142,0,0,0,0.0220068496061142,0,0.0220068496061142,0
0.0269439970817633,0,0,0,0.0269439970817633,0,0,0.0269439970817633
0.000298082814550951,0,0,0,0.000298082814550951,0,0,0.000298082814550951
0.0107023089617339,0,0,0,0,0.0107023089617339,0.0107023089617339,0
0.0333245043588289,0,0,0,0,0.0333245043588289,0.0333245043588289,0
0.0177088424209697,0,0,0,0,0.0177088424209697,0,0.0177088424209697
0.00552737147905447,0,0,0,0,0.00552737147905447,0,0.00552737147905447
0,0.0179619495269704,0.0179619495269704,0.0179619495269704,0,0,0,0
0,0.0220068496061142,0.0220068496061142,0.0220068496061142,0,0,0,0
0,0.0269439970817633,0.0269439970817633,0,0,0,0,0.0269439970817633
0,0.000298082814550951,0.000298082814550951,0,0,0,0,0.000298082814550951
0,0.0107023089617339,0,0.0107023089617339,0,0,0.0107023089617339,0
0,0.0333245043588289,0,0.0333245043588289,0,0,0.0333245043588289,0
0,0.0177088424209697,0,0,0.0177088424209697,0.0177088424209697,0,0
0,0.00552737147905447,0,0,0.00552737147905447,0.00552737147905447,0,0
0,0.0179619495269704,0,0,0,0.0179619495269704,0,0.0179619495269704
0,0.0220068496061142,0,0,0,0.0220068496061142,0,0.0220068496061142
0,0.0269439970817633,0,0,0,0,0.0269439970817633,0.0269439970817633
0,0.000298082814550951,0,0,0,0,0.000298082814550951,0.000298082814550951
0,0,0.0107023089617339,0,0,0.0107023089617339,0,0.0107023089617339
0,0,0.0333245043588289,0,0,0.0333245043588289,0,0.0333245043588289
0,0,0,0.0177088424209697,0,0.0177088424209697,0,0.0177088424209697
0,0,0,0.00552737147905447,0,0.00552737147905447,0,0.00552737147905447
0,0,0,0,0.0179619495269704,0.0179619495269704,0,0.0179619495269704
0,0,0,0,0.0220068496061142,0.0220068496061142,0,0.0220068496061142
0,0,0,0,0,0.0269439970817633,0.0269439970817633,0.0269439970817633
0,0,0,0,0,0.000298082814550951,0.000298082814550951,0.000298082814550951
0.0107023089617339,0.0107023089617339,0,0.0107023089617339,0.0107023089617339,0.0107023089617339,0.0107023089617339,0.0107023089617339
0.0333245043588289,0.0333245043588289,0,0.0333245043588289,0.0333245043588289,0.0333245043588289,0.0333245043588289,0.0333245043588289
0.0177088424209697,0.0177088424209697,0.0177088424209697,0.0177088424209697,0.0177088424209697,0,0.0177088424209697,0.0177088424209697
0.00552737147905447,0.00552737147905447,0.00552737147905447,0.00552737147905447,0.00552737147905447,0,0.00552737147905447,0.00552737147905447
