"V1","V2","V3","V4","V5","V6","V7","V8"
0,0.0735073455685921,0,0,0,0,0,0
0,0.0735073455685921,0,0,0,0,0,0
0,0,0.089018529607186,0,0,0,0,0
0,0,0.089018529607186,0,0,0,0,0
0.0172945595626945,0,0,0.00568698017744751,0,0.113781521241684,0,0
0.0172945595626945,0,0,0.00568698017744751,0,0.113781521241684,0,0
0,0.00665571866107801,0.105602881968613,0,0,0.0500915010066432,0,0
0,0.00665571866107801,0.105602881968613,0,0,0.0500915010066432,0,0
0,0.0421672886884175,0,0,0,0.110566483542976,0,0
0,0.0421672886884175,0,0,0,0.110566483542976,0,0
0,0.0507921016165197,0,0.00269755880198173,0,0,0,0.0700877812646467
0,0.0507921016165197,0,0.00269755880198173,0,0,0,0.0700877812646467
0,0,0.122456940290367,0,0,0.100997623898403,0,0
0,0,0.122456940290367,0,0,0.100997623898403,0,0
0,0,0.0688265026630574,0,0.0131584983435879,0,0.0745679573486361,0
0,0,0.0688265026630574,0,0.0131584983435879,0,0.0745679573486361,0
0,0,0.101800724120144,0,0,0,0.0680528721083063,6.87057800167062e-05
0,0,0.101800724120144,0,0,0,0.0680528721083063,6.87057800167062e-05
0,0,0,1.48917592061176e-06,0,0.142586472326104,0,0.00233646920091673
0,0,0,1.48917592061176e-06,0,0.142586472326104,0,0.00233646920091673
