"a","b","c","d","e","f","g","h","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","feasible.and.stable","state_idx"
1,1,0,0,0,0,1,0,3,0.0274598305085,0.105503559322,0,0,0,0,0.0375766101695,0,NA,67
1,1,0,0,0,0,1,0,3,0.0300189147287,0.0658106976744,0,0,0,0,0.0531103875969,0,NA,67
1,1,0,0,0,0,0,1,2,0.0426933606557,0.0784366393443,0,0,0,0,0,0,NA,131
1,1,0,0,0,0,0,1,2,0.0302785714286,0.126721428571,0,0,0,0,0,0,NA,131
1,0,1,0,1,0,0,0,2,0.0464104615384615,0,0.0847495384615385,0,0,0,0,0,NA,21
1,0,1,0,1,0,0,0,3,0.0411509183673469,0,0.0862841836734694,0,0.00265489795918367,0,0,0,NA,21
1,0,1,0,0,1,0,0,3,0.02817,0,0.0965828571428572,0,0,0.0160971428571429,0,0,NA,37
1,0,1,0,0,1,0,0,2,0,0,0.0736484848484849,0,0,0.0782515151515152,0,0,NA,37
1,0,1,0,0,0,1,0,3,0.00944038461538461,0,0.109508461538462,0,0,0,0.0283211538461538,0,NA,69
1,0,1,0,0,0,1,0,3,0.0196705128205128,0,0.100319615384615,0,0,0,0.0334398717948718,0,NA,69
1,0,1,0,0,0,0,1,2,0.0578008421052632,0,0.0947291578947368,0,0,0,0,0,NA,133
1,0,1,0,0,0,0,1,2,0.0451333333333333,0,0.0902666666666667,0,0,0,0,0,NA,133
1,0,0,1,1,0,0,0,3,0.049632,0,0,0.0235752,0.0508728,0,0,0,NA,25
1,0,0,1,1,0,0,0,3,0.0537446341463415,0,0,0.0109682926829268,0.0701970731707317,0,0,0,NA,25
1,0,0,1,0,1,0,0,3,0.0120368041237113,0,0,0.00401226804123711,0,0.113680927835052,0,0,NA,41
1,0,0,1,0,1,0,0,3,0.0127029411764706,0,0,0.00889205882352941,0,0.107975,0,0,NA,41
1,0,0,1,0,0,1,0,2,0.00763636363636364,0,0,0,0,0,0.109963636363636,0,NA,73
1,0,0,1,0,0,1,0,3,0.102313524590164,0,0,0.0300922131147541,0,0,0.014444262295082,0,NA,73
1,0,0,1,0,0,0,1,3,0.0761895625,0,0,0.0470834375,0,0,0,0.013697,NA,137
1,0,0,1,0,0,0,1,3,0.07956,0,0,0.05148,0,0,0,0.01404,NA,137
1,0,0,0,1,1,0,0,3,0.0541679411764706,0,0,0,0.0583347058823529,0.0291673529411765,0,0,NA,49
1,0,0,0,1,1,0,0,3,0.0449115789473684,0,0,0,0.0639126315789474,0.0224557894736842,0,0,NA,49
1,0,0,0,1,0,1,0,3,0.0514702083333333,0,0,0,0.0528246875,0,0.0257351041666667,0,NA,81
1,0,0,0,1,0,1,0,3,0.0394535849056604,0,0,0,0.065345,0,0.0258914150943396,0,NA,81
1,0,0,0,1,0,0,1,2,0.0610948,0,0,0,0.0563952,0,0,0,NA,145
1,0,0,0,1,0,0,1,2,0.0610232926829268,0,0,0,0.0553467073170732,0,0,0,NA,145
1,0,0,0,0,1,0,1,2,0.0114386363636364,0,0,0,0,0.0964113636363636,0,0,NA,161
1,0,0,0,0,1,0,1,3,0.0312792792792793,0,0,0,0,0.0916036036036036,0,0.00111711711711712,NA,161
1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.108849230769231,0.0238107692307692,NA,193
1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.130072857142857,0.00156714285714286,NA,193
0,1,1,0,1,0,0,0,2,0,0,0.0805238709677,0,0.0234861290323,0,0,0,NA,22
0,1,1,0,1,0,0,0,2,0,0,0.04758,0,0.02928,0,0,0,NA,22
0,1,1,0,0,1,0,0,2,0,0,0.1048575,0,0,0.0603725,0,0,NA,38
0,1,1,0,0,1,0,0,2,0,0,0.112541746032,0,0,0.0603882539683,0,0,NA,38
0,1,1,0,0,0,1,0,2,0,0,0.089353125,0,0,0,0.069496875,0,NA,70
0,1,1,0,0,0,1,0,2,0,0,0.0818382857143,0,0,0,0.0772917142857,0,NA,70
0,1,1,0,0,0,0,1,2,0,0,0.0477914754098,0,0,0,0,0.0736785245902,NA,134
0,1,1,0,0,0,0,1,2,0,0,0.0703803571429,0,0,0,0,0.108769642857,NA,134
0,1,0,1,1,0,0,0,3,0,0.0436529032258,0,0.00242516129032,0.0291019354839,0,0,0,NA,26
0,1,0,1,1,0,0,0,2,0,0.0471753191489,0,0,0.0349446808511,0,0,0,NA,26
0,1,0,1,0,1,0,0,2,0,0.0589196666667,0,0,0,0.101770333333,0,0,NA,42
0,1,0,1,0,1,0,0,2,0,0.039677826087,0,0,0,0.090692173913,0,0,NA,42
0,1,0,1,0,0,1,0,2,0,0.10044047619,0,0,0,0,0.0913095238095,0,NA,74
0,1,0,1,0,0,1,0,3,0,0.0916158,0,0.0017286,0,0,0.0795156,0,NA,74
0,1,0,1,0,0,0,1,3,0,0.057552,0,0.009156,0,0,0,0.090252,NA,138
0,1,0,1,0,0,0,1,3,0,0.0450407407407,0,0.00270244444444,0,0,0,0.0738668148148,NA,138
0,1,0,0,1,1,0,0,3,0,0.00242047619048,0,0,0.0605119047619,0.0895576190476,0,0,NA,50
0,1,0,0,1,1,0,0,3,0,0.0023215625,0,0,0.04643125,0.0998271875,0,0,NA,50
0,1,0,0,1,0,1,0,3,0,0.00510566666667,0,0,0.0527585555556,0,0.0953057777778,0,NA,82
0,1,0,0,1,0,1,0,2,0,0,0,0,0.0665553658537,0,0.0988246341463,0,NA,82
0,1,0,0,1,0,0,1,2,0,0,0,0,0.0212294262295,0,0,0.0680805737705,NA,146
0,1,0,0,1,0,0,1,3,0,0.00996854700855,0,0,0.0398741880342,0,0,0.0959472649573,NA,146
0,1,0,0,0,1,1,0,2,0,0.0366660869565,0,0,0,0.0796539130435,0,0,NA,98
0,1,0,0,0,1,1,0,2,0,0.059017,0,0,0,0.109603,0,0,NA,98
0,1,0,0,0,1,0,1,2,0,0.0462857142857,0,0,0,0.109234285714,0,0,NA,162
0,1,0,0,0,1,0,1,3,0,0.0589902912621,0,0,0,0.112924271845,0,0.0016854368932,NA,162
0,1,0,0,0,0,1,1,3,0,0.099011,0,0,0,0,0.0792088,0.0018002,NA,194
0,1,0,0,0,0,1,1,2,0,0.0712757017544,0,0,0,0,0.0820342982456,0,NA,194
0,0,1,1,1,0,0,0,2,0,0,0.0778160256410256,0.000333974358974359,0,0,0,0,NA,28
0,0,1,1,1,0,0,0,2,0,0,0.0775168656716418,0,0.00321313432835821,0,0,0,NA,28
0,0,1,1,0,1,0,0,2,0,0,0.0946973846153846,0,0,0.0554326153846154,0,0,NA,44
0,0,1,1,0,1,0,0,2,0,0,0.0986829411764706,0,0,0.0538270588235294,0,0,NA,44
0,0,1,1,0,0,1,0,2,0,0,0.080085,0,0,0,0.068845,0,NA,76
0,0,1,1,0,0,1,0,2,0,0,0.0699555102040816,0,0,0,0.0858544897959184,0,NA,76
0,0,1,1,0,0,0,1,2,0,0,0.0756607228915663,0,0,0,0,0.0738592771084337,NA,140
0,0,1,1,0,0,0,1,2,0,0,0.0925306542056075,0,0,0,0,0.0671593457943925,NA,140
0,0,1,0,1,1,0,0,3,0,0,0.0793955555555556,0,0.00496222222222222,0.0719522222222222,0,0,NA,52
0,0,1,0,1,1,0,0,3,0,0,0.0477415254237288,0,0.0376906779661017,0.0628177966101695,0,0,NA,52
0,0,1,0,1,0,0,1,3,0,0,0.0726699029126214,0,0.00726699029126214,0,0,0.0697631067961165,NA,148
0,0,1,0,1,0,0,1,3,0,0,0.0840474725274725,0,0.00175098901098901,0,0,0.0735415384615385,NA,148
0,0,1,0,0,1,1,0,2,0,0,0.11554125,0,0,0,0.05251875,0,NA,100
0,0,1,0,0,1,1,0,2,0,0,0.08568,0,0,0,0.08568,0,NA,100
0,0,1,0,0,1,0,1,2,0,0,0.0894236708860759,0,0,0,0,0.074866329113924,NA,164
0,0,1,0,0,1,0,1,2,0,0,0.09999,0,0,0.04444,0,0,NA,164
0,0,0,1,1,1,0,0,2,0,0,0,0,0.0301888,0.1113212,0,0,NA,56
0,0,0,1,1,1,0,0,2,0,0,0,0,0.0456041666666667,0.103645833333333,0,0,NA,56
0,0,0,1,1,0,1,0,2,0,0,0,0,0.0562516326530612,0,0.0888183673469388,0,NA,88
0,0,0,1,1,0,1,0,2,0,0,0,0,0.0689849438202247,0,0.0925850561797753,0,NA,88
0,0,0,1,0,1,1,0,2,0,0,0,0,0,0.142730161290323,0.00233983870967742,0,NA,104
0,0,0,1,0,1,1,0,1,0,0,0,0,0,0.13606,0,0,NA,104
0,0,0,1,0,1,0,1,2,0,0,0,0,0,0.140489256198347,0,0.00117074380165289,NA,168
0,0,0,1,0,1,0,1,2,0,0,0,0,0,0.144632888888889,0,0.00328711111111111,NA,168
0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0.111356756756757,0.00309324324324324,NA,200
0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0.108801,0.023079,NA,200
0,0,0,0,1,1,1,0,3,0,0,0,0,0.0410588372093023,0.0600090697674419,0.0347420930232558,0,NA,112
0,0,0,0,1,1,1,0,3,0,0,0,0,0.0465592105263158,0.0726323684210526,0.0223484210526316,0,NA,112
0,0,0,0,1,1,0,1,2,0,0,0,0,0.05652,0.08478,0,0,NA,176
0,0,0,0,1,1,0,1,3,0,0,0,0,0.0518279104477612,0.0729429850746269,0,0.00383910447761194,NA,176
0,0,0,0,1,0,1,1,2,0,0,0,0,0.0484603658536585,0,0.110489634146341,0,NA,208
0,0,0,0,1,0,1,1,3,0,0,0,0,0.0415170454545455,0,0.0996409090909091,0.00498204545454545,NA,208
0,0,0,0,0,1,1,1,3,0,0,0,0,0,0.111560119047619,0.0188794047619048,0.0137304761904762,NA,224
0,0,0,0,0,1,1,1,3,0,0,0,0,0,0.1389375,0.0106875,0.007125,NA,224
1,1,1,1,1,1,1,1,2,0,0,0.0945471428571,0,0,0,0.0581828571429,0,NA,255
1,1,1,1,1,1,1,1,4,0,0,0.0837135064935,0,0.00220298701299,0,0.0815105194805,0.00220298701299,NA,255
0,1,1,1,1,1,1,1,5,0,0,0.0763257142857,0,0.00346935064935,0.0294894805195,0.0208161038961,0.00346935064935,NA,254
0,1,1,1,1,1,1,1,2,0,0,0.0998545454545,0,0,0,0.0511754545455,0,NA,254
1,0,1,1,1,1,1,1,2,0,0,0.0797053846154,0,0,0,0.0632146153846,0,NA,253
1,0,1,1,1,1,1,1,4,0,0,0.0994333333333,0,0.00414305555556,0.00414305555556,0.0414305555556,0,NA,253
1,1,0,1,1,1,1,1,3,0.0114602298851,0,0,0,0.0343806896552,0.0787890804598,0,0,NA,251
1,1,0,1,1,1,1,1,4,0.00923581081081,0,0,0,0.0443318918919,0.0812751351351,0.00184716216216,0,NA,251
1,1,1,1,0,1,1,1,3,0,0,0.101960821918,0,0,0,0.0770923287671,0.00248684931507,NA,239
1,1,1,1,0,1,1,1,3,0.00175901098901,0,0.116094725275,0,0,0,0.0422162637363,0,NA,239
1,1,1,1,1,0,1,1,3,0,0,0.0859171764706,0,0.00204564705882,0,0.0859171764706,0,NA,223
1,1,1,1,1,0,1,1,2,0,0,0.110089350649,0,0,0,0.0741906493506,0,NA,223
1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,NA,191
1,1,1,1,1,1,0,1,4,0.02984515625,0,0.07116921875,0,0.0321409375,0.0137746875,0,0,NA,191
1,1,1,1,1,1,1,0,3,0,0,0.0771875,0,0.024375,0,0.0609375,0,NA,127
1,1,1,1,1,1,1,0,2,0,0,0.103753157895,0,0,0,0.0754568421053,0,NA,127
