"Ea.action","Pa.action","Pch.action","Pci.action","Pf.action","Pp.action","Pv.action","Sm.action"
0,0,0,0,0,0.003480718266255,0,0
0,0,0,0,0,0.0396059543026681,0,0
0,0.01549799357587,0,0,0.0421537959316026,0,0,0
0,0.000208506764946856,0,0,0,0,0,0
0.003480718266255,0.0153905360018534,0.003480718266255,0,0,0,0,0
0.0396059543026681,0.0264859951568,0.0396059543026681,0,0,0,0,0
0.01549799357587,0.0421537959316026,0,0,0,0,0,0.0421537959316026
0.000208506764946856,0,0,0,0,0,0,0
0.0153905360018534,0,0.0153905360018534,0,0,0,0,0.003480718266255
0.0264859951568,0,0.0264859951568,0,0,0,0,0.0396059543026681
0.0421537959316026,0,0,0,0,0.01549799357587,0,0.01549799357587
0,0,0,0,0,0.000208506764946856,0,0.000208506764946856
0,0.0153905360018534,0.003480718266255,0,0,0.0153905360018534,0,0
0,0.0264859951568,0.0396059543026681,0,0,0.0264859951568,0,0
0,0.0421537959316026,0,0.0421537959316026,0,0.0421537959316026,0,0
0,0,0,0,0,0,0,0
0,0.003480718266255,0,0,0,0,0.0153905360018534,0.003480718266255
0,0.0396059543026681,0,0,0,0,0.0264859951568,0.0396059543026681
0.0421537959316026,0.01549799357587,0.0421537959316026,0.01549799357587,0.0421537959316026,0,0.0421537959316026,0.01549799357587
0,0.000208506764946856,0,0.000208506764946856,0,0,0,0.000208506764946856
