"V1","V2","V3","V4","V5","V6","V7","V8"
0,0,0.0834177566350433,0,0,0,0,0
0,0,0.0834177566350433,0,0,0,0,0
0,0,0,0.00443451834862385,0,0,0,0
0,0,0,0.00443451834862385,0,0,0,0
0.124052791148304,0,0,0,0,0,0,0.000494293656622437
0.124052791148304,0,0,0,0,0,0,0.000494293656622437
0,1.81004303660612e-16,0.0835561022622948,0,0,0,0,0
0,1.81004303660612e-16,0.0835561022622948,0,0,0,0,0
0.0386490382515209,0,0.0422933489716443,0,0.044366074558809,0,0,0
0.0386490382515209,0,0.0422933489716443,0,0.044366074558809,0,0,0
0.0366319444895925,0,0.085556699029673,0,0,0.0182711944791522,0,0
0.0366319444895925,0,0.085556699029673,0,0,0.0182711944791522,0,0
0,0,0.0903887094997625,0,0,0,0,0.0799899871260273
0,0,0.0903887094997625,0,0,0,0,0.0799899871260273
0,0,0.0930523599243813,0,0,0.0820809503941231,0,0
0,0,0.0930523599243813,0,0,0.0820809503941231,0,0
0,0,0,0,0.0436119547325415,0,0.109814192569565,0
0,0,0,0,0.0436119547325415,0,0.109814192569565,0
0,0,0,0,0.0361494036370442,0.0976528207844378,0.00849137186780302,0
0,0,0,0,0.0361494036370442,0.0976528207844378,0.00849137186780302,0
