"a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star"
0,0.06847384166665,0,0,0,0,0,0
0,0.06847384166665,0,0,0,0,0,0
0,0,0.0812188125,0,0,0,0,0
0,0,0.0812188125,0,0,0,0,0
0,0,0,0.00401300059230354,0,0,0,0
0,0,0,0.00401300059230354,0,0,0,0
0,0,0,0,0.0548980496453689,0,0,0
0,0,0,0,0.0548980496453689,0,0,0
0,0,0,0,0,0.125483889232673,0,0
0,0,0,0,0,0.125483889232673,0,0
0,0,0,0,0,0,0,0.125483889232673
0,0,0,0,0,0,0,0.125483889232673
0.0400508206504189,0.125483889232673,0,0,0,0,0,0
0.0400508206504189,0.125483889232673,0,0,0,0,0,0
0.0400508206504189,0,0.0959255267326733,0,0,0,0,0
0.0400508206504189,0,0.0959255267326733,0,0,0,0,0
0.0959255267326733,0,0,0.0548980496453689,0,0,0,0
0.0959255267326733,0,0,0.0548980496453689,0,0,0,0
0.0548980496453689,0,0,0,0.0548980496453689,0,0,0
0.0548980496453689,0,0,0,0.0548980496453689,0,0,0
0.00401300059230354,0,0,0,0,0.125483889232673,0,0
0.00401300059230354,0,0,0,0,0.125483889232673,0,0
0.00401300059230354,0,0,0,0,0,0.125483889232673,0
0.00401300059230354,0,0,0,0,0,0.125483889232673,0
0,0,0.0812188125,0,0,0,0,0
0,0,0.0812188125,0,0,0,0,0
0,0.06847384166665,0,0,0,0,0,0
0,0.06847384166665,0,0,0,0,0,0
0,0.0199254510845164,0,0,0.0400508206504189,0,0,0
0,0.0199254510845164,0,0,0.0400508206504189,0,0,0
0,0.0959255267326733,0,0,0,0,0.06847384166665,0
0,0.0959255267326733,0,0,0,0,0.06847384166665,0
0,0.06847384166665,0,0,0,0,0,0.0400508206504189
0,0.06847384166665,0,0,0,0,0,0.0400508206504189
0,0,0.0812188125,0,0,0,0,0
0,0,0.0812188125,0,0,0,0,0
0,0,0.0812188125,0,0,0,0,0
0,0,0.0812188125,0,0,0,0,0
0,0,0.0812188125,0,0,0.06847384166665,0,0
0,0,0.0812188125,0,0,0.06847384166665,0,0
0,0,0.0959255267326733,0,0,0,0.06847384166665,0
0,0,0.0959255267326733,0,0,0,0.06847384166665,0
0,0,0.06847384166665,0,0,0,0,0.06847384166665
0,0,0.06847384166665,0,0,0,0,0.06847384166665
0,0,0,0.0548980496453689,0.0199254510845164,0,0,0
0,0,0,0.0548980496453689,0.0199254510845164,0,0,0
0,0,0,0,0,0.125483889232673,0,0
0,0,0,0,0,0.125483889232673,0,0
0,0,0,0,0,0,0.0959255267326733,0
0,0,0,0,0,0,0.0959255267326733,0
0,0,0,0.0548980496453689,0,0,0,0.0959255267326733
0,0,0,0.0548980496453689,0,0,0,0.0959255267326733
0,0,0,0,0.0400508206504189,0.06847384166665,0,0
0,0,0,0,0.0400508206504189,0.06847384166665,0,0
0,0,0,0,0.0400508206504189,0,0.0959255267326733,0
0,0,0,0,0.0400508206504189,0,0.0959255267326733,0
0,0,0,0,0.0548980496453689,0,0,0.06847384166665
0,0,0,0,0.0548980496453689,0,0,0.06847384166665
0,0,0,0,0,0.125483889232673,0.00401300059230354,0
0,0,0,0,0,0.125483889232673,0.00401300059230354,0
0,0,0,0,0,0.125483889232673,0,0
0,0,0,0,0,0.125483889232673,0,0
0,0,0,0,0,0,0.0812188125,0.0548980496453689
0,0,0,0,0,0,0.0812188125,0.0548980496453689
0.0400508206504189,0,0.125483889232673,0,0,0,0,0
0.0400508206504189,0,0.125483889232673,0,0,0,0,0
0.0548980496453689,0.125483889232673,0,0.00401300059230354,0,0,0,0
0.0548980496453689,0.125483889232673,0,0.00401300059230354,0,0,0,0
0.0400508206504189,0,0,0,0.0812188125,0,0,0
0.0400508206504189,0,0,0,0.0812188125,0,0,0
0.00401300059230354,0.0400508206504189,0,0,0,0.125483889232673,0,0
0.00401300059230354,0.0400508206504189,0,0,0,0.125483889232673,0,0
0.0199254510845164,0.0959255267326733,0,0,0,0,0.0400508206504189,0
0.0199254510845164,0.0959255267326733,0,0,0,0,0.0400508206504189,0
0.0400508206504189,0.125483889232673,0,0,0,0,0,0
0.0400508206504189,0.125483889232673,0,0,0,0,0,0
0.0400508206504189,0,0.0959255267326733,0,0,0,0,0
0.0400508206504189,0,0.0959255267326733,0,0,0,0,0
0.0400508206504189,0,0.0812188125,0,0.00401300059230354,0,0,0
0.0400508206504189,0,0.0812188125,0,0.00401300059230354,0,0,0
0,0,0.0812188125,0,0,0,0,0
0,0,0.0812188125,0,0,0,0,0
0.0199254510845164,0,0.0959255267326733,0,0,0,0.0400508206504189,0
0.0199254510845164,0,0.0959255267326733,0,0,0,0.0400508206504189,0
0.0400508206504189,0,0.0959255267326733,0,0,0,0,0
0.0400508206504189,0,0.0959255267326733,0,0,0,0,0
0.0199254510845164,0,0,0.0199254510845164,0,0.125483889232673,0,0
0.0199254510845164,0,0,0.0199254510845164,0,0.125483889232673,0,0
0.00401300059230354,0,0,0,0,0,0.125483889232673,0
0.00401300059230354,0,0,0,0,0,0.125483889232673,0
0.0812188125,0,0,0.0548980496453689,0,0,0,0.0199254510845164
0.0812188125,0,0,0.0548980496453689,0,0,0,0.0199254510845164
0.0400508206504189,0,0,0,0.0400508206504189,0.0548980496453689,0,0
0.0400508206504189,0,0,0,0.0400508206504189,0.0548980496453689,0,0
0.0548980496453689,0,0,0,0.0548980496453689,0,0.0199254510845164,0
0.0548980496453689,0,0,0,0.0548980496453689,0,0.0199254510845164,0
0.0548980496453689,0,0,0,0.0548980496453689,0,0,0
0.0548980496453689,0,0,0,0.0548980496453689,0,0,0
0.00401300059230354,0,0,0,0,0.125483889232673,0,0
0.00401300059230354,0,0,0,0,0.125483889232673,0,0
0.0199254510845164,0,0,0,0,0.0959255267326733,0,0
0.0199254510845164,0,0,0,0,0.0959255267326733,0,0
0,0,0,0,0,0,0.125483889232673,0.0199254510845164
0,0,0,0,0,0,0.125483889232673,0.0199254510845164
0,0,0.0812188125,0,0,0,0,0
