"a","b","c","d","e","f","g","h","richness","a.star","b.star","c.star","d.star","e.star","f.star","g.star","h.star","feasible.and.stable","state_idx"
0,1,0,1,0,0,0,0,1,0,0.07833,0,0,0,0,0,0,NA,10
0,1,0,1,0,0,0,0,1,0,0.06983,0,0,0,0,0,0,NA,10
0,1,0,0,1,0,0,0,2,0,0.0331168627451,0,0,0.0318431372549,0,0,0,NA,18
0,1,0,0,1,0,0,0,2,0,0.0295087719298,0,0,0.0377712280702,0,0,0,NA,18
0,1,0,0,0,0,1,0,2,0,0.0968484269663,0,0,0,0,0.0721615730337,0,NA,66
0,1,0,0,0,0,1,0,2,0,0.0793757017544,0,0,0,0,0.0739942982456,0,NA,66
0,1,0,0,0,0,0,1,2,0,0.0482434188034,0,0,0,0,0,0.0427965811966,NA,130
0,1,0,0,0,0,0,1,2,0,0.0661883146067,0,0,0,0,0,0.0618716853933,NA,130
0,0,1,1,0,0,0,0,1,0,0,0.0745,0,0,0,0,0,NA,12
0,0,1,1,0,0,0,0,1,0,0,0.07849,0,0,0,0,0,NA,12
0,0,1,0,1,0,0,0,1,0,0,0.07479,0,0,0,0,0,NA,20
0,0,1,0,1,0,0,0,1,0,0,0.08041,0,0,0,0,0,NA,20
0,0,1,0,0,1,0,0,2,0,0,0.0913431707317073,0,0,0.0615168292682927,0,0,NA,36
0,0,1,0,0,1,0,0,2,0,0,0.0776841428571429,0,0,0.0692858571428571,0,0,NA,36
0,0,1,0,0,0,1,0,2,0,0,0.0951328767123288,0,0,0,0.0702171232876712,0,NA,68
0,0,1,0,0,0,1,0,2,0,0,0.106064634146341,0,0,0,0.0580353658536585,0,NA,68
0,0,1,0,0,0,0,1,2,0,0,0.072925,0,0,0,0,0.072925,NA,132
0,0,1,0,0,0,0,1,2,0,0,0.0774187826086956,0,0,0,0,0.0639012173913043,NA,132
0,0,0,1,1,0,0,0,2,0,0,0,0.0500681481481481,0.00957185185185185,0,0,0,NA,24
0,0,0,1,1,0,0,0,2,0,0,0,0.0534366101694915,0.00719338983050848,0,0,0,NA,24
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.14014,0,0,NA,40
0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.13096,0,0,NA,40
0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.11583,0,NA,72
0,0,0,1,0,0,1,0,2,0,0,0,0.001752,0,0,0.103368,0,NA,72
0,0,0,1,0,0,0,1,2,0,0,0,0.0406055,0,0,0,0.0843345,NA,136
0,0,0,1,0,0,0,1,2,0,0,0,0.054321213592233,0,0,0,0.098968786407767,NA,136
0,0,0,0,1,1,0,0,2,0,0,0,0,0.0846043661971831,0.0619056338028169,0,0,NA,48
0,0,0,0,1,1,0,0,2,0,0,0,0,0.0342725555555556,0.0998374444444445,0,0,NA,48
0,0,0,0,1,0,1,0,2,0,0,0,0,0.0511546153846154,0,0.0966253846153846,0,NA,80
0,0,0,0,1,0,1,0,2,0,0,0,0,0.0463872413793103,0,0.10308275862069,0,NA,80
0,0,0,0,1,0,0,1,2,0,0,0,0,0.065953125,0,0,0.060676875,NA,144
0,0,0,0,1,0,0,1,2,0,0,0,0,0.0616791919191919,0,0,0.0682408080808081,NA,144
0,0,0,0,0,1,1,0,2,0,0,0,0,0,0.138743370786517,0.00157662921348315,0,NA,96
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.14646,0,0,NA,96
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0.14273,0,0,NA,160
0,0,0,0,0,1,0,1,2,0,0,0,0,0,0.145125925925926,0,0.00181407407407407,NA,160
0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.120050526315789,0.0225094736842105,NA,192
0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.0796911111111111,0.0576488888888889,NA,192
1,1,1,0,0,0,0,0,2,0.046928372093,0,0.121231627907,0,0,0,0,0,NA,7
1,1,1,0,0,0,0,0,2,0.0437899130435,0,0.113580086957,0,0,0,0,0,NA,7
1,1,0,1,0,0,0,0,3,0.0516917829457,0.115626356589,0,0.00816186046512,0,0,0,0,NA,11
1,1,0,1,0,0,0,0,3,0.0250479310345,0.134980517241,0,0.00139155172414,0,0,0,0,NA,11
1,1,0,0,1,0,0,0,3,0.0389508791209,0.0321768131868,0,0,0.0829823076923,0,0,0,NA,19
1,1,0,0,1,0,0,0,2,0.037315625,0,0,0,0.082094375,0,0,0,NA,19
1,1,0,0,0,1,0,0,3,0.00376748201439,0.038930647482,0,0,0,0.131861870504,0,0,NA,35
1,1,0,0,0,1,0,0,3,0.00112104347826,0.0347523478261,0,0,0,0.0930466086957,0,0,NA,35
1,1,0,0,0,0,1,0,3,0.0151228125,0.099558515625,0,0,0,0,0.046628671875,0,NA,67
1,1,0,0,0,0,1,0,3,0.0300189147287,0.0658106976744,0,0,0,0,0.0531103875969,0,NA,67
1,1,0,0,0,0,0,1,2,0.0327709649123,0.129659035088,0,0,0,0,0,0,NA,131
1,1,0,0,0,0,0,1,2,0.0410728888889,0.119647111111,0,0,0,0,0,0,NA,131
1,0,1,1,0,0,0,0,2,0.0454584269662921,0,0.0894015730337079,0,0,0,0,0,NA,13
1,0,1,1,0,0,0,0,2,0.0482704587155963,0,0.0901895412844037,0,0,0,0,0,NA,13
1,0,1,0,1,0,0,0,3,0.0411509183673469,0,0.0862841836734694,0,0.00265489795918367,0,0,0,NA,21
1,0,1,0,1,0,0,0,3,0.0517087654320988,0,0.0300244444444444,0,0.0533767901234568,0,0,0,NA,21
1,0,1,0,0,1,0,0,2,0.0598082352941176,0,0.0804317647058824,0,0,0,0,0,NA,37
1,0,1,0,0,1,0,0,2,0,0,0.0736484848484849,0,0,0.0782515151515152,0,0,NA,37
1,0,1,0,0,0,1,0,3,0.0196705128205128,0,0.100319615384615,0,0,0,0.0334398717948718,0,NA,69
1,0,1,0,0,0,1,0,3,0.00944038461538461,0,0.109508461538462,0,0,0,0.0283211538461538,0,NA,69
1,0,1,0,0,0,0,1,2,0.0451333333333333,0,0.0902666666666667,0,0,0,0,0,NA,133
1,0,1,0,0,0,0,1,2,0.0525013861386139,0,0.103458613861386,0,0,0,0,0,NA,133
1,0,0,1,0,1,0,0,3,0.0281775,0,0,0.0093925,0,0.11271,0,0,NA,41
1,0,0,1,0,1,0,0,3,0.0201842857142857,0,0,0.00366987012987013,0,0.117435844155844,0,0,NA,41
1,0,0,1,0,0,1,0,2,0.00763636363636364,0,0,0,0,0,0.109963636363636,0,NA,73
1,0,0,1,0,0,1,0,2,0.0380542528735632,0,0,0,0,0,0.0801857471264368,0,NA,73
1,0,0,1,0,0,0,1,3,0.07956,0,0,0.05148,0,0,0,0.01404,NA,137
1,0,0,1,0,0,0,1,3,0.0761895625,0,0,0.0470834375,0,0,0,0.013697,NA,137
1,0,0,0,1,1,0,0,3,0.04337,0,0,0,0.0374559090909091,0.0492840909090909,0,0,NA,49
1,0,0,0,1,1,0,0,3,0.0449115789473684,0,0,0,0.0639126315789474,0.0224557894736842,0,0,NA,49
1,0,0,0,1,0,1,0,3,0.0407605633802817,0,0,0,0.0570647887323944,0,0.0179346478873239,0,NA,81
1,0,0,0,1,0,1,0,3,0.0514702083333333,0,0,0,0.0528246875,0,0.0257351041666667,0,NA,81
1,0,0,0,1,0,0,1,2,0.0610948,0,0,0,0.0563952,0,0,0,NA,145
1,0,0,0,1,0,0,1,2,0.0522121495327103,0,0,0,0.0692378504672897,0,0,0,NA,145
1,0,0,0,0,1,1,0,3,0.0056896694214876,0,0,0,0,0.130862396694215,0.00113793388429752,0,NA,97
1,0,0,0,0,1,1,0,2,0.0189077142857143,0,0,0,0,0.120412285714286,0,0,NA,97
1,0,0,0,0,1,0,1,2,0.0114386363636364,0,0,0,0,0.0964113636363636,0,0,NA,161
1,0,0,0,0,1,0,1,2,0.0152065040650407,0,0,0,0,0.101693495934959,0,0,NA,161
1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.130072857142857,0.00156714285714286,NA,193
1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0.108849230769231,0.0238107692307692,NA,193
0,1,1,1,0,0,0,0,1,0,0,0.09375,0,0,0,0,0,NA,14
0,1,1,1,0,0,0,0,1,0,0,0.0767,0,0,0,0,0,NA,14
0,1,1,0,1,0,0,0,2,0,0,0.0805238709677,0,0.0234861290323,0,0,0,NA,22
0,1,1,0,1,0,0,0,1,0,0,0.07558,0,0,0,0,0,NA,22
0,1,1,0,0,1,0,0,2,0,0,0.1181326,0,0,0.0755274,0,0,NA,38
0,1,1,0,0,1,0,0,2,0,0,0.1048575,0,0,0.0603725,0,0,NA,38
0,1,1,0,0,0,1,0,2,0,0,0.089353125,0,0,0,0.069496875,0,NA,70
0,1,1,0,0,0,1,0,2,0,0,0.111767301587,0,0,0,0.0599726984127,0,NA,70
0,1,1,0,0,0,0,1,2,0,0,0.055304,0,0,0,0,0.082956,NA,134
0,1,1,0,0,0,0,1,2,0,0,0.0813559322034,0,0,0,0,0.0786440677966,NA,134
0,1,0,1,1,0,0,0,3,0,0.0655026086957,0,0.00204695652174,0.0266104347826,0,0,0,NA,26
0,1,0,1,1,0,0,0,2,0,0.0471753191489,0,0,0.0349446808511,0,0,0,NA,26
0,1,0,1,0,1,0,0,2,0,0.039677826087,0,0,0,0.090692173913,0,0,NA,42
0,1,0,1,0,1,0,0,2,0,0.0656177380952,0,0,0,0.0833522619048,0,0,NA,42
0,1,0,1,0,0,1,0,3,0,0.0788105769231,0,0.00175134615385,0,0,0.101578076923,0,NA,74
0,1,0,1,0,0,1,0,2,0,0.0876221052632,0,0,0,0,0.0973578947368,0,NA,74
0,1,0,0,1,1,0,0,3,0,0.00224841269841,0,0,0.0719492063492,0.0674523809524,0,0,NA,50
0,1,0,0,1,1,0,0,3,0,0.0023215625,0,0,0.04643125,0.0998271875,0,0,NA,50
0,1,0,0,1,0,1,0,2,0,0,0,0,0.0539888888889,0,0.0917811111111,0,NA,82
0,1,0,0,1,0,1,0,2,0,0,0,0,0.0665553658537,0,0.0988246341463,0,NA,82
0,1,0,0,1,0,0,1,3,0,0.00938823529412,0,0,0.0305117647059,0,0,0.0798,NA,146
0,1,0,0,1,0,0,1,3,0,0.00831925925926,0,0,0.033277037037,0,0,0.0707137037037,NA,146
0,1,0,0,0,1,1,0,2,0,0.059017,0,0,0,0.109603,0,0,NA,98
0,1,0,0,0,1,1,0,2,0,0.0423994186047,0,0,0,0.0926505813953,0,0,NA,98
0,1,0,0,0,1,0,1,2,0,0.0462857142857,0,0,0,0.109234285714,0,0,NA,162
0,1,0,0,0,1,0,1,2,0,0.0594660869565,0,0,0,0.117013913043,0,0,NA,162
0,1,0,0,0,0,1,1,2,0,0.0910907317073,0,0,0,0,0.0786692682927,0,NA,194
0,1,0,0,0,0,1,1,3,0,0.0576296363636,0,0,0,0,0.0789275454545,0.00125281818182,NA,194
0,0,1,1,1,0,0,0,1,0,0,0.07495,0,0,0,0,0,NA,28
0,0,1,1,1,0,0,0,2,0,0,0.0778160256410256,0.000333974358974359,0,0,0,0,NA,28
0,0,1,1,0,1,0,0,2,0,0,0.0795957446808511,0,0,0.0700442553191489,0,0,NA,44
0,0,1,1,0,1,0,0,2,0,0,0.08364,0,0,0.05576,0,0,NA,44
0,0,1,1,0,0,1,0,2,0,0,0.0699555102040816,0,0,0,0.0858544897959184,0,NA,76
0,0,1,1,0,0,1,0,2,0,0,0.0825531707317073,0,0,0,0.0646068292682927,0,NA,76
0,0,1,1,0,0,0,1,2,0,0,0.0711578523489933,0,0,0,0,0.0740821476510067,NA,140
0,0,1,1,0,0,0,1,2,0,0,0.0925306542056075,0,0,0,0,0.0671593457943925,NA,140
0,0,1,0,1,1,0,0,3,0,0,0.0793955555555556,0,0.00496222222222222,0.0719522222222222,0,0,NA,52
0,0,1,0,1,1,0,0,2,0,0,0.0848597260273973,0,0,0.0739802739726027,0,0,NA,52
0,0,1,0,0,1,1,0,2,0,0,0.09704275,0,0,0,0.07172725,0,NA,100
0,0,1,0,0,1,1,0,2,0,0,0.100980454545455,0,0,0,0.0699095454545454,0,NA,100
0,0,1,0,0,0,1,1,2,0,0,0.107596153846154,0,0,0,0.0602538461538462,0,NA,196
0,0,1,0,0,0,1,1,2,0,0,0.0527446464646465,0,0,0,0.100835353535354,0,NA,196
0,0,0,1,1,1,0,0,2,0,0,0,0,0.0432216071428571,0.0841683928571429,0,0,NA,56
0,0,0,1,1,1,0,0,2,0,0,0,0,0.0856864705882353,0.0650035294117647,0,0,NA,56
0,0,0,1,1,0,1,0,2,0,0,0,0,0.0452936842105263,0,0.0981363157894737,0,NA,88
0,0,0,1,1,0,1,0,2,0,0,0,0,0.0689849438202247,0,0.0925850561797753,0,NA,88
0,0,0,1,0,1,1,0,2,0,0,0,0,0,0.141730263157895,0.00188973684210526,0,NA,104
0,0,0,1,0,1,1,0,2,0,0,0,0,0,0.143251692307692,0.00223830769230769,0,NA,104
0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0.0938543283582089,0.055865671641791,NA,200
0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,0.100294032258065,0.0443159677419355,NA,200
0,0,0,0,1,1,1,0,3,0,0,0,0,0.0272866176470588,0.113344411764706,0.00209897058823529,0,NA,112
0,0,0,0,1,1,1,0,3,0,0,0,0,0.0465592105263158,0.0726323684210526,0.0223484210526316,0,NA,112
0,0,0,0,1,1,0,1,2,0,0,0,0,0.0385572,0.0871728,0,0,NA,176
0,0,0,0,1,1,0,1,3,0,0,0,0,0.0518279104477612,0.0729429850746269,0,0.00383910447761194,NA,176
0,0,0,0,1,0,1,1,3,0,0,0,0,0.0415170454545455,0,0.0996409090909091,0.00498204545454545,NA,208
0,0,0,0,1,0,1,1,2,0,0,0,0,0.0538621176470588,0,0.109647882352941,0,NA,208
0,0,0,0,0,1,1,1,3,0,0,0,0,0,0.1389375,0.0106875,0.007125,NA,224
0,0,0,0,0,1,1,1,3,0,0,0,0,0,0.137327142857143,0.00416142857142857,0.00416142857142857,NA,224
1,1,1,1,1,1,1,1,5,0.0035982278481,0,0.0827592405063,0,0.0233884810127,0.0269867088608,0.00539734177215,0,NA,255
1,1,1,1,1,1,1,1,2,0,0,0.0786664556962,0,0,0,0.0806835443038,0,NA,255
0,1,1,1,1,1,1,1,5,0,0,0.0763257142857,0,0.00346935064935,0.0294894805195,0.0208161038961,0.00346935064935,NA,254
0,1,1,1,1,1,1,1,4,0,0,0.0897026666667,0,0.00183066666667,0.038444,0.00732266666667,0,NA,254
1,0,1,1,1,1,1,1,3,0,0,0.0656353125,0,0.0024309375,0,0.08751375,0,NA,253
1,0,1,1,1,1,1,1,5,0.0176827868852,0,0.0550131147541,0,0.00785901639344,0.0373303278689,0.00196475409836,0,NA,253
1,1,0,1,1,1,1,1,4,0.00433310344828,0,0,0,0.0671631034483,0.0519972413793,0.00216655172414,0,NA,251
1,1,0,1,1,1,1,1,3,0.0114602298851,0,0,0,0.0343806896552,0.0787890804598,0,0,NA,251
1,1,1,1,0,1,1,1,2,0,0,0.0827406493506,0,0,0,0.0894493506494,0,NA,239
1,1,1,1,0,1,1,1,3,0.00175901098901,0,0.116094725275,0,0,0,0.0422162637363,0,NA,239
1,1,1,1,1,0,1,1,2,0,0,0.127191428571,0,0,0,0.0602485714286,0,NA,223
1,1,1,1,1,0,1,1,3,0,0,0.0833505882353,0,0.00208376470588,0,0.0916856470588,0,NA,223
1,1,1,1,1,1,0,1,3,0.0326616216216,0,0.132979459459,0,0.00699891891892,0,0,0,NA,191
1,1,1,1,1,1,0,1,4,0.02984515625,0,0.07116921875,0,0.0321409375,0.0137746875,0,0,NA,191
1,1,1,1,1,1,1,0,5,0.0309266666667,0,0.0618533333333,0,0.0154633333333,0.0251279166667,0.00579875,0,NA,127
1,1,1,1,1,1,1,0,5,0.0309266666667,0,0.0618533333333,0,0.0154633333333,0.0251279166667,0.00579875,0,NA,127
