"Ea.outcome","Pa.outcome","Pch.outcome","Pci.outcome","Pf.outcome","Pp.outcome","Pv.outcome","Sm.outcome"
0,0,0,0.00460577671787561,0,0,0,0
0,0,0,0.00460577671787561,0,0,0,0
0,0.0192442309615869,0,0,0.0440855616968952,0,0,0
0,0.0192442309615869,0,0,0.0440855616968952,0,0,0
0,0,0,0,0.0440855616968952,0,0.0998004864825269,0
0,0,0,0,0.0440855616968952,0,0.0998004864825269,0
0,0,0,0,0,0,0.0998004864825269,0.0192442309615869
0,0,0,0,0,0,0.0998004864825269,0.0192442309615869
0.00460577671787561,0.0440855616968952,0,0,0,0.0998004864825269,0,0
0.00460577671787561,0.0440855616968952,0,0,0,0.0998004864825269,0,0
0.0440855616968952,0,0,0,0.0675704493464052,0.0337052668068573,0,0
0.0440855616968952,0,0,0,0.0675704493464052,0.0337052668068573,0,0
0.0192442309615869,0,0,0,0,0.0998004864825269,0,0
0.0192442309615869,0,0,0,0,0.0998004864825269,0,0
0,0,0.0675704493464052,0,0,0,0,0
0,0,0.0675704493464052,0,0,0,0,0
0,0,0,0,0.0440855616968952,0.0846602579311907,0,0
0,0,0,0,0.0440855616968952,0.0846602579311907,0,0
0,0,0,0,0.0440855616968952,0.0846602579311907,0,0
0,0,0,0,0.0440855616968952,0.0846602579311907,0,0
