"Ea.action","Pa.action","Pch.action","Pci.action","Pf.action","Pp.action","Pv.action","Sm.action"
0.0181507497208645,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0.026329749537023,0,0,0,0
0,0,0,0.0145769011627905,0,0,0,0
0,0,0,0,0,0,0.007094882806031,0
0,0,0,0,0,0,0.013687169749923,0
0,0,0,0,0,0,0,0.03699204702334
0,0,0,0,0,0,0,0.000283999999999999
0,0.007094882806031,0.0181507497208645,0.007094882806031,0.0181507497208645,0.007094882806031,0.0181507497208645,0.007094882806031
0,0.013687169749923,0,0.013687169749923,0,0.013687169749923,0,0.013687169749923
0.03699204702334,0,0.03699204702334,0.026329749537023,0.03699204702334,0.026329749537023,0.03699204702334,0.026329749537023
0.000283999999999999,0,0.000283999999999999,0.0145769011627905,0.000283999999999999,0.0145769011627905,0.000283999999999999,0.0145769011627905
0.007094882806031,0.0181507497208645,0,0.0181507497208645,0.007094882806031,0.0181507497208645,0.007094882806031,0.0181507497208645
0.013687169749923,0,0,0,0.013687169749923,0,0.013687169749923,0
0.026329749537023,0.03699204702334,0.026329749537023,0,0.026329749537023,0.03699204702334,0.026329749537023,0.03699204702334
0.0145769011627905,0.000283999999999999,0.0145769011627905,0,0.0145769011627905,0.000283999999999999,0.0145769011627905,0.000283999999999999
0.0181507497208645,0.007094882806031,0.0181507497208645,0.007094882806031,0.0181507497208645,0.007094882806031,0,0.007094882806031
0,0.013687169749923,0,0.013687169749923,0,0.013687169749923,0,0.013687169749923
0.03699204702334,0.026329749537023,0.03699204702334,0.026329749537023,0.03699204702334,0.026329749537023,0.03699204702334,0
0.000283999999999999,0.0145769011627905,0.000283999999999999,0.0145769011627905,0.000283999999999999,0.0145769011627905,0.000283999999999999,0
