"LP.outcome","LB.outcome","AP.outcome","AT.outcome","AO.outcome"
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
0,0,0,0,638000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
194000,0,0,0,273000
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,390000,0,20275.05,0
0,638000,0,0,638000
0,638000,0,0,638000
0,638000,0,0,638000
0,638000,0,0,638000
0,638000,0,0,638000
0,638000,0,0,638000
0,638000,0,0,638000
0,638000,0,0,638000
