"LP.outcome","LB.outcome","AP.outcome","AT.outcome","AO.outcome"
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
277125,0,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,644500,0,0,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,20275.05,0
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
0,0,0,0,277125
