"Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy","num_losses_mean","name","num_train","problem","name_nice","n_sp"
0.998450813323005,0.0762331838565022,0.949423029707832,0.739130434782612,0.949423029707832,0.998450813323005,0.973319909388372,0.945556640625,0.944091796875,0.994384765625,0.537341998589754,2.59550561797753,"human_gut",89,"shannons_h","Human gut",12
0.958946553059644,0.713004484304933,0.983059820010588,0.5,0.983059820010588,0.958946553059644,0.97085348320481,0.945556640625,0.90673828125,0.92236328125,0.835975518682288,2.53932584269663,"human_gut",89,"shannons_h","Human gut",12
0.996385231087013,0.641255605381166,0.97969027671998,0.910828025477706,0.97969027671998,0.996385231087013,0.987967229902714,0.945556640625,0.942138671875,0.961669921875,0.818820418234089,2.71910112359551,"human_gut",89,"shannons_h","Human gut",12
0.988122902143042,0.57847533632287,0.976026523845958,0.737142857142857,0.976026523845958,0.988122902143042,0.982037464716449,0.945556640625,0.934326171875,0.957275390625,0.783299119232956,2.49438202247191,"human_gut",89,"shannons_h","Human gut",12
0.999741802220501,0.587443946188341,0.976791120080727,0.992424242424243,0.976791120080727,0.999741802220501,0.988133214240143,0.945556640625,0.9453125,0.9677734375,0.793592874204421,2.49438202247191,"human_gut",89,"shannons_h","Human gut",12
0.994836044410018,0.139013452914798,0.952533992583436,0.607843137254901,0.952533992583436,0.994836044410018,0.973225562010609,0.945556640625,0.940673828125,0.987548828125,0.566924748662408,2.67415730337079,"human_gut",89,"shannons_h","Human gut",12
0.972372837593597,0.609865470852018,0.977420192058137,0.559670781893004,0.977420192058137,0.972372837593597,0.974889981879368,0.945556640625,0.91943359375,0.940673828125,0.791119154222807,2.60674157303371,"human_gut",89,"shannons_h","Human gut",12
1,0.244444444444444,0.966436327739388,1,0.966436327739388,1,0.982931726907631,0.9560546875,0.9560546875,0.9892578125,0.622222222222222,2.95505617977528,"mouse_gut",89,"shannons_h","Mouse gut",11
1,0.377777777777778,0.972194637537239,1,0.972194637537239,1,0.985901309164149,0.9560546875,0.9560546875,0.9833984375,0.688888888888889,2.87640449438202,"mouse_gut",89,"shannons_h","Mouse gut",11
0.995914198161389,0.111111111111111,0.960591133004926,0.555555555555554,0.960591133004926,0.995914198161389,0.977933801404213,0.9560546875,0.9521484375,0.9912109375,0.55351265463625,2.79775280898876,"mouse_gut",89,"shannons_h","Mouse gut",11
0.995914198161389,0.1,0.960118168389956,0.529411764705881,0.960118168389956,0.995914198161389,0.977688643770369,0.9560546875,0.9521484375,0.99169921875,0.547957099080695,3.01123595505618,"mouse_gut",89,"shannons_h","Mouse gut",11
1,0.188888888888889,0.964057114721812,1,0.964057114721812,1,0.981699674103785,0.9560546875,0.9560546875,0.99169921875,0.594444444444444,2.69662921348315,"mouse_gut",89,"shannons_h","Mouse gut",11
0.998978549540347,0.155555555555556,0.96259842519685,0.874999999999997,0.96259842519685,0.998978549540347,0.980451127819549,0.9560546875,0.955078125,0.9921875,0.577267052547951,2.52808988764045,"mouse_gut",89,"shannons_h","Mouse gut",11
1,0.211111111111111,0.965007392804337,1,0.965007392804337,1,0.982192124404314,0.9560546875,0.9560546875,0.99072265625,0.605555555555556,2.79775280898876,"mouse_gut",89,"shannons_h","Mouse gut",11
0.999489274770174,0.322222222222222,0.969772051536174,0.966666666666669,0.969772051536174,0.999489274770174,0.984406438631791,0.9560546875,0.95556640625,0.9853515625,0.660855748496198,2.85393258426966,"mouse_gut",89,"shannons_h","Mouse gut",11
1,0.266666666666667,0.967391304347826,1,0.967391304347826,1,0.983425414364641,0.9560546875,0.9560546875,0.98828125,0.633333333333333,2.82022471910112,"mouse_gut",89,"shannons_h","Mouse gut",11
1,0.255555555555556,0.966913580246914,1,0.966913580246914,1,0.983178508661813,0.9560546875,0.9560546875,0.98876953125,0.627777777777778,3.20224719101124,"mouse_gut",89,"shannons_h","Mouse gut",11
0.993103448275862,0.444444444444444,0.966442953020134,0.799999999999999,0.966442953020134,0.993103448275862,0.979591836734694,0.941558441558442,0.935064935064935,0.967532467532468,0.718773946360153,2.62921348314607,"prairie_plants",89,"shannons_h","Prairie plants",18
1,0.555555555555556,0.973154362416107,1,0.973154362416107,1,0.986394557823129,0.941558441558442,0.941558441558442,0.967532467532468,0.777777777777778,2.65168539325843,"prairie_plants",89,"shannons_h","Prairie plants",18
0.993103448275862,0.222222222222222,0.95364238410596,0.666666666666666,0.95364238410596,0.993103448275862,0.972972972972973,0.941558441558442,0.935064935064935,0.980519480519481,0.607662835249042,2.60674157303371,"prairie_plants",89,"shannons_h","Prairie plants",18
1,0.333333333333333,0.960264900662252,1,0.960264900662252,1,0.97972972972973,0.941558441558442,0.941558441558442,0.980519480519481,0.666666666666667,2.33707865168539,"prairie_plants",89,"shannons_h","Prairie plants",18
0.993103448275862,0.333333333333333,0.96,0.749999999999999,0.96,0.993103448275862,0.976271186440678,0.941558441558442,0.935064935064935,0.974025974025974,0.663218390804598,2.52808988764045,"prairie_plants",89,"shannons_h","Prairie plants",18
0.993103448275862,0.333333333333333,0.96,0.749999999999999,0.96,0.993103448275862,0.976271186440678,0.941558441558442,0.935064935064935,0.974025974025974,0.663218390804598,2.64044943820225,"prairie_plants",89,"shannons_h","Prairie plants",18
1,0.333333333333333,0.960264900662252,1,0.960264900662252,1,0.97972972972973,0.941558441558442,0.941558441558442,0.980519480519481,0.666666666666667,2.49438202247191,"prairie_plants",89,"shannons_h","Prairie plants",18
0.986206896551724,0.555555555555556,0.972789115646258,0.714285714285714,0.972789115646258,0.986206896551724,0.979452054794521,0.941558441558442,0.928571428571429,0.954545454545455,0.77088122605364,2.53932584269663,"prairie_plants",89,"shannons_h","Prairie plants",18
0.993103448275862,0.222222222222222,0.95364238410596,0.666666666666666,0.95364238410596,0.993103448275862,0.972972972972973,0.941558441558442,0.935064935064935,0.980519480519481,0.607662835249042,2.53932584269663,"prairie_plants",89,"shannons_h","Prairie plants",18
0.993103448275862,0.555555555555556,0.972972972972973,0.833333333333333,0.972972972972973,0.993103448275862,0.982935153583618,0.941558441558442,0.935064935064935,0.961038961038961,0.774329501915709,2.47191011235955,"prairie_plants",89,"shannons_h","Prairie plants",18
1,0.0441176470588235,0.87229862475442,1,0.87229862475442,1,0.931794333683106,0.8671875,0.8671875,0.994140625,0.522058823529412,1.53916449086162,"forest_trees",264,"shannons_h","Forest trees",9
0.990990990990991,0.0588235294117647,0.873015873015873,0.499999999999999,0.873015873015873,0.990990990990991,0.928270042194093,0.8671875,0.859375,0.984375,0.524907260201378,1.51973684210526,"forest_trees",264,"shannons_h","Forest trees",9
0.986486486486487,0.0735294117647059,0.874251497005988,0.454545454545455,0.874251497005988,0.986486486486487,0.926984126984127,0.8671875,0.85546875,0.978515625,0.530007949125596,1.60158311345646,"forest_trees",264,"shannons_h","Forest trees",9
0.990990990990991,0.0882352941176471,0.876494023904382,0.599999999999999,0.876494023904382,0.990990990990991,0.930232558139535,0.8671875,0.859375,0.98046875,0.539613142554319,1.51305483028721,"forest_trees",264,"shannons_h","Forest trees",9
0.988738738738739,0.0882352941176471,0.87624750499002,0.545454545454546,0.87624750499002,0.988738738738739,0.929100529100529,0.8671875,0.857421875,0.978515625,0.538487016428193,1.4490861618799,"forest_trees",264,"shannons_h","Forest trees",9
0.993243243243243,0.132352941176471,0.882,0.749999999999999,0.882,0.993243243243243,0.934322033898305,0.8671875,0.861328125,0.9765625,0.562798092209857,1.63192612137203,"forest_trees",264,"shannons_h","Forest trees",9
0.993243243243243,0.102941176470588,0.878486055776892,0.699999999999999,0.878486055776892,0.993243243243243,0.932346723044398,0.8671875,0.861328125,0.98046875,0.548092209856916,1.51511169513798,"forest_trees",264,"shannons_h","Forest trees",9
0.993243243243243,0.0735294117647059,0.875,0.624999999999999,0.875,0.993243243243243,0.930379746835443,0.8671875,0.861328125,0.984375,0.533386327503975,1.55026455026455,"forest_trees",264,"shannons_h","Forest trees",9
0.997747747747748,0.0882352941176471,0.877227722772277,0.857142857142858,0.877227722772277,0.997747747747748,0.933614330874605,0.8671875,0.865234375,0.986328125,0.542991520932697,1.59084967320261,"forest_trees",264,"shannons_h","Forest trees",9
0.981981981981982,0.117647058823529,0.879032258064516,0.499999999999999,0.879032258064516,0.981981981981982,0.927659574468085,0.8671875,0.8515625,0.96875,0.549814520402756,1.51842105263158,"forest_trees",264,"shannons_h","Forest trees",9
0.996643428866512,0.757847533632287,0.986203372508942,0.928571428571428,0.986203372508942,0.996643428866512,0.991395916270708,0.945556640625,0.9423828125,0.95556640625,0.877245481249399,2.60606060606061,"human_gut",264,"shannons_h","Human gut",12
0.995094242189517,0.672645739910314,0.981410746116628,0.887573964497041,0.981410746116628,0.995094242189517,0.988205128205128,0.945556640625,0.94091796875,0.958740234375,0.833869991049916,2.65909090909091,"human_gut",264,"shannons_h","Human gut",12
0.992512264394526,0.201793721973094,0.95574341123819,0.608108108108109,0.95574341123819,0.992512264394526,0.973780873970868,0.945556640625,0.9384765625,0.98193359375,0.59715299318381,2.73484848484848,"human_gut",264,"shannons_h","Human gut",12
0.999225406661503,0.726457399103139,0.984482320020351,0.981818181818182,0.984482320020351,0.999225406661503,0.991799077396207,0.945556640625,0.94482421875,0.959716796875,0.862841402882321,2.5719696969697,"human_gut",264,"shannons_h","Human gut",12
0.957913761941647,0.847533632286996,0.990918803418803,0.536931818181818,0.990918803418803,0.957913761941647,0.974136799264802,0.945556640625,0.90576171875,0.9140625,0.902723697114321,2.64772727272727,"human_gut",264,"shannons_h","Human gut",12
0.993803253292022,0.152466367713004,0.953194650817236,0.586206896551724,0.953194650817236,0.993803253292022,0.973075464543041,0.945556640625,0.939697265625,0.98583984375,0.573134810502513,2.64393939393939,"human_gut",264,"shannons_h","Human gut",12
0.982184353214562,0.645739910313901,0.979654906000515,0.676056338028169,0.979654906000515,0.982184353214562,0.98091799896854,0.945556640625,0.9287109375,0.947998046875,0.813962131764232,2.71590909090909,"human_gut",264,"shannons_h","Human gut",12
0.992512264394526,0.632286995515695,0.979113601630158,0.829411764705883,0.979113601630158,0.992512264394526,0.985767406077702,0.945556640625,0.9384765625,0.95849609375,0.812399629955111,2.50378787878788,"human_gut",264,"shannons_h","Human gut",12
0.996127033307514,0.699551569506726,0.982929936305732,0.912280701754385,0.982929936305732,0.996127033307514,0.989484483200821,0.945556640625,0.94189453125,0.958251953125,0.84783930140712,2.74242424242424,"human_gut",264,"shannons_h","Human gut",12
0.958430157500646,0.780269058295964,0.986971550119649,0.519402985074627,0.986971550119649,0.958430157500646,0.972491485459785,0.945556640625,0.90625,0.918212890625,0.869349607898305,2.64772727272727,"human_gut",264,"shannons_h","Human gut",12
0.994892747701736,0.188888888888889,0.963879267689263,0.629629629629627,0.963879267689263,0.994892747701736,0.979140487559688,0.9560546875,0.951171875,0.98681640625,0.591890818295313,2.68560606060606,"mouse_gut",264,"shannons_h","Mouse gut",11
0.999489274770174,0.444444444444444,0.975087194818137,0.975609756097563,0.975087194818137,0.999489274770174,0.987137452711223,0.9560546875,0.95556640625,0.97998046875,0.721966859607309,2.78030303030303,"mouse_gut",264,"shannons_h","Mouse gut",11
0.991828396322778,0.211111111111111,0.964729259811227,0.542857142857142,0.964729259811227,0.991828396322778,0.978091160916646,0.9560546875,0.9482421875,0.98291015625,0.601469753716945,2.82575757575758,"mouse_gut",264,"shannons_h","Mouse gut",11
1,0.333333333333333,0.970267591674926,1,0.970267591674926,1,0.984909456740443,0.9560546875,0.9560546875,0.9853515625,0.666666666666667,2.64772727272727,"mouse_gut",264,"shannons_h","Mouse gut",11
0.998467824310521,0.322222222222222,0.969742063492063,0.90625,0.969742063492063,0.998467824310521,0.983895319577252,0.9560546875,0.95458984375,0.984375,0.660345023266372,2.72348484848485,"mouse_gut",264,"shannons_h","Mouse gut",11
1,0.622222222222222,0.982931726907631,1,0.982931726907631,1,0.991392405063291,0.9560546875,0.9560546875,0.97265625,0.811111111111111,2.73863636363636,"mouse_gut",264,"shannons_h","Mouse gut",11
1,0.233333333333333,0.965959546127282,1,0.965959546127282,1,0.982685069008783,0.9560546875,0.9560546875,0.98974609375,0.616666666666667,2.79545454545455,"mouse_gut",264,"shannons_h","Mouse gut",11
1,0.277777777777778,0.967869500741473,1,0.967869500741473,1,0.98367244410952,0.9560546875,0.9560546875,0.98779296875,0.638888888888889,2.77651515151515,"mouse_gut",264,"shannons_h","Mouse gut",11
0.991317671092952,0.411111111111111,0.973420260782347,0.685185185185185,0.973420260782347,0.991317671092952,0.982287449392712,0.9560546875,0.94775390625,0.9736328125,0.701214391102032,2.76893939393939,"mouse_gut",264,"shannons_h","Mouse gut",11
1,0.144444444444444,0.962162162162162,1,0.962162162162162,1,0.980716253443526,0.9560546875,0.9560546875,0.99365234375,0.572222222222222,2.73106060606061,"mouse_gut",264,"shannons_h","Mouse gut",11
