"Sensitivity","Specificity","Pos Pred Value","Neg Pred Value","Precision","Recall","F1","Prevalence","Detection Rate","Detection Prevalence","Balanced Accuracy","num_losses_mean","id_unwanted","name","num_train","name_nice","problem","id_wanted","n_sp"
1,0.285714285714286,0.642857142857143,1,0.642857142857143,1,0.782608695652174,0.5625,0.5625,0.875,0.642857142857143,0.345528455284553,2,"fly_gut",21,"Fly gut","removal","fly_gut 2",5
1,0.285714285714286,0.642857142857143,1,0.642857142857143,1,0.782608695652174,0.5625,0.5625,0.875,0.642857142857143,0.365030674846626,2,"fly_gut",21,"Fly gut","removal","fly_gut 2",5
1,0.214285714285714,0.620689655172414,1,0.620689655172414,1,0.765957446808511,0.5625,0.5625,0.90625,0.607142857142857,0.425813008130081,2,"fly_gut",21,"Fly gut","removal","fly_gut 2",5
1,0.142857142857143,0.6,1,0.6,1,0.75,0.5625,0.5625,0.9375,0.571428571428571,0.320121951219512,2,"fly_gut",21,"Fly gut","removal","fly_gut 2",5
0.944444444444444,0.214285714285714,0.607142857142857,0.75,0.607142857142857,0.944444444444444,0.739130434782609,0.5625,0.53125,0.875,0.579365079365079,0.357287449392713,2,"fly_gut",21,"Fly gut","removal","fly_gut 2",5
1,0.357142857142857,0.666666666666667,1,0.666666666666667,1,0.8,0.5625,0.5625,0.84375,0.678571428571429,0.35258358662614,2,"fly_gut",21,"Fly gut","removal","fly_gut 2",5
1,0.875,0.888888888888889,1,0.888888888888889,1,0.941176470588235,0.5,0.5,0.5625,0.9375,0.395727365208545,3,"fly_gut",21,"Fly gut","removal","fly_gut 3",5
1,0.875,0.888888888888889,1,0.888888888888889,1,0.941176470588235,0.5,0.5,0.5625,0.9375,0.437246963562753,3,"fly_gut",21,"Fly gut","removal","fly_gut 3",5
1,0.875,0.888888888888889,1,0.888888888888889,1,0.941176470588235,0.5,0.5,0.5625,0.9375,0.369807497467072,3,"fly_gut",21,"Fly gut","removal","fly_gut 3",5
1,0.9375,0.941176470588235,1,0.941176470588235,1,0.96969696969697,0.5,0.5,0.53125,0.96875,0.373239436619718,3,"fly_gut",21,"Fly gut","removal","fly_gut 3",5
1,0.9375,0.941176470588235,1,0.941176470588235,1,0.96969696969697,0.5,0.5,0.53125,0.96875,0.345528455284553,3,"fly_gut",21,"Fly gut","removal","fly_gut 3",5
1,0.875,0.888888888888889,1,0.888888888888889,1,0.941176470588235,0.5,0.5,0.5625,0.9375,0.365030674846626,3,"fly_gut",21,"Fly gut","removal","fly_gut 3",5
1,0.9375,0.941176470588235,1,0.941176470588235,1,0.96969696969697,0.5,0.5,0.53125,0.96875,0.425813008130081,3,"fly_gut",21,"Fly gut","removal","fly_gut 3",5
1,0.875,0.888888888888889,1,0.888888888888889,1,0.941176470588235,0.5,0.5,0.5625,0.9375,0.320121951219512,3,"fly_gut",21,"Fly gut","removal","fly_gut 3",5
1,0.9375,0.941176470588235,1,0.941176470588235,1,0.96969696969697,0.5,0.5,0.53125,0.96875,0.357287449392713,3,"fly_gut",21,"Fly gut","removal","fly_gut 3",5
1,0.9375,0.941176470588235,1,0.941176470588235,1,0.96969696969697,0.5,0.5,0.53125,0.96875,0.35258358662614,3,"fly_gut",21,"Fly gut","removal","fly_gut 3",5
1,0.5,0.666666666666667,1,0.666666666666667,1,0.8,0.5,0.5,0.75,0.75,0.395727365208545,4,"fly_gut",21,"Fly gut","removal","fly_gut 4",5
1,0.5,0.666666666666667,1,0.666666666666667,1,0.8,0.5,0.5,0.75,0.75,0.437246963562753,4,"fly_gut",21,"Fly gut","removal","fly_gut 4",5
1,0.6875,0.761904761904762,1,0.761904761904762,1,0.864864864864865,0.5,0.5,0.65625,0.84375,0.369807497467072,4,"fly_gut",21,"Fly gut","removal","fly_gut 4",5
1,0.625,0.727272727272727,1,0.727272727272727,1,0.842105263157895,0.5,0.5,0.6875,0.8125,0.373239436619718,4,"fly_gut",21,"Fly gut","removal","fly_gut 4",5
1,0.5625,0.695652173913043,1,0.695652173913043,1,0.82051282051282,0.5,0.5,0.71875,0.78125,0.345528455284553,4,"fly_gut",21,"Fly gut","removal","fly_gut 4",5
1,0.625,0.727272727272727,1,0.727272727272727,1,0.842105263157895,0.5,0.5,0.6875,0.8125,0.365030674846626,4,"fly_gut",21,"Fly gut","removal","fly_gut 4",5
1,0.5,0.666666666666667,1,0.666666666666667,1,0.8,0.5,0.5,0.75,0.75,0.425813008130081,4,"fly_gut",21,"Fly gut","removal","fly_gut 4",5
1,0.625,0.727272727272727,1,0.727272727272727,1,0.842105263157895,0.5,0.5,0.6875,0.8125,0.320121951219512,4,"fly_gut",21,"Fly gut","removal","fly_gut 4",5
1,0.4375,0.64,1,0.64,1,0.780487804878049,0.5,0.5,0.78125,0.71875,0.357287449392713,4,"fly_gut",21,"Fly gut","removal","fly_gut 4",5
1,0.5625,0.695652173913043,1,0.695652173913043,1,0.82051282051282,0.5,0.5,0.71875,0.78125,0.35258358662614,4,"fly_gut",21,"Fly gut","removal","fly_gut 4",5
0.961538461538462,0,0.806451612903226,0,0.806451612903226,0.961538461538462,0.87719298245614,0.8125,0.78125,0.96875,0.480769230769231,0.395727365208545,5,"fly_gut",21,"Fly gut","removal","fly_gut 5",5
1,0,0.8125,NA,0.8125,1,0.896551724137931,0.8125,0.8125,1,0.5,0.437246963562753,5,"fly_gut",21,"Fly gut","removal","fly_gut 5",5
1,0,0.8125,NA,0.8125,1,0.896551724137931,0.8125,0.8125,1,0.5,0.369807497467072,5,"fly_gut",21,"Fly gut","removal","fly_gut 5",5
0.961538461538462,0.166666666666667,0.833333333333333,0.5,0.833333333333333,0.961538461538462,0.892857142857143,0.8125,0.78125,0.9375,0.564102564102564,0.373239436619718,5,"fly_gut",21,"Fly gut","removal","fly_gut 5",5
1,0,0.8125,NA,0.8125,1,0.896551724137931,0.8125,0.8125,1,0.5,0.345528455284553,5,"fly_gut",21,"Fly gut","removal","fly_gut 5",5
1,0,0.8125,NA,0.8125,1,0.896551724137931,0.8125,0.8125,1,0.5,0.365030674846626,5,"fly_gut",21,"Fly gut","removal","fly_gut 5",5
0.961538461538462,0.166666666666667,0.833333333333333,0.5,0.833333333333333,0.961538461538462,0.892857142857143,0.8125,0.78125,0.9375,0.564102564102564,0.425813008130081,5,"fly_gut",21,"Fly gut","removal","fly_gut 5",5
0.961538461538462,0,0.806451612903226,0,0.806451612903226,0.961538461538462,0.87719298245614,0.8125,0.78125,0.96875,0.480769230769231,0.320121951219512,5,"fly_gut",21,"Fly gut","removal","fly_gut 5",5
1,0,0.8125,NA,0.8125,1,0.896551724137931,0.8125,0.8125,1,0.5,0.357287449392713,5,"fly_gut",21,"Fly gut","removal","fly_gut 5",5
1,0,0.8125,NA,0.8125,1,0.896551724137931,0.8125,0.8125,1,0.5,0.35258358662614,5,"fly_gut",21,"Fly gut","removal","fly_gut 5",5
0.966037735849057,0.991902834008097,0.992248062015504,0.964566929133858,0.992248062015504,0.966037735849057,0.978967495219885,0.517578125,0.5,0.50390625,0.978970284928577,1.68333333333333,1,"forest_trees",21,"Forest trees","removal","forest_trees 1",9
0.977358490566038,0.991902834008097,0.992337164750958,0.97609561752988,0.992337164750958,0.977358490566038,0.984790874524715,0.517578125,0.505859375,0.509765625,0.984630662287068,1.46666666666667,1,"forest_trees",21,"Forest trees","removal","forest_trees 1",9
0.969811320754717,0.991902834008097,0.992277992277992,0.968379446640316,0.992277992277992,0.969811320754717,0.980916030534351,0.517578125,0.501953125,0.505859375,0.980857077381407,1.51612903225806,1,"forest_trees",21,"Forest trees","removal","forest_trees 1",9
0.973584905660377,0.991902834008097,0.992307692307692,0.972222222222222,0.992307692307692,0.973584905660377,0.982857142857143,0.517578125,0.50390625,0.5078125,0.982743869834237,1.74193548387097,1,"forest_trees",21,"Forest trees","removal","forest_trees 1",9
0.977358490566038,0.987854251012146,0.988549618320611,0.976,0.988549618320611,0.977358490566038,0.98292220113852,0.517578125,0.505859375,0.51171875,0.982606370789092,1.43333333333333,1,"forest_trees",21,"Forest trees","removal","forest_trees 1",9
0.966037735849057,0.991902834008097,0.992248062015504,0.964566929133858,0.992248062015504,0.966037735849057,0.978967495219885,0.517578125,0.5,0.50390625,0.978970284928577,1.46774193548387,1,"forest_trees",21,"Forest trees","removal","forest_trees 1",9
0.966037735849057,0.991902834008097,0.992248062015504,0.964566929133858,0.992248062015504,0.966037735849057,0.978967495219885,0.517578125,0.5,0.50390625,0.978970284928577,1.56451612903226,1,"forest_trees",21,"Forest trees","removal","forest_trees 1",9
0.966037735849057,0.991902834008097,0.992248062015504,0.964566929133858,0.992248062015504,0.966037735849057,0.978967495219885,0.517578125,0.5,0.50390625,0.978970284928577,1.48275862068966,1,"forest_trees",21,"Forest trees","removal","forest_trees 1",9
0.966037735849057,0.991902834008097,0.992248062015504,0.964566929133858,0.992248062015504,0.966037735849057,0.978967495219885,0.517578125,0.5,0.50390625,0.978970284928577,1.56451612903226,1,"forest_trees",21,"Forest trees","removal","forest_trees 1",9
0.966037735849057,0.991902834008097,0.992248062015504,0.964566929133858,0.992248062015504,0.966037735849057,0.978967495219885,0.517578125,0.5,0.50390625,0.978970284928577,1.77049180327869,1,"forest_trees",21,"Forest trees","removal","forest_trees 1",9
0.981132075471698,0.97165991902834,0.973782771535581,0.979591836734694,0.973782771535581,0.981132075471698,0.977443609022557,0.517578125,0.5078125,0.521484375,0.976395997250019,1.68333333333333,2,"forest_trees",21,"Forest trees","removal","forest_trees 2",9
0.966037735849057,0.987854251012146,0.988416988416988,0.964426877470356,0.988416988416988,0.966037735849057,0.977099236641221,0.517578125,0.5,0.505859375,0.976945993430601,1.46666666666667,2,"forest_trees",21,"Forest trees","removal","forest_trees 2",9
0.981132075471698,0.955465587044534,0.959409594095941,0.979253112033195,0.959409594095941,0.981132075471698,0.970149253731343,0.517578125,0.5078125,0.529296875,0.968298831258116,1.51612903225806,2,"forest_trees",21,"Forest trees","removal","forest_trees 2",9
0.973584905660377,0.983805668016194,0.984732824427481,0.972,0.984732824427481,0.973584905660377,0.979127134724858,0.517578125,0.50390625,0.51171875,0.978695286838286,1.74193548387097,2,"forest_trees",21,"Forest trees","removal","forest_trees 2",9
0.966037735849057,0.983805668016194,0.984615384615385,0.964285714285714,0.984615384615385,0.966037735849057,0.975238095238095,0.517578125,0.5,0.5078125,0.974921701932626,1.43333333333333,2,"forest_trees",21,"Forest trees","removal","forest_trees 2",9
0.966037735849057,0.983805668016194,0.984615384615385,0.964285714285714,0.984615384615385,0.966037735849057,0.975238095238095,0.517578125,0.5,0.5078125,0.974921701932626,1.46774193548387,2,"forest_trees",21,"Forest trees","removal","forest_trees 2",9
0.966037735849057,0.987854251012146,0.988416988416988,0.964426877470356,0.988416988416988,0.966037735849057,0.977099236641221,0.517578125,0.5,0.505859375,0.976945993430601,1.56451612903226,2,"forest_trees",21,"Forest trees","removal","forest_trees 2",9
0.966037735849057,0.983805668016194,0.984615384615385,0.964285714285714,0.984615384615385,0.966037735849057,0.975238095238095,0.517578125,0.5,0.5078125,0.974921701932626,1.48275862068966,2,"forest_trees",21,"Forest trees","removal","forest_trees 2",9
0.966037735849057,0.987854251012146,0.988416988416988,0.964426877470356,0.988416988416988,0.966037735849057,0.977099236641221,0.517578125,0.5,0.505859375,0.976945993430601,1.56451612903226,2,"forest_trees",21,"Forest trees","removal","forest_trees 2",9
0.966037735849057,0.987854251012146,0.988416988416988,0.964426877470356,0.988416988416988,0.966037735849057,0.977099236641221,0.517578125,0.5,0.505859375,0.976945993430601,1.77049180327869,2,"forest_trees",21,"Forest trees","removal","forest_trees 2",9
0.755230125523013,0.705882352941177,0.973045822102426,0.170212765957447,0.973045822102426,0.755230125523013,0.850412249705536,0.93359375,0.705078125,0.724609375,0.730556239232095,1.68333333333333,3,"forest_trees",21,"Forest trees","removal","forest_trees 3",9
0.826359832635983,0.470588235294118,0.956416464891041,0.161616161616162,0.956416464891041,0.826359832635983,0.886644219977553,0.93359375,0.771484375,0.806640625,0.64847403396505,1.46666666666667,3,"forest_trees",21,"Forest trees","removal","forest_trees 3",9
0.705020920502092,0.235294117647059,0.928374655647383,0.0536912751677852,0.928374655647383,0.705020920502092,0.801426872770511,0.93359375,0.658203125,0.708984375,0.470157519074575,1.51612903225806,3,"forest_trees",21,"Forest trees","removal","forest_trees 3",9
0.797071129707113,0.588235294117647,0.964556962025316,0.170940170940171,0.964556962025316,0.797071129707113,0.872852233676976,0.93359375,0.744140625,0.771484375,0.69265321191238,1.74193548387097,3,"forest_trees",21,"Forest trees","removal","forest_trees 3",9
0.740585774058577,0.323529411764706,0.938992042440318,0.0814814814814815,0.938992042440318,0.740585774058577,0.828070175438597,0.93359375,0.69140625,0.736328125,0.532057592911642,1.43333333333333,3,"forest_trees",21,"Forest trees","removal","forest_trees 3",9
0.652719665271967,0.705882352941177,0.968944099378882,0.126315789473684,0.968944099378882,0.652719665271967,0.78,0.93359375,0.609375,0.62890625,0.679301009106572,1.46774193548387,3,"forest_trees",21,"Forest trees","removal","forest_trees 3",9
0.926778242677824,0.264705882352941,0.946581196581197,0.204545454545455,0.946581196581197,0.926778242677824,0.936575052854122,0.93359375,0.865234375,0.9140625,0.595742062515383,1.56451612903226,3,"forest_trees",21,"Forest trees","removal","forest_trees 3",9
0.635983263598326,0.647058823529412,0.962025316455696,0.112244897959184,0.962025316455696,0.635983263598326,0.765743073047859,0.93359375,0.59375,0.6171875,0.641521043563869,1.48275862068966,3,"forest_trees",21,"Forest trees","removal","forest_trees 3",9
0.788702928870293,0.911764705882353,0.992105263157895,0.234848484848485,0.992105263157895,0.788702928870293,0.878787878787879,0.93359375,0.736328125,0.7421875,0.850233817376323,1.56451612903226,3,"forest_trees",21,"Forest trees","removal","forest_trees 3",9
0.725941422594142,0.529411764705882,0.955922865013774,0.120805369127517,0.955922865013774,0.725941422594142,0.825208085612366,0.93359375,0.677734375,0.708984375,0.627676593650012,1.77049180327869,3,"forest_trees",21,"Forest trees","removal","forest_trees 3",9
0.998046875,NA,NA,NA,1,0.998046875,0.999022482893451,1,0.998046875,0.998046875,NA,1.68333333333333,4,"forest_trees",21,"Forest trees","removal","forest_trees 4",9
0.916015625,NA,NA,NA,1,0.916015625,0.956167176350663,1,0.916015625,0.916015625,NA,1.46666666666667,4,"forest_trees",21,"Forest trees","removal","forest_trees 4",9
0.986328125,NA,NA,NA,1,0.986328125,0.993117010816126,1,0.986328125,0.986328125,NA,1.51612903225806,4,"forest_trees",21,"Forest trees","removal","forest_trees 4",9
0.9375,NA,NA,NA,1,0.9375,0.967741935483871,1,0.9375,0.9375,NA,1.74193548387097,4,"forest_trees",21,"Forest trees","removal","forest_trees 4",9
0.90625,NA,NA,NA,1,0.90625,0.950819672131147,1,0.90625,0.90625,NA,1.43333333333333,4,"forest_trees",21,"Forest trees","removal","forest_trees 4",9
0.998046875,NA,NA,NA,1,0.998046875,0.999022482893451,1,0.998046875,0.998046875,NA,1.46774193548387,4,"forest_trees",21,"Forest trees","removal","forest_trees 4",9
0.986328125,NA,NA,NA,1,0.986328125,0.993117010816126,1,0.986328125,0.986328125,NA,1.56451612903226,4,"forest_trees",21,"Forest trees","removal","forest_trees 4",9
0.970703125,NA,NA,NA,1,0.970703125,0.985133795837463,1,0.970703125,0.970703125,NA,1.48275862068966,4,"forest_trees",21,"Forest trees","removal","forest_trees 4",9
0.96875,NA,NA,NA,1,0.96875,0.984126984126984,1,0.96875,0.96875,NA,1.56451612903226,4,"forest_trees",21,"Forest trees","removal","forest_trees 4",9
0.890625,NA,NA,NA,1,0.890625,0.942148760330578,1,0.890625,0.890625,NA,1.77049180327869,4,"forest_trees",21,"Forest trees","removal","forest_trees 4",9
0.900390625,NA,NA,NA,1,0.900390625,0.947584789311408,1,0.900390625,0.900390625,NA,1.68333333333333,5,"forest_trees",21,"Forest trees","removal","forest_trees 5",9
0.935546875,NA,NA,NA,1,0.935546875,0.966700302724521,1,0.935546875,0.935546875,NA,1.46666666666667,5,"forest_trees",21,"Forest trees","removal","forest_trees 5",9
0.84765625,NA,NA,NA,1,0.84765625,0.917547568710359,1,0.84765625,0.84765625,NA,1.51612903225806,5,"forest_trees",21,"Forest trees","removal","forest_trees 5",9
0.81640625,NA,NA,NA,1,0.81640625,0.898924731182796,1,0.81640625,0.81640625,NA,1.74193548387097,5,"forest_trees",21,"Forest trees","removal","forest_trees 5",9
0.833984375,NA,NA,NA,1,0.833984375,0.909478168264111,1,0.833984375,0.833984375,NA,1.43333333333333,5,"forest_trees",21,"Forest trees","removal","forest_trees 5",9
0.970703125,NA,NA,NA,1,0.970703125,0.985133795837463,1,0.970703125,0.970703125,NA,1.46774193548387,5,"forest_trees",21,"Forest trees","removal","forest_trees 5",9
0.95703125,NA,NA,NA,1,0.95703125,0.978043912175649,1,0.95703125,0.95703125,NA,1.56451612903226,5,"forest_trees",21,"Forest trees","removal","forest_trees 5",9
0.962890625,NA,NA,NA,1,0.962890625,0.981094527363184,1,0.962890625,0.962890625,NA,1.48275862068966,5,"forest_trees",21,"Forest trees","removal","forest_trees 5",9
0.916015625,NA,NA,NA,1,0.916015625,0.956167176350663,1,0.916015625,0.916015625,NA,1.56451612903226,5,"forest_trees",21,"Forest trees","removal","forest_trees 5",9
0.939453125,NA,NA,NA,1,0.939453125,0.968781470292044,1,0.939453125,0.939453125,NA,1.77049180327869,5,"forest_trees",21,"Forest trees","removal","forest_trees 5",9
0.935251798561151,0.995726495726496,0.996168582375479,0.928286852589641,0.996168582375479,0.935251798561151,0.964749536178108,0.54296875,0.5078125,0.509765625,0.965489147143823,1.68333333333333,6,"forest_trees",21,"Forest trees","removal","forest_trees 6",9
0.935251798561151,0.995726495726496,0.996168582375479,0.928286852589641,0.996168582375479,0.935251798561151,0.964749536178108,0.54296875,0.5078125,0.509765625,0.965489147143823,1.46666666666667,6,"forest_trees",21,"Forest trees","removal","forest_trees 6",9
0.949640287769784,0.987179487179487,0.98876404494382,0.942857142857143,0.98876404494382,0.949640287769784,0.968807339449541,0.54296875,0.515625,0.521484375,0.968409887474636,1.51612903225806,6,"forest_trees",21,"Forest trees","removal","forest_trees 6",9
0.931654676258993,0.995726495726496,0.996153846153846,0.924603174603175,0.996153846153846,0.931654676258993,0.962825278810409,0.54296875,0.505859375,0.5078125,0.963690585992744,1.74193548387097,6,"forest_trees",21,"Forest trees","removal","forest_trees 6",9
0.924460431654676,0.995726495726496,0.996124031007752,0.917322834645669,0.996124031007752,0.924460431654676,0.958955223880597,0.54296875,0.501953125,0.50390625,0.960093463690586,1.43333333333333,6,"forest_trees",21,"Forest trees","removal","forest_trees 6",9
0.928057553956835,0.995726495726496,0.996138996138996,0.920948616600791,0.996138996138996,0.928057553956835,0.960893854748603,0.54296875,0.50390625,0.505859375,0.961892024841665,1.46774193548387,6,"forest_trees",21,"Forest trees","removal","forest_trees 6",9
0.924460431654676,0.995726495726496,0.996124031007752,0.917322834645669,0.996124031007752,0.924460431654676,0.958955223880597,0.54296875,0.501953125,0.50390625,0.960093463690586,1.56451612903226,6,"forest_trees",21,"Forest trees","removal","forest_trees 6",9
0.931654676258993,0.995726495726496,0.996153846153846,0.924603174603175,0.996153846153846,0.931654676258993,0.962825278810409,0.54296875,0.505859375,0.5078125,0.963690585992744,1.48275862068966,6,"forest_trees",21,"Forest trees","removal","forest_trees 6",9
0.928057553956835,0.995726495726496,0.996138996138996,0.920948616600791,0.996138996138996,0.928057553956835,0.960893854748603,0.54296875,0.50390625,0.505859375,0.961892024841665,1.56451612903226,6,"forest_trees",21,"Forest trees","removal","forest_trees 6",9
0.924460431654676,0.995726495726496,0.996124031007752,0.917322834645669,0.996124031007752,0.924460431654676,0.958955223880597,0.54296875,0.501953125,0.50390625,0.960093463690586,1.77049180327869,6,"forest_trees",21,"Forest trees","removal","forest_trees 6",9
0.80952380952381,0.880434782608696,0.968660968660969,0.503105590062112,0.968660968660969,0.80952380952381,0.881971465629053,0.8203125,0.6640625,0.685546875,0.844979296066253,1.68333333333333,7,"forest_trees",21,"Forest trees","removal","forest_trees 7",9
0.680952380952381,0.956521739130435,0.986206896551724,0.396396396396396,0.986206896551724,0.680952380952381,0.805633802816901,0.8203125,0.55859375,0.56640625,0.818737060041408,1.46666666666667,7,"forest_trees",21,"Forest trees","removal","forest_trees 7",9
0.666666666666667,0.902173913043478,0.968858131487889,0.37219730941704,0.968858131487889,0.666666666666667,0.78984485190409,0.8203125,0.546875,0.564453125,0.784420289855073,1.51612903225806,7,"forest_trees",21,"Forest trees","removal","forest_trees 7",9
0.683333333333333,0.967391304347826,0.989655172413793,0.400900900900901,0.989655172413793,0.683333333333333,0.808450704225352,0.8203125,0.560546875,0.56640625,0.82536231884058,1.74193548387097,7,"forest_trees",21,"Forest trees","removal","forest_trees 7",9
0.7,1,1,0.422018348623853,1,0.7,0.823529411764706,0.8203125,0.57421875,0.57421875,0.85,1.43333333333333,7,"forest_trees",21,"Forest trees","removal","forest_trees 7",9
0.680952380952381,0.934782608695652,0.979452054794521,0.390909090909091,0.979452054794521,0.680952380952381,0.803370786516854,0.8203125,0.55859375,0.5703125,0.807867494824017,1.46774193548387,7,"forest_trees",21,"Forest trees","removal","forest_trees 7",9
0.642857142857143,0.989130434782609,0.996309963099631,0.377593360995851,0.996309963099631,0.642857142857143,0.781476121562952,0.8203125,0.52734375,0.529296875,0.815993788819876,1.56451612903226,7,"forest_trees",21,"Forest trees","removal","forest_trees 7",9
0.773809523809524,0.978260869565217,0.99388379204893,0.486486486486487,0.99388379204893,0.773809523809524,0.870147255689424,0.8203125,0.634765625,0.638671875,0.876035196687371,1.48275862068966,7,"forest_trees",21,"Forest trees","removal","forest_trees 7",9
0.776190476190476,0.847826086956522,0.958823529411765,0.453488372093023,0.958823529411765,0.776190476190476,0.857894736842105,0.8203125,0.63671875,0.6640625,0.812008281573499,1.56451612903226,7,"forest_trees",21,"Forest trees","removal","forest_trees 7",9
0.776190476190476,0.989130434782609,0.996941896024465,0.491891891891892,0.996941896024465,0.776190476190476,0.872824631860777,0.8203125,0.63671875,0.638671875,0.882660455486542,1.77049180327869,7,"forest_trees",21,"Forest trees","removal","forest_trees 7",9
0.818556701030928,0.592592592592593,0.973039215686274,0.153846153846154,0.973039215686274,0.818556701030928,0.889137737961926,0.947265625,0.775390625,0.796875,0.70557464681176,1.68333333333333,8,"forest_trees",21,"Forest trees","removal","forest_trees 8",9
0.682474226804124,0.925925925925926,0.993993993993994,0.139664804469274,0.993993993993994,0.682474226804124,0.809290953545232,0.947265625,0.646484375,0.650390625,0.804200076365025,1.46666666666667,8,"forest_trees",21,"Forest trees","removal","forest_trees 8",9
0.622680412371134,0.962962962962963,0.996699669966997,0.124401913875598,0.996699669966997,0.622680412371134,0.766497461928934,0.947265625,0.58984375,0.591796875,0.792821687667048,1.51612903225806,8,"forest_trees",21,"Forest trees","removal","forest_trees 8",9
0.661855670103093,0.888888888888889,0.990740740740741,0.127659574468085,0.990740740740741,0.661855670103093,0.793572311495674,0.947265625,0.626953125,0.6328125,0.775372279495991,1.74193548387097,8,"forest_trees",21,"Forest trees","removal","forest_trees 8",9
0.802061855670103,0.518518518518518,0.967661691542289,0.127272727272727,0.967661691542289,0.802061855670103,0.877113866967306,0.947265625,0.759765625,0.78515625,0.660290187094311,1.43333333333333,8,"forest_trees",21,"Forest trees","removal","forest_trees 8",9
0.74639175257732,0.259259259259259,0.947643979057592,0.0538461538461538,0.947643979057592,0.74639175257732,0.835063437139562,0.947265625,0.70703125,0.74609375,0.502825505918289,1.46774193548387,8,"forest_trees",21,"Forest trees","removal","forest_trees 8",9
0.870103092783505,0.37037037037037,0.96127562642369,0.136986301369863,0.96127562642369,0.870103092783505,0.913419913419913,0.947265625,0.82421875,0.857421875,0.620236731576938,1.56451612903226,8,"forest_trees",21,"Forest trees","removal","forest_trees 8",9
0.715463917525773,0.851851851851852,0.988603988603989,0.142857142857143,0.988603988603989,0.715463917525773,0.830143540669857,0.947265625,0.677734375,0.685546875,0.783657884688812,1.48275862068966,8,"forest_trees",21,"Forest trees","removal","forest_trees 8",9
0.851546391752577,0.407407407407407,0.962703962703963,0.132530120481928,0.962703962703963,0.851546391752577,0.903719912472648,0.947265625,0.806640625,0.837890625,0.629476899579992,1.56451612903226,8,"forest_trees",21,"Forest trees","removal","forest_trees 8",9
0.736082474226804,0.703703703703704,0.978082191780822,0.129251700680272,0.978082191780822,0.736082474226804,0.84,0.947265625,0.697265625,0.712890625,0.719893088965254,1.77049180327869,8,"forest_trees",21,"Forest trees","removal","forest_trees 8",9
0.729946524064171,0.956521739130435,0.978494623655914,0.566523605150215,0.978494623655914,0.729946524064171,0.83614088820827,0.73046875,0.533203125,0.544921875,0.843234131597303,1.68333333333333,9,"forest_trees",21,"Forest trees","removal","forest_trees 9",9
0.692513368983957,0.978260869565217,0.988549618320611,0.54,0.988549618320611,0.692513368983957,0.814465408805031,0.73046875,0.505859375,0.51171875,0.835387119274587,1.46666666666667,9,"forest_trees",21,"Forest trees","removal","forest_trees 9",9
