"ACRU.action","ACSA.action","BEAL.action","FAGR.action","TSCA.action","FRAM.action","PIST.action","PRSE.action","QURU.action","environment.initial","ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome","state_idx"
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,162,0,128
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,299,0,128
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,306,0,128
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,200,25,416
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,103,141,416
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,166,45,416
0,0,0,1,0,1,0,1,1,0,0,0,0,203,0,2,0,8,3,424
0,0,0,1,0,1,0,1,1,0,0,0,0,227,0,0,0,8,12,424
0,0,0,1,0,1,0,1,1,0,0,0,0,161,0,0,0,6,3,424
0,0,1,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,4
0,0,1,0,0,0,0,0,0,0,0,0,277,0,0,0,0,0,0,4
0,0,1,0,1,0,1,1,0,0,0,0,30,0,188,0,25,49,0,212
0,0,1,0,1,0,1,1,0,0,0,0,17,0,246,0,7,45,0,212
0,0,1,0,1,0,1,1,0,0,0,0,40,0,242,0,4,36,0,212
0,0,1,1,1,0,1,0,1,0,0,0,14,148,99,0,3,0,0,348
0,0,1,1,1,0,1,0,1,0,0,0,46,153,114,0,0,0,0,348
0,0,1,1,1,0,1,0,1,0,0,0,13,137,87,0,0,0,0,348
0,1,0,1,0,0,1,1,1,0,0,0,0,264,0,0,6,20,1,458
0,1,0,1,0,0,1,1,1,0,0,0,0,152,0,0,26,25,1,458
0,1,0,1,0,0,1,1,1,0,0,0,0,245,0,0,1,23,7,458
0,1,0,1,1,0,0,1,1,0,0,0,0,132,60,0,0,27,0,410
0,1,0,1,1,0,0,1,1,0,0,0,0,151,148,0,0,6,2,410
0,1,0,1,1,0,0,1,1,0,0,0,0,132,85,0,0,9,0,410
0,1,1,0,0,1,1,0,0,0,0,0,289,0,0,0,6,0,0,102
0,1,1,0,0,1,1,0,0,0,0,3,190,0,0,0,95,0,0,102
0,1,1,0,0,1,1,0,0,0,0,4,223,0,0,6,164,0,0,102
0,1,1,0,1,0,0,0,1,0,0,0,29,0,220,0,0,0,2,278
0,1,1,0,1,0,0,0,1,0,0,0,84,0,198,0,0,0,28,278
0,1,1,0,1,0,0,0,1,0,0,0,61,0,167,0,0,0,1,278
0,1,1,0,1,1,1,1,1,0,0,0,33,0,163,0,9,32,2,502
0,1,1,0,1,1,1,1,1,0,0,0,28,0,286,0,23,44,6,502
0,1,1,0,1,1,1,1,1,0,0,0,47,0,214,0,2,12,3,502
0,1,1,1,1,1,0,1,0,0,0,0,12,116,82,1,0,20,0,190
0,1,1,1,1,1,0,1,0,0,0,0,0,148,75,0,0,19,0,190
0,1,1,1,1,1,0,1,0,0,0,0,7,167,42,0,0,6,0,190
1,0,0,1,1,1,0,0,0,0,0,0,0,144,72,0,0,0,0,57
1,0,0,1,1,1,0,0,0,0,0,0,0,178,40,0,0,0,0,57
1,0,0,1,1,1,0,0,0,0,0,0,0,159,138,0,0,0,0,57
1,0,0,1,1,1,1,0,0,0,0,0,0,112,113,0,2,0,0,121
1,0,0,1,1,1,1,0,0,0,0,0,0,153,58,0,10,0,0,121
1,0,0,1,1,1,1,0,0,0,0,0,0,130,143,0,4,0,0,121
1,0,1,0,1,1,1,1,0,0,0,0,25,0,166,0,0,35,0,245
1,0,1,0,1,1,1,1,0,0,0,0,32,0,191,0,1,22,0,245
1,0,1,0,1,1,1,1,0,0,0,0,32,0,176,0,44,18,0,245
1,0,1,1,0,1,0,1,0,0,0,0,95,176,0,0,0,15,0,173
1,0,1,1,0,1,0,1,0,0,0,0,11,174,0,0,0,8,0,173
1,0,1,1,0,1,0,1,0,0,0,0,20,210,0,0,0,22,0,173
1,0,1,1,0,1,0,1,1,0,0,0,15,189,0,0,0,9,0,429
1,0,1,1,0,1,0,1,1,0,0,0,14,152,0,0,0,17,3,429
1,0,1,1,0,1,0,1,1,0,0,0,11,202,0,0,0,6,0,429
1,0,1,1,1,1,1,0,0,0,2,0,4,145,113,0,0,0,0,125
1,0,1,1,1,1,1,0,0,0,0,0,11,104,123,1,12,0,0,125
1,0,1,1,1,1,1,0,0,0,0,0,29,58,78,0,1,0,0,125
1,1,1,0,0,1,1,0,0,0,0,0,239,0,0,0,96,0,0,103
1,1,1,0,0,1,1,0,0,0,0,7,307,0,0,0,36,0,0,103
1,1,1,0,0,1,1,0,0,0,0,0,228,0,0,0,22,0,0,103
1,1,1,0,1,0,0,0,1,0,0,0,102,0,128,0,0,0,4,279
1,1,1,0,1,0,0,0,1,0,0,1,23,0,201,0,0,0,32,279
1,1,1,0,1,0,0,0,1,0,2,0,26,0,198,0,0,0,27,279
1,1,1,1,1,1,1,0,1,0,0,0,18,84,98,0,0,0,0,383
1,1,1,1,1,1,1,0,1,0,0,0,13,142,130,0,1,0,0,383
1,1,1,1,1,1,1,0,1,0,0,0,31,115,102,0,0,0,4,383
