"ACRU.action","ACSA.action","BEAL.action","FAGR.action","TSCA.action","FRAM.action","PIST.action","PRSE.action","QURU.action","environment.initial","ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome","state_idx"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,169,149,79,448
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,182,99,46,448
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,140,157,9,448
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,166,45,416
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,103,141,416
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,200,25,416
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,293,0,0,96
0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,259,0,48,352
0,0,0,0,1,0,0,0,0,0,0,0,0,0,286,0,0,0,0,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,283,0,0,0,0,16
0,0,0,0,1,0,0,0,0,0,0,0,0,0,236,0,0,0,0,16
0,0,0,0,1,0,0,1,0,0,0,0,0,0,197,0,0,58,0,144
0,0,0,0,1,0,0,1,0,0,0,0,0,0,180,0,0,92,0,144
0,0,0,0,1,0,0,1,0,0,0,0,0,0,209,0,0,51,0,144
0,0,0,0,1,0,0,1,1,0,0,0,0,0,182,0,0,61,14,400
0,0,0,0,1,0,0,1,1,0,0,0,0,0,142,0,0,84,4,400
0,0,0,0,1,0,0,1,1,0,0,0,0,0,150,0,0,56,57,400
0,0,0,0,1,0,1,0,0,0,0,0,0,0,209,0,50,0,0,80
0,0,0,0,1,0,1,0,0,0,0,0,0,0,240,0,58,0,0,80
0,0,0,0,1,0,1,0,0,0,0,0,0,0,296,0,123,0,0,80
0,0,0,0,1,0,1,0,1,0,0,0,0,0,218,0,39,0,20,336
