"ACRU.action","ACSA.action","BEAL.action","FAGR.action","TSCA.action","FRAM.action","PIST.action","PRSE.action","QURU.action","environment.initial","ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome","state_idx"
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,231,16,384
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,279,103,384
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,177,94,384
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,293,0,0,96
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,91,114,45,480
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,126,190,53,480
0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,91,156,8,480
0,0,0,0,1,0,0,0,1,0,0,0,0,0,190,0,0,0,29,272
0,0,0,0,1,0,0,0,1,0,0,0,0,0,226,0,0,0,103,272
0,0,0,0,1,0,0,0,1,0,0,0,0,0,247,0,0,0,97,272
0,0,0,0,1,1,0,1,0,0,0,0,0,0,230,17,0,50,0,176
0,0,0,0,1,1,0,1,0,0,0,0,0,0,235,0,0,77,0,176
0,0,0,1,0,0,0,1,0,0,0,0,0,223,0,0,0,64,0,136
0,0,0,1,0,0,0,1,0,0,0,0,0,158,0,0,0,46,0,136
0,0,0,1,0,0,0,1,0,0,0,0,0,231,0,0,0,29,0,136
0,0,0,1,0,0,0,1,1,0,0,0,0,211,0,0,0,17,35,392
0,0,0,1,0,0,0,1,1,0,0,0,0,298,0,0,0,25,0,392
0,0,0,1,0,0,0,1,1,0,0,0,0,177,0,0,0,8,0,392
0,0,0,1,0,0,1,1,1,0,0,0,0,168,0,0,20,29,6,456
0,0,0,1,0,0,1,1,1,0,0,0,0,201,0,0,65,16,20,456
0,0,0,1,0,0,1,1,1,0,0,0,0,237,0,0,2,15,2,456
0,0,0,1,0,1,1,0,0,0,0,0,0,159,0,0,10,0,0,104
0,0,0,1,0,1,1,0,0,0,0,0,0,261,0,0,5,0,0,104
0,0,0,1,0,1,1,0,0,0,0,0,0,224,0,1,62,0,0,104
0,0,0,1,1,1,1,0,0,0,0,0,0,99,144,0,9,0,0,120
0,0,0,1,1,1,1,0,0,0,0,0,0,172,119,1,3,0,0,120
0,0,0,1,1,1,1,0,0,0,0,0,0,156,107,0,1,0,0,120
0,0,0,1,1,1,1,1,1,0,0,0,0,107,45,0,20,20,9,504
0,0,0,1,1,1,1,1,1,0,0,0,0,81,129,0,0,6,0,504
0,0,0,1,1,1,1,1,1,0,0,0,0,177,94,0,1,9,3,504
0,0,1,0,0,0,1,1,1,0,0,0,155,0,0,0,58,116,3,452
0,0,1,0,0,0,1,1,1,0,0,0,151,0,0,0,47,81,2,452
0,0,1,0,0,0,1,1,1,0,0,0,98,0,0,0,7,97,0,452
0,0,1,0,1,1,0,0,1,0,0,0,50,0,197,0,0,0,2,308
0,0,1,0,1,1,0,0,1,0,0,0,79,0,231,0,0,0,1,308
0,0,1,0,1,1,0,0,1,0,0,0,96,0,221,0,0,0,3,308
0,0,1,1,0,0,1,0,0,0,0,0,12,253,0,0,1,0,0,76
0,0,1,1,0,0,1,0,0,0,0,0,12,279,0,0,2,0,0,76
0,0,1,1,0,0,1,0,0,0,0,0,95,132,0,0,13,0,0,76
0,0,1,1,0,1,0,0,0,0,0,0,7,240,0,0,0,0,0,44
0,0,1,1,0,1,0,0,0,0,0,0,55,193,0,0,0,0,0,44
0,0,1,1,0,1,0,0,0,0,0,0,21,155,0,8,0,0,0,44
0,0,1,1,0,1,0,1,0,0,0,0,17,174,0,0,0,16,0,172
0,0,1,1,0,1,0,1,0,0,0,0,12,196,0,0,0,21,0,172
0,0,1,1,0,1,0,1,0,0,0,0,22,191,0,0,0,17,0,172
0,0,1,1,1,0,0,0,1,0,0,0,18,52,188,0,0,0,1,284
0,0,1,1,1,0,0,0,1,0,0,0,2,150,143,0,0,0,1,284
0,0,1,1,1,0,0,0,1,0,0,0,3,99,87,0,0,0,0,284
0,0,1,1,1,0,0,1,1,0,0,0,0,95,121,0,0,2,4,412
0,0,1,1,1,0,0,1,1,0,0,0,6,113,190,0,0,10,0,412
0,0,1,1,1,0,0,1,1,0,0,0,0,136,79,0,0,4,1,412
0,0,1,1,1,1,0,0,0,0,0,0,9,125,48,0,0,0,0,60
0,0,1,1,1,1,0,0,0,0,0,0,25,57,158,0,0,0,0,60
0,0,1,1,1,1,0,0,0,0,0,0,10,135,175,0,0,0,0,60
0,1,0,0,0,0,1,0,1,0,0,5,0,0,0,0,258,0,93,322
0,1,0,0,0,0,1,0,1,0,0,4,0,0,0,0,197,0,171,322
0,1,0,0,0,0,1,0,1,0,0,5,0,0,0,0,182,0,97,322
0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,269,37,418
0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,238,5,418
0,1,0,0,1,0,0,0,0,0,0,0,0,0,263,0,0,0,0,18
0,1,0,0,1,0,0,0,0,0,0,0,0,0,270,0,0,0,0,18
0,1,0,0,1,0,1,1,0,0,0,0,0,0,170,0,1,14,0,210
0,1,0,0,1,0,1,1,0,0,0,0,0,0,227,0,13,58,0,210
0,1,0,0,1,0,1,1,0,0,0,0,0,0,289,0,4,42,0,210
0,1,0,0,1,1,1,0,0,0,0,12,0,0,239,0,36,0,0,114
0,1,0,0,1,1,1,0,0,0,0,0,0,0,222,0,32,0,0,114
0,1,0,0,1,1,1,0,0,0,0,3,0,0,292,0,34,0,0,114
0,1,0,0,1,1,1,1,0,0,0,0,0,0,171,0,15,96,0,242
0,1,0,0,1,1,1,1,0,0,0,0,0,0,264,0,2,40,0,242
0,1,0,0,1,1,1,1,0,0,0,0,0,0,231,0,21,102,0,242
0,1,0,1,0,0,0,1,1,0,0,0,0,216,0,0,0,13,0,394
0,1,0,1,0,0,0,1,1,0,0,0,0,284,0,0,0,2,0,394
0,1,0,1,0,0,0,1,1,0,0,1,0,160,0,0,0,7,0,394
0,1,0,1,0,0,1,1,1,0,0,0,0,152,0,0,26,25,1,458
0,1,0,1,0,0,1,1,1,0,0,0,0,245,0,0,1,23,7,458
0,1,0,1,0,0,1,1,1,0,0,0,0,264,0,0,6,20,1,458
0,1,0,1,1,0,0,0,0,0,0,0,0,66,117,0,0,0,0,26
0,1,0,1,1,0,0,0,0,0,0,0,0,159,104,0,0,0,0,26
0,1,0,1,1,0,0,0,0,0,0,1,0,206,119,0,0,0,0,26
0,1,0,1,1,0,1,0,0,0,0,0,0,173,79,0,0,0,0,90
0,1,0,1,1,0,1,0,0,0,0,0,0,107,38,0,14,0,0,90
0,1,0,1,1,0,1,0,0,0,0,0,0,150,129,0,4,0,0,90
0,1,0,1,1,1,0,0,1,0,0,0,0,109,100,0,0,0,6,314
0,1,0,1,1,1,0,0,1,0,0,0,0,225,105,0,0,0,3,314
0,1,0,1,1,1,0,0,1,0,0,0,0,215,50,7,0,0,16,314
0,1,0,1,1,1,1,1,0,0,0,0,0,150,193,14,0,3,0,250
0,1,0,1,1,1,1,1,0,0,0,0,0,81,97,2,6,10,0,250
0,1,0,1,1,1,1,1,0,0,0,0,0,65,82,0,0,10,0,250
0,1,1,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,6
0,1,1,0,0,0,0,0,0,0,0,40,202,0,0,0,0,0,0,6
0,1,1,0,0,0,0,0,0,0,0,3,221,0,0,0,0,0,0,6
0,1,1,0,0,0,1,0,1,0,0,0,214,0,0,0,105,0,0,326
0,1,1,0,0,0,1,0,1,0,0,0,254,0,0,0,121,0,2,326
0,1,1,0,0,0,1,0,1,0,0,1,230,0,0,0,37,0,9,326
0,1,1,0,0,1,0,1,0,0,0,0,147,0,0,0,0,57,0,166
