"ACRU.action","ACSA.action","BEAL.action","FAGR.action","TSCA.action","FRAM.action","PIST.action","PRSE.action","QURU.action","environment.initial","ACRU.outcome","ACSA.outcome","BEAL.outcome","FAGR.outcome","TSCA.outcome","FRAM.outcome","PIST.outcome","PRSE.outcome","QURU.outcome","state_idx"
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,200,167,0,192
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,135,163,0,192
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,94,216,0,192
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,62,0,0,243,288
0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9,0,0,266,288
0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,293,0,0,96
0,0,0,0,1,1,0,0,0,0,0,0,0,0,303,4,0,0,0,48
0,0,0,0,1,1,0,0,0,0,0,0,0,0,305,3,0,0,0,48
0,0,0,0,1,1,0,0,0,0,0,0,0,0,255,12,0,0,0,48
0,0,0,0,1,1,1,0,1,0,0,0,0,0,207,0,7,0,21,368
0,0,0,0,1,1,1,0,1,0,0,0,0,0,193,0,24,0,20,368
0,0,0,0,1,1,1,0,1,0,0,0,0,0,281,0,44,0,14,368
0,0,0,1,0,0,1,1,0,0,0,0,0,192,0,0,19,26,0,200
0,0,0,1,0,0,1,1,0,0,0,0,0,231,0,0,1,40,0,200
0,0,0,1,0,0,1,1,0,0,0,0,0,212,0,0,1,17,0,200
0,0,0,1,0,1,0,0,1,0,0,0,0,167,0,0,0,0,63,296
0,0,0,1,0,1,0,0,1,0,0,0,0,249,0,0,0,0,11,296
0,0,0,1,0,1,0,0,1,0,0,0,0,246,0,0,0,0,2,296
0,0,0,1,0,1,1,0,0,0,0,0,0,261,0,0,5,0,0,104
0,0,0,1,0,1,1,0,0,0,0,0,0,159,0,0,10,0,0,104
0,0,0,1,0,1,1,0,0,0,0,0,0,224,0,1,62,0,0,104
0,0,0,1,0,1,1,1,0,0,0,0,0,139,0,0,1,35,0,232
0,0,0,1,0,1,1,1,0,0,0,0,0,226,0,0,4,52,0,232
0,0,0,1,0,1,1,1,0,0,0,0,0,136,0,0,8,18,0,232
0,0,0,1,1,1,0,0,0,0,0,0,0,216,134,0,0,0,0,56
0,0,0,1,1,1,0,0,0,0,0,0,0,150,105,0,0,0,0,56
0,0,0,1,1,1,0,0,0,0,0,0,0,123,177,0,0,0,0,56
0,0,0,1,1,1,1,0,0,0,0,0,0,156,107,0,1,0,0,120
0,0,0,1,1,1,1,0,0,0,0,0,0,99,144,0,9,0,0,120
0,0,0,1,1,1,1,0,0,0,0,0,0,172,119,1,3,0,0,120
